file_name,value_per_atom,composition,HHI_P,HHI_R
2510_Au8Cu4,-0.0134236690882166,CuAu2,1169.452347354908,1069.452347354908
2511_Al2V6,-0.1365881299866016,AlV3,3044.899470689968,3039.85807626819
2512_Ag4Mn2,0.3955711120956877,MnAg2,1281.18689594062,1481.18689594062
2513_Ca2Rh4,0.1469112543875018,CaRh2,3314.094571127623,6940.550410957791
2514_FePb4,1.191631646347414,FePb4,2681.061894884388,1774.749193179185
2515_Ni2As2,-0.1077266675684649,NiAs,2289.673165438012,2901.818658084796
2516_AgSn2,-0.0020241158608621,AgSn2,2162.639325641594,1537.519903663085
2517_Au2Cu,-0.0358970332570341,CuAu2,1169.452347354908,1069.452347354908
2518_P3Br,1.917565214745004,P3Br,2601.04167858863,5932.211554968871
2519_Cu7Pt5,-0.1150761839321248,Cu7Pt5,4278.513943398379,6719.668197391711
2520_Pd4Sn12,-0.3445206529960103,Sn3Pd,2738.043454761647,3072.463517457572
2521_Ta4V12,0.1864758023400057,TaV3,2757.870420554271,4158.98141122402
2522_Sb6Ge2,0.1649034019475364,GeSb3,7468.72488125685,3151.187431494337
2523_K3As,-0.4298841623548879,K3As,2323.643443721013,5952.713112557976
2524_K5Ni,0.4523238413744102,K5Ni,1538.364198660109,5883.822760518033
2525_CrTa,0.1368525732847381,TaCr,2478.570315489587,4643.750973946611
2527_BaTa3,1.2182724806159069,BaTa3,2441.330563753825,4295.247986593482
2528_Ag6Al5,-0.0311545684498917,Al5Ag6,1268.996179066036,1331.003820933964
2530_Ni4Rh2,0.1190964767898267,Ni2Rh,2027.689574261107,4536.355560316906
2531_RbSn,0.0399304454798907,RbSn,4023.22289690652,3441.817866584908
2532_FeBi3,0.514264870042636,FeBi3,5062.80935379186,5623.766561187089
2533_Ga2P4,0.3961177066651302,GaP2,3853.341906651787,3405.515971061222
2534_Ag3Ni,0.1945696901642204,NiAg3,1169.294424768113,1415.352787615944
2535_CuNi,1.2802434695571363,CuNi,1311.909253481283,1500
2538_Al18Rh6,-0.529446957011567,Al3Rh,2495.559947207822,4918.074769034222
2540_Al2Sb6,0.0763948358588573,AlSb3,7466.657251723735,3234.917048275709
2541_RbV,1.6020458339129915,RbV,4991.695947417075,5029.040541957183
2543_Ba3Ta,0.8543729953738324,Ba3Ta,2786.376544856442,3062.940911226993
2544_MnNi,1.427393408751383,MnNi,1290.08543365791,1645.042716828955
2545_Fe3Mo,0.0828215338106606,Fe3Mo,2400,2820.119555935098
2547_K8Sn4,-0.112285884478541,K2Sn,2242.587196163054,3823.901890540998
2548_K4As5,-0.1427758941465594,K4As5,2828.759784347003,4942.480431305993
2549_Ag4Ge4,0.2566176701607023,AgGe,2849.919505041877,1601.209695736814
2550_AgSn,0.0423152505418444,AgSn,1933.495102353183,1504.785014621883
2551_Ba2Fe2,1.4615896422081454,BaFe,2826.543184312427,2039.81477646864
2553_NbV2,0.0426626753663737,NbV2,5780.182317947724,5975.573945561097
2554_InNa2,-0.0224446052402965,Na2In,2670.91708158048,1571.079828350328
2555_Cu10Ge6,0.1407589536416962,Cu5Ge3,3105.281433772052,1662.733127975357
2556_Au5Cr4,0.3412211310621565,Cr4Au5,1448.72802329413,1540.528436105902
2557_RbSr,0.1202435620066513,RbSr,5088.809263275632,4481.348772126054
2558_AlK5,0.188813268262128,K5Al,1687.871996188935,6448.063763713973
2559_Ca2Ga2,-0.4668428153569959,CaGa,4915.990746896658,1753.997686724165
2560_FeV,0.1287259691374238,VFe,2829.336573443273,2354.081274318383
2561_Ag2Mn2,0.2864868382129435,MnAg,1334.977733808676,1534.977733808676
2562_Nb3W,0.3688451667137702,Nb3W,7903.83839350791,7011.515180523727
2563_Ag2Ca,-0.2553668709535663,CaAg2,1623.004334392434,1415.66682719972
2564_In2I2,-0.5589380872856298,InI,4140.001146769682,3470.002006846943
2565_Mo2Sr2,0.5575013792903318,SrMo,3259.206798866856,4202.124645892351
2566_MnV,0.0886847109767376,MnV,2417.915774005262,2569.803081416717
2567_BaFe4,0.6684947662822196,BaFe4,2628.429722738954,1742.644584108431
2568_P4As8,0.1960957518537416,As2P,3077.311319941323,4188.428883126573
2569_AuSb,-0.0210635766241136,SbAu,3697.737623812592,1916.848573110326
2570_Ba2Cu,0.026935741795936,Ba2Cu,2736.947368421052,2149.684210526316
2571_Ba3V,0.5185583514696126,Ba3V,3033.012977334219,2421.047583558803
2572_Ba3Rh,0.2455132468116114,Ba3Rh,3039.972110358302,3439.205145211615
2574_Cr6Ta2,0.052600936998294,TaCr3,2670.368774288353,4475.927322497691
2575_AlCu2,-0.1952456041573492,AlCu2,1600,1412.439414174654
2577_Cr5Na,0.694440626891898,NaCr5,2937.511061932435,3807.519911478384
2578_Mo2Ta,-0.1710372885367566,TaMo2,2351.466108167661,5057.330540838308
2579_VW2,0.4517394004088544,VW2,6549.751864154135,4190.480183172627
2580_Al2Ta,-0.0842983799627745,TaAl2,2139.197990207671,3927.074803984495
2581_CuGa,0.4444796102687203,GaCu,3640.382234428111,1709.269972761857
2582_Ir6Ta18,-0.2054474219342973,Ta3Ir,3136.794090892964,5924.44205963742
2583_Pb24Sr5,-0.1749641724387654,Sr5Pb24,2821.449296789813,1897.15943743185
2585_Ag4Br2,0.0107206331644696,Ag2Br,1767.576014644818,2886.508609784049
2586_Al3Pt,-0.48119704804955,Al3Pt,4356.335961019589,6724.697765194532
2589_GeAs2,0.3266597880528567,GeAs2,3952.993124874148,3314.357218882144
2590_NaPb4,0.224980428430975,NaPb4,2656.81606873596,1764.913055847967
2591_Al16Cu36,-0.2174912665715523,Al4Cu9,1600,1420.623874817124
2592_Cu8Sn4,0.0782940927330499,Cu2Sn,2082.94969121488,1548.294969121488
2593_FeBi3,0.5157329205029795,FeBi3,5062.80935379186,5623.766561187089
2594_Al2Rh2,-0.7783706628848774,AlRh,2867.630718004529,6545.884391269816
2595_As2Br6,0.3903767788982994,AsBr3,3300,6209.442348178961
2596_FeV3,-0.1430951792579371,V3Fe,3059.138254512519,2864.751676694485
2597_Al2K2,0.2086908182733893,KAl,1659.168274058103,4668.432991602373
2598_Mo2Nb2,-0.0888018466548317,NbMo,5401.004933216087,7021.88807643546
2600_Ag4Al,-0.0423248287951611,AlAg4,1223.541309420166,1376.458690579834
2601_AlSr3,0.0081842561815732,Sr3Al,3957.964297668133,2813.818690513948
2602_Ba4Ta2,1.243786268910301,Ba2Ta,2721.986406201836,3292.905692136301
2604_PbAs3,0.2533125639682092,As3Pb,3012.198771751772,2944.728829756498
2605_Ba2Cu,0.0251809137808939,Ba2Cu,2736.947368421052,2149.684210526316
2606_BaSn5,-0.2591177009516817,BaSn5,2675.157379422256,1731.525413988948
2607_In2Sn,0.0116156002191824,In2Sn,3061.452693586262,1863.687253477864
2609_Au12Nb12,0.0229785255657984,NbAu,3471.753605749531,3499.956503357614
2610_Mn2V,-0.0787711534141972,Mn2V,2138.501727329703,2306.825155133839
2612_Au2Nb4,0.0545237198894454,Nb2Au,4692.185679389182,4786.357878275084
2613_Ta2Ge2,-0.062803501917342,TaGe,3159.347063432211,3969.297838682196
2614_Ba2V,0.6647159440825513,Ba2V,3046.936920196993,2472.102040722307
2615_AuNb,1.177855591877857,NbAu,3471.753605749531,3499.956503357614
2616_Cr2As2,0.1704696047224638,CrAs,3218.063280377757,4040.968359811121
2617_BaIr,0.4526756073737017,BaIr,4458.204367246863,6266.315878911467
2618_Al6In2,0.1591287652795423,Al3In,2597.078013094265,1586.516478290745
2619_Ag2Mn4,0.8210633157813625,Mn2Ag,1401.844264205505,1601.844264205504
2620_Ta2V2,0.0268457363837892,TaV,2519.680176815342,4492.447752458522
2621_Ag2Sn4,0.0132880567558094,AgSn2,2162.639325641594,1537.519903663085
2622_Cr2As2,0.007682049183618,CrAs,3218.063280377757,4040.968359811121
2623_K2P,-0.0898814432304263,K2P,1785.115854063029,6604.189021558799
2624_Ca3Rh,-0.2192584044008989,Ca3Rh,3577.180194452349,4497.612480085329
2625_FeW2,0.2024333277962119,FeW2,6393.454931822207,3917.612891800957
2627_Ni10Ge6,-0.4625513556699081,Ni5Ge3,2832.381347198892,1670.454078809199
2628_Cr18Ta6,0.2978286892727837,TaCr3,2670.368774288353,4475.927322497691
2629_Mn3Ni,0.0623150700545078,Mn3Ni,1442.439137454583,1721.219568727292
2630_CsBr,-1.8905071260349693,CsBr,4986.225479771559,6337.924840076146
2631_MoSr3,0.8337843536027552,Sr3Mo,3718.695652173913,3615
2632_P3Br,0.5398507092120761,P3Br,2601.04167858863,5932.211554968871
2633_Cu4K2,0.3710968213036061,KCu2,1623.526222649577,2840.99469102589
2634_CuK4,0.2296230775695573,K4Cu,1671.107469700718,5553.125772940886
2635_P3Br,1.0989733360115088,P3Br,2601.04167858863,5932.211554968871
2637_Ga4Na2,0.1822552724839135,NaGa2,4877.261638367143,1701.855975844091
2638_InBr3,-0.5575545409714322,InBr3,3300,5313.087185851691
2639_GaNa2,0.0128615123752906,Na2Ga,3751.464728588579,1343.647868187275
2640_Fe2W4,0.0600058327174698,FeW2,6393.454931822207,3917.612891800957
2641_Nb2V2,0.0611039957532941,NbV,6658.500493716001,6887.673589628155
2642_Ag4Al4,-0.0290568165324929,AlAg,1280.034381616517,1319.965618383483
2643_MnW3,2.350156780098427,MnW3,6510.82280885564,4073.529078173907
2644_FePb,0.8418730722704222,FePb,2636.309376722614,1715.079168963485
2645_KP3,0.0362569796913732,KP3,1911.153410222026,5721.92612844582
2646_Al2Cu,-0.0699907180162859,Al2Cu,1600,1270.387622446583
2647_KP3,0.0464841365445432,KP3,1911.153410222026,5721.92612844582
2648_KP3,0.391278674206243,KP3,1911.153410222026,5721.92612844582
2649_Ba5Sn,-0.1835240422710799,Ba5Sn,2941.03893362472,2196.81813384326
2650_Au2Cr,0.335438791843923,CrAu2,1333.203367571067,1361.465219735155
2651_Ag3V,0.339459105536597,VAg3,1485.618112162962,1672.017249679011
2652_Fe4Pb,1.4306924841850814,Fe4Pb,2544.36341678666,1592.484555715546
2653_Cs3Sm,-1.2968397139977947,Cs3Sm,6958.445932950597,5205.859084126649
2654_Cu3Na,0.197974552952445,NaCu3,1546.191992367183,1392.383984734365
2655_Ag4Al4,-0.0168922985582784,AlAg,1280.034381616517,1319.965618383483
2656_SnYb3,-0.5960435130812347,Yb3Sn,8215.803584027091,2820.826866092846
2657_Fe2W,0.8509494361151546,Fe2W,5261.516597299767,3203.999593949854
2726_PtRb3,0.0920366423174874,Rb3Pt,5783.954103702562,7339.484557044118
2727_V3Sb,-0.0929562358923776,V3Sb,5339.794671585614,3400
2728_Pd2V4,0.4185596658639869,V2Pd,3248.910961435985,5750.095773944686
2729_Rh2Sr2,0.0519912715488652,SrRh,3659.885947025464,5700.570264872681
2731_Ga2Ge2,0.1628796890350323,GaGe,5397.951012552418,1900
2732_Ba2Cu6,-0.0339271808305898,BaCu3,2186.214382632293,1834.979647218453
2733_AlCu2,-0.1994923198229224,AlCu2,1600,1412.439414174654
2734_Al6Sr2,-0.1886478219166454,SrAl3,2951.481738434929,2039.601337257638
2736_PtGe3,0.1019580613747619,Ge3Pt,5394.470755731179,5300.947206322457
2737_Al6Rb2,0.1995774915215715,RbAl3,3859.797252459573,3567.951423249514
2738_Ni2Sr2,0.34235089547228,SrNi,2916.324820556422,2398.277259635823
2739_As4Br2,-0.1734847560270319,As2Br,3300,5008.593793526102
2740_InNi,0.1547548812790036,InNi,2521.982993624627,1830.865868179267
2743_Al5Sb,0.1278443781347231,Al5Sb,4588.642594765521,2138.530512291627
2744_Al4Mn8,0.7432819175377622,Mn2Al,1600,1642.279666096743
2745_NbV5,0.0327356929548846,NbV5,4689.79828998773,4843.252070371873
2747_AuBr3,0.2885409983907767,AuBr3,2307.676395037376,4238.768513963872
2748_Pb7I14,-0.6754812229012036,PbI2,3911.212233758417,3451.653046034205
2749_Al2Ca6,-0.1204313542762798,Ca3Al,3478.457957834079,1408.360425616104
2750_SnGe4,0.6338323741281734,SnGe4,4516.856842671098,1812.984093630122
2751_Ga2P2,-0.0559402271293123,GaP,4423.419533589372,2884.302140718288
2752_WBr,1.6592867558403324,WBr,5879.046347973792,5087.697160883281
2753_IrTa3,-0.314894706077121,Ta3Ir,3136.794090892964,5924.44205963742
2754_Ag7Pt5,0.0114995210897035,Ag7Pt5,3623.757469962104,5740.216864815861
2757_Mn12Rh4,0.058969951857362,Mn3Rh,2215.004573721311,4183.14272317008
2758_Al2Mn,0.2460087241998335,MnAl2,1600,1403.581112041103
2759_P2As6,0.278215754448178,As3P,3142.550570844298,4133.226440054825
2760_Cu4Nb4,0.305104841116413,NbCu,5697.438607197922,5834.97128007896
2761_AuK3,-0.1330414285429428,K3Au,1323.943903221556,3314.086999956078
2762_Nb3Pb,0.1764308310655042,Nb3Pb,6026.831316008667,5815.141243458737
2763_Pd2V2,-0.0781333125878909,VPd,3232.372276573367,6510.875277625086
2765_In6Mn18,0.3412085826997663,Mn3In,2298.026355232742,1882.12074767444
2767_AuBr3,-0.0229078991777886,AuBr3,2307.676395037376,4238.768513963872
2768_Ga2Pt,-0.2988789514579319,Ga2Pt,5500,6098.740920096852
2769_Ba2Br6,-1.669242551351272,BaBr3,3190.732523691183,5224.565363264808
2771_Ga2Ni,-0.199229187461223,Ga2Ni,4166.99757847253,1781.510895864225
2772_CaMn3,0.6933934960880848,CaMn3,2049.892329932528,1741.318391747931
2773_AlSm,-0.4655390373998145,SmAl,8298.05849987139,2780.496563256952
2774_Ca2Cu2,-0.159069105587382,CaCu,2489.556473403845,1500
2775_Au5Sb,0.1474496383974006,SbAu5,1848.213766012557,1264.075446827962
2776_Al4Ce2,0.5630563836845214,CeAl2,7303.429838855395,2516.101602733713
2777_Ga3Rh,-0.1772789533942713,Ga3Rh,4741.582859221115,3911.45415597878
2778_Sn6W4,0.676190720559454,Sn3W2,4835.105897956646,2971.542255564306
2782_W3P,0.3408790440879965,PW3,6734.127951056067,4342.53952783103
2783_Pd2Rb2,0.1182580533488639,RbPd,4447.134210721057,7109.189849484959
2784_Ga2Rh,-0.3544554391462562,Ga2Rh,4523.391025019445,4490.136846687559
2785_In10Mn6,0.2701433455977424,Mn3In5,2920.811393212734,1955.389575672086
2786_AlPd,-0.8944008535151085,AlPd,2876.387077592522,6584.193464467283
2787_CaCu,0.5358766060288009,CaCu,2489.556473403845,1500
2788_Rh6Sb2,-0.1057183546171485,SbRh3,4529.391964485867,6698.892970928727
2789_PtBi,-0.1674619481740151,BiPt,5396.560845251401,7496.69310139671
2790_Al4Sb2,0.2113444936483244,Al2Sb,5965.323053880597,2662.980211002132
2791_EuI,-1.3246680484950362,EuI,7406.681375632032,3873.617752483814
2792_AlNi5,-0.2226364434127994,AlNi5,1050.519572442824,1457.900356297646
2793_Mo2Rh6,-0.1970149649820438,MoRh3,3010.328018949405,7359.857063954242
2794_Ga5Pt,-0.1300824104031785,Ga5Pt,5499.999999999999,4483.423548691463
2795_Al4Br2,0.438326157140616,Al2Br,2614.714019617066,4521.654538670991
2796_Mo12Rh12,-0.0396063645746629,MoRh,2814.011883598069,6697.290107143485
2797_Al2Na2,0.1064447917505271,NaAl,1369.970306408558,769.9703064085584
2798_Pd5Sr,-0.3878520724166066,SrPd5,3341.386432582457,7293.067837087717
2799_AlIn5,0.2243869260860869,AlIn5,3223.688591666084,1955.110936274167
2800_AlNi3,-0.4061829382830826,AlNi3,1079.724143364544,1433.56321386288
2801_Al6Sb2,0.1692057428212972,Al3Sb,5384.265084307962,2441.624794022081
2802_AlGe,0.1840861531470681,AlGe,4297.890474058589,1656.243628825062
2803_Al4Cr2,0.4176790432707804,Al2Cr,2336.077346587776,2521.226516281404
2804_W8Br,0.7470870496898164,W8Br,6809.338176114907,4433.978578946282
2805_Pb8As4,0.0584784500907259,AsPb2,2791.867924898472,2136.849057961063
2806_K5P4,0.2907193213798378,K5P4,1816.374702168108,6385.377084823247
2807_Al2Na,0.0959789052882354,NaAl2,1450.624308705884,850.6243087058837
2808_SnW3,0.4164088525385239,SnW3,6220.679468242245,3821.780582785014
2809_NiSb,-0.1463381743154652,NiSb,5655.739376481684,2782.015190625391
2811_K3W,1.6473001131057847,K3W,4935.59972623565,5429.577508286154
2813_InRh3,-0.0658287898524747,InRh3,3227.109479865277,6373.431208083403
2815_Na5Pd,-0.0216217788593574,Na5Pd,2109.545849085655,4105.520889591627
2816_Pt4As8,-0.8481429737237084,As2Pt,4544.276473412361,6884.459097455928
2817_Ir2Ni6,0.0250427970848559,Ni3Ir,3348.582883605958,5466.495536756729
2818_SbP3,0.2787830215630311,SbP3,5346.281426691286,4135.817216038105
2819_Sn2Ta,0.0501756129162392,TaSn2,2470.247295275153,2984.028850398362
2820_Cu7In,0.0432744772338304,InCu7,1948.778857837181,1602.582017010935
2821_V12As4,-0.3130499928677199,V3As,3300,3597.381909064524
2822_AuCu3,1.091933621721732,Cu3Au,1345.918153766655,1245.918153766655
2824_EuMn,0.6334786883457086,EuMn,7402.338009757226,2754.81511552967
2826_BaW3,1.4553623349381706,BaW3,6202.56893040109,3901.284465200546
2827_PtAs3,0.1837744748839611,As3Pt,4322.236576596146,6369.730245745612
2828_Ca5Ge24,-0.0419165539262305,Ca5Ge24,5155.667652733118,1858.762186495177
2829_Ca2Nb,1.172952547926214,Ca2Nb,6369.452621650065,5418.913943053365
2830_Cu5W,0.3803622766868185,Cu5W,3579.257132603624,2526.281476164842
2831_AuI,0.2614996616232603,AuI,2588.978414028554,2488.978414028554
2832_AlMo3,-0.0993333449440783,AlMo3,2331.432257364449,4931.448383333917
2833_Nb2As2,-0.2267729929139426,NbAs,6178.621169128056,6657.188771502821
2834_Sn2W2,0.380831521925705,SnW,5273.59444719881,3240.614774417451
2835_PbTa3,0.3831692982889105,Ta3Pb,2410.500237026208,3971.248222303438
2836_CaW4,2.8311244584186808,CaW4,6839.778550960876,4155.283852480791
2837_CsCu,0.4745825853302812,CsCu,4576.735385278158,4544.388462216298
2838_Nb4Sn8,-0.3024282431053073,NbSn2,4259.412251604004,3625.045459584548
2840_Al6Ca4,-0.188409806197005,Ca2Al3,2744.370548085763,1248.776206105601
2841_FePb,0.6389923159511817,FePb,2636.309376722614,1715.079168963485
2843_In2P2,0.0519244250414705,InP,3023.812305663745,2658.601424955684
2844_Mn3Sb,0.4534544957012665,Mn3Sb,4276.752387301108,2479.810130108218
2845_Sr2W,-8.575093680456437,Sr2W,5633.530132560989,3665.567561546173
2846_Mo2Sr2,0.6730201296964244,SrMo,3259.206798866856,4202.124645892351
2847_Ba2W2,1.0372039623020664,BaW,5289.649932900952,3444.824966450476
2848_Ca3W,0.8837096676666336,Ca3W,5774.227983977586,3192.851082302335
2849_Pd4As2,-0.294235139561233,AsPd2,3226.03599646374,6958.560141450424
2850_Pd6Ge4,-0.3925074452225566,Ge2Pd3,3856.752916863995,6092.289146252207
2853_PtSb,-0.092727887933095,SbPt,6422.296145737335,6909.54665387383
2854_AuK,-0.2806845504909177,KAu,1199.375142516441,2026.876472669891
2855_PdP2,0.1484307155578997,P2Pd,2758.483565987464,6933.001951136372
2856_Au2W4,0.6953492150178905,W2Au,4941.893529685115,3148.855703044217
2857_NiTa7,0.2031672938550635,Ta7Ni,2242.428298685422,4653.856450509148
2858_FeIn,0.3261709629407026,InFe,3005.498555633031,1803.665703755354
2859_Ga2In2,0.0462965949196285,InGa,4131.200654597082,1962.218152063769
2860_V3Br,0.280716863032258,V3Br,3300,4601.67491304245
2861_Nb5W4,-0.0496318712627438,Nb5W4,7580.717187940014,6042.151563820041
2862_EuSb,-0.933677982612478,EuSb,8788.275781444083,3233.448290979235
2863_Au3As,0.1371121399493331,AsAu3,1347.555189759044,1337.575258762333
2864_V4P,0.3322994564390953,V4P,3128.465828469231,3624.31391661716
2865_Pt2V4,-0.3704538090648259,V2Pt,4745.227247471941,7144.452413904575
2866_Mn4Ta2,-0.023585609806472,TaMn2,2035.533274647203,3666.571177059443
2867_Ba3In,-0.2121527880530078,Ba3In,3065.386228903244,2234.613771096756
2868_InBr3,-0.2723892605766789,InBr3,3300,5313.087185851691
2869_AlAs,-0.1240213191225514,AlAs,2849.880246573681,3205.671023365319
2870_Al2Mo6,0.0022474617600725,AlMo3,2331.432257364449,4931.448383333917
2871_Fe6Ga2,-0.1224709915662174,GaFe3,3310.996889462104,1546.934982171307
2872_IrMn3,-0.0410910127053369,Mn3Ir,3699.666461861932,5730.144915792848
2873_FePd4,0.4780438335531506,FePd4,3107.219770520742,7234.563106796117
2874_AuNi,0.4615220181329094,NiAu,1077.042397278864,1114.788013605681
2875_FeV5,-0.0874449707715629,V5Fe,3138.157799405897,3040.350665346439
2876_K4P16,0.0828526557583636,KP4,1928.037001853597,5603.74098702482
2877_W5Sb,0.3221849244437298,SbW5,7105.272056563173,4194.727943436827
2878_Al2Ni4,-0.4666516932421451,AlNi2,1112.136243424221,1406.553130479816
2879_Ca6Nb2,0.6537715933229715,Ca3Nb,5905.107375711726,4682.018226672956
2880_SnTa3,0.0049675381907032,Ta3Sn,2353.832369511261,4225.788058546545
2881_AuCs,-0.2979903415698688,CsAu,3074.210218051264,3014.500222501289
2883_Pd2W2,0.2024888479961362,PdW,5606.780128160959,5656.556191001171
2884_W2P,0.0145169775755711,PW2,6611.520510372105,4362.156718340463
2885_Ag4Ba2,-0.1205356433118159,BaAg2,1900.125246627093,1750.062623313546
2886_CaNa3,0.064918145731448,Na3Ca,2129.079967427098,867.5285597953923
2887_Rh4Ge2,-0.2105813852974674,GeRh2,3747.830677569841,6408.682317535221
2888_AgFe2,0.355599325778184,Fe2Ag,1810.444064489506,1400
2889_BaIn2,0.0835970481372318,BaIn2,3187.732278186084,2112.267721813916
2890_Ag6Pt5,0.0185353932401794,Ag6Pt5,3784.882609039699,6028.743276652485
2891_InMo,1.1270553315005394,InMo,2890.3073667429,3502.206321942702
2893_VAs,0.3203713993122346,VAs,3300,3757.157578352988
2894_Rh4W2,-0.0352169931060544,Rh2W,4992.865923608562,6254.314758591663
2895_Al4Pd6,-0.7730897825502033,Al2Pd3,2968.661348146668,6987.893398141672
2896_Ni4Ta,0.8417830391894328,TaNi4,1565.840966408568,2936.365530114056
2897_AlRh3,-0.4401970084474111,AlRh3,3071.400911545272,7437.378988010566
2898_Ga2Mn4,0.2055565894426033,Mn2Ga,3114.037181368793,1838.821466188944
2899_AgAu2,-0.0022001097025595,AgAu2,1121.496196169967,1085.984784679869
2900_Mn4Ta3,0.0413758628793833,Ta3Mn4,2098.285642320987,3935.509895661374
2901_AlMn5,0.0325080423492979,Mn5Al,1600,1728.447957401075
2902_Cu5Mn,0.19009826311848,MnCu5,1600,1544.225454049864
2903_AlMn3,0.0044625280412473,Mn3Al,1600,1687.457154403717
2904_GaP,-0.0656846835186915,GaP,4423.419533589372,2884.302140718288
2905_AuCu,-0.0042660205172095,CuAu,1221.96340515148,1121.96340515148
2906_BaW3,1.471400623829652,BaW3,6202.56893040109,3901.284465200546
2907_Au5Sb,0.0529373901265829,SbAu5,1848.213766012557,1264.075446827962
2908_Pd2W2,0.1123978174485955,PdW,5606.780128160959,5656.556191001171
2909_SrI,-1.0702574194153711,SrI,4614.093222092566,4064.811142523741
2910_PtV3,-0.305222935404382,V3Pt,4533.614010580368,6596.1817546855
2911_VBr5,-0.2841827606207943,VBr5,3300,6504.194254114947
2912_K2Br4,-1.0890156947304026,KBr2,2985.49372242106,6958.969927046051
2913_Pb2P2,0.1636887776688462,PPb,2608.967162386258,2229.154805893354
2914_Ni4Ta8,0.4475267590898551,Ta2Ni,2118.584435224151,4339.483566338229
2915_Ce2Br6,-2.11548569156943,CeBr3,5587.138388955002,5498.20550354371
2916_MoRh2,0.0380025121836678,MoRh2,2945.64458775613,7141.55048367694
2917_Au16Sn4,0.0582444988574188,SnAu4,1296.414802277486,1078.565920910994
2918_V4P4,-0.7870895311130237,VP,2808.444585088429,4042.803234884361
2919_Ag8Au4,-0.0441376497046051,Ag2Au,1152.274012111602,1209.096048446407
2920_Fe2Mo6,0.279591567029124,FeMo3,2400,4666.256383396622
2921_Pb2V2,0.4928501595522814,VPb,2818.403666206324,2115.743109883533
2922_AuNi5,0.1243812841000172,Ni5Au,1040.161722494163,1299.191387529184
2923_Ga3Pb,0.0530431986566251,Ga3Pb,4106.620569735019,1850.236448919108
2925_Ag3Sr,-0.0453551621271102,SrAg3,1839.212731923139,1740.913457025674
2926_Ga4In4,0.0605925755307299,InGa,4131.200654597082,1962.218152063769
2927_K2Sn2,-0.2445203437210175,KSn,2377.017622013544,2987.44590747128
2928_CsCu,0.4399689430103484,CsCu,4576.735385278158,4544.388462216298
2929_K2Sn2,-0.1301163509892293,KSn,2377.017622013544,2987.44590747128
2930_Mn3Nb,0.0610968797625979,Mn3Nb,4087.400050399558,4323.449326492305
2931_AlMn,0.4252473515547947,MnAl,1600,1536.507072772767
2932_Pt8Sr16,-0.5432285759187595,Sr2Pt,4884.830580788715,6213.43580216243
2933_SbP,0.3087547031735251,SbP,6703.50491334064,3744.752821579815
2935_Fe6Pd4,0.0475907069499314,Fe3Pd2,2847.642458100559,5093.050279329609
2936_BaGe,-0.1820046348794206,BaGe,3795.705991893965,2161.616349235832
2937_Fe3Na,1.1327794966990163,NaFe3,2243.134831355823,1291.401037092493
2938_KP,0.7114022996563714,KP,1832.608179847769,6271.742741065619
2939_CuW7,0.3854280871898492,CuW7,6745.896183870867,4168.242465710819
2940_AsBr5,0.0282342964256434,AsBr5,3300,6442.045554184119
2941_Au3As,0.1334911726647583,AsAu3,1347.555189759044,1337.575258762333
2943_Mo16V4,0.7960963314866717,VMo4,2505.46858016363,5077.344108543449
2944_AlGa,0.0691252028612607,AlGa,4411.860786852459,1648.890950812106
2945_Ir2Ni4,0.0603663610725782,Ni2Ir,3793.817453144955,6218.447254200369
2947_PtSm,-1.4318709282015725,SmPt,7241.063674575329,6488.404488137006
2948_Au6Ba2,-0.526886487717174,BaAu3,1458.296801657948,1245.150443239649
2949_Al4Cu8,-0.1947568048805603,AlCu2,1600,1412.439414174654
2950_Ca6Ta2,0.7325548895312664,Ca3Ta,2938.731652780705,3482.615966139796
2951_AuW2,0.4242236213270421,W2Au,4941.893529685115,3148.855703044217
2952_AuP3,0.4551556780531776,P3Au,1388.487965113268,2314.222952182664
2953_MoV,-0.126784531445768,VMo,2712.138356430184,4641.041247536279
2954_Mo2P2,0.0616187149853217,MoP,2302.378555290166,5251.189277645083
2955_Ni3Sr,0.5203327610247177,SrNi3,2063.268059713265,1998.406902990593
2956_Cu3Mo,0.22920652430816,Cu3Mo,1867.822372966522,2772.15627159098
2957_Sm3W,0.0631950852148808,Sm3W,8776.129276129275,3447.457947457947
2958_Na3Ge,0.0413320232122367,Na3Ge,3254.43465301525,1218.144884338416
2959_IrI,0.8600843245627727,IrI,5261.399062244229,7390.026612750311
2960_Cu4Mn8,0.3612515646588257,Mn2Cu,1600,1690.072827515803
2962_Ta3Sb,0.0115760029382396,Ta3Sb,3325.958870763934,4543.510282309016
2963_AuSb,-0.0501351230650959,SbAu,3697.737623812592,1916.848573110326
2964_GaPd,-0.6028874388474872,GaPd,4110.41313024077,5585.426045883174
2965_Ni2P4,-0.0100394529238236,NiP2,1513.486816463707,3348.552539269345
2966_Au2Na4,0.0511408221620793,Na2Au,1100,905.370909166255
2967_V2W2,0.5402600457808884,VW,6197.1959034251,4104.72332786016
2968_Fe2Pt2,-0.1192493888161649,FePt,4810.085721459059,7386.341953301532
2969_Au3Nb3,-0.0151428426324133,NbAu,3471.753605749531,3499.956503357614
2970_Mo2W4,0.7285978333137137,MoW2,6048.091109097969,4506.936715413485
2971_Ca5Sb4,-0.541558037310753,Ca5Sb4,6733.975822992887,2846.138515921621
2972_Ag4Br2,-0.1915446980856871,Ag2Br,1767.576014644818,2886.508609784049
