file_name,value_per_atom,composition,HHI_P,HHI_R
1641_Pb2As2,0.0840475302337555,AsPb,2859.338951714438,2384.24282295294
1642_AgI,-0.3753316093644216,AgI,3200.005107068041,3237.842530819281
1643_Ca3Ni,0.2530239250171147,Ca3Ni,2948.715512548665,1500
1644_FeV3,-0.1424462107173667,V3Fe,3059.138254512519,2864.751676694485
1645_Ag3In,0.0056007404912765,InAg3,1749.966630369876,1557.133322962822
1646_AuP,0.1982375973905634,PAu,1222.296855838119,1557.130121040317
1647_PbSb,0.1028825215824067,SbPb,4624.708171206225,2392.217898832685
1649_Ag14Yb4,-0.3354358099427333,Yb2Ag7,3808.58620211788,1934.288740192819
1650_Eu3As,-0.6824294872306971,Eu3As,8624.901999496622,3227.030354911781
1651_GaMn2,1.015550691138292,Mn2Ga,3114.037181368793,1838.821466188944
1652_Ta2Ge4,0.2489534098761604,TaGe2,3635.998627707723,3508.534659882533
1653_AlNb,-0.1917684673515287,NbAl,6947.111114163592,7044.56038992406
1655_WAs2,0.2057724770828173,As2W,5338.484406766658,4165.282519467567
1656_Au3P,0.2589385795723418,PAu3,1144.826459383814,1204.209426081819
1658_Ni17Br12,0.3165058734830896,Ni17Br12,2127.113385127676,4146.266208560632
1659_Cu2Fe2,0.1809816039781348,FeCu,1974.199060230671,1453.225117471166
1660_V6W2,0.1271767347920729,V3W,5320.432804765576,3891.456628186222
1662_TaGe5,0.202469743993633,TaGe5,4302.396848444949,2864.349713169883
1663_TaGe3,0.1374193903641964,TaGe3,3939.038972002458,3215.595660397623
1664_NaNi,0.4828097023828093,NaNi,1028.145050544248,1218.549494557516
1665_Ba3Ta,0.904670441205412,Ba3Ta,2786.376544856442,3062.940911226993
1666_Ba2Fe,0.8109463065854191,Ba2Fe,2898.616939839455,2147.925409759182
1667_Cs4I12,-0.9683357396519788,CsI3,5184.639073707664,5110.515353135633
1668_Ba6As2,-0.3480596932121238,Ba3As,3046.162168778725,2561.585623079441
1670_InBr3,-0.5579910152995953,InBr3,3300,5313.087185851691
1671_Al2In4,0.1496605006122985,AlIn2,3121.256895104519,1894.856997120305
1672_Al2P4,-0.069489045227011,AlP2,1878.63792640495,3856.038745650738
1673_AsBr2,0.1821197484917872,AsBr2,3300,5974.370509726937
1674_Pb2As4,0.0357977154458121,As2Pb,2951.806840180684,2723.291747329175
1675_AgBr2,-0.1491938272423508,AgBr2,2453.741647557758,4683.609076936986
1676_Sb4Br12,-0.6157437162277182,SbBr3,4849.486543909349,5721.042847025496
1677_Fe8Ir,0.0635756256994726,Fe8Ir,3332.541703378995,3716.313263231697
1678_RhYb,-0.3348424399415872,YbRh,7150.606188540854,4927.306297801559
1679_KAs3,0.2951061834844219,KAs3,3062.917664501023,4474.164670997953
1680_Na4Pt2,-0.127379207660755,Na2Pt,4660.760806580271,7459.668849225076
1681_Cr3Nb,0.0781401406249067,NbCr3,5115.689736719162,5854.396622700011
1683_WSb3,0.990997905753166,Sb3W,7598.688811188811,3701.311188811189
1684_FePb2,0.5941554962577266,FePb2,2664.372826930643,1752.49710257419
1685_Al5Rh7,-0.6383318023359396,Al5Rh7,2947.613832640585,6895.810517802562
1686_Ca3Ga8,-0.4391065488204818,Ca3Ga8,5216.269479571339,1829.067369892834
1687_CrTa2,-0.0129322637731329,Ta2Cr,2400.501807404475,4712.060918521083
1688_VW2,-0.0940328855695398,VW2,6549.751864154135,4190.480183172627
1689_InRh,-0.0625134166024929,InRh,3252.735694585104,4835.85832489373
1691_AuNb3,0.1032244784768927,Nb3Au,5435.89152874887,5570.264043816376
1692_As3Br,0.4963062451191149,As3Br,3300,4760.568853784831
1694_Ba4P8,-0.6301452926437984,BaP2,2689.134753622596,3170.422689856733
1695_Al4Ce,-0.3227036842435439,CeAl4,6062.614037027572,2186.26449085543
1696_Cr3Na,0.9098419704397562,NaCr3,2843.099594576206,3637.57927023717
1697_Ca5Ga3,-0.1228295982076836,Ca5Ga3,4717.148200869717,1704.287050217429
1698_Al3Sm,-0.5776724548870158,SmAl3,6735.409839927631,2365.108944790889
1699_Ag2Ge2,0.1769106188002136,AgGe,2849.919505041877,1601.209695736814
1700_Fe2V2,-0.078264600413517,VFe,2829.336573443273,2354.081274318383
1701_Na5Pt,0.1710178720096715,Na5Pt,3868.640839082397,5911.434367297412
1704_P16Br4,0.2682701181112456,P4Br,2509.694235666891,5805.730480154157
1705_CaMn2,6.453217612714281,CaMn2,2214.717477862725,1719.81945940921
1707_Pd2Sn,-0.4766293163031274,SnPd2,2985.172673804856,5708.50852058513
1708_K2As2,-0.1594136726871555,KAs,2751.347703339505,5097.304593320991
1709_Mn5W,0.0518166976176933,Mn5W,3765.03939298658,2802.333052308602
1710_MnV2,-0.22532081361564,MnV2,2704.450617581333,2839.482934194196
1711_Fe3Pb,3.1602556276759275,Fe3Pb,2565.877219902064,1621.169626536085
1712_P12Br17,0.305400172102448,P12Br17,3020.707604343974,6513.287452168579
1713_Ba6Ga2,-0.0995503976400025,Ba3Ga,3361.856036071944,2242.103034228489
1714_Ba3Ga,-0.0058325030941168,Ba3Ga,3361.856036071944,2242.103034228489
1715_Cr3Ta,0.1301554515644412,TaCr3,2670.368774288353,4475.927322497691
1716_Mn6W2,0.1763066696193256,Mn3W,4447.337519745751,3118.211814697107
1717_Au4Ga,0.0781698024577743,GaAu4,1457.725088903747,1073.17104091213
1718_Ba2Sn2,-0.6119471538828103,BaSn,2814.542429414499,1975.449251475373
1719_Al3Ga,0.0275824749523612,Al3Ga,3404.765400688048,1416.484323235703
1721_Al10Au20,-0.3473274178695784,AlAu2,1132.051078401385,1000
1722_Al18In6,0.1601819126916096,Al3In,2597.078013094265,1586.516478290745
1723_Ag4Sn,-0.0197127183807911,Ag4Sn,1502.070511837157,1443.152930262451
1724_Al2Cu,-0.0700894357803155,Al2Cu,1600,1270.387622446583
1725_CrNb,0.0447298304455507,NbCr,6562.29030724664,7113.474897048
1726_AuGa3,-0.0481767646676423,Ga3Au,3366.099475763966,1463.520347315357
1728_Fe3Ir,-0.0421983063443285,Fe3Ir,4056.342980720052,5514.142242433676
1729_AgGe,0.2156207633049502,AgGe,2849.919505041877,1601.209695736814
1730_Cr4Sn8,-0.0265927506534436,CrSn2,2689.829314955181,2049.146574775902
1731_CrTa,0.530166486935034,TaCr,2478.570315489587,4643.750973946611
1733_FeV,0.1213318125962068,VFe,2829.336573443273,2354.081274318383
1734_AgGe3,0.2660237849399345,AgGe3,3942.49343591941,1734.450419014562
1735_Ba6Sn2,-0.1304743003915054,Ba3Sn,2910.524203349972,2143.417355862451
1736_CrSr3,0.3991310186583723,Sr3Cr,4018.343332080909,3181.656667919091
1737_Na4Pb2,-0.0059604221131216,Na2Pb,2409.426511658779,1563.909040722757
1739_Ba12Ir17,0.7052706845245339,Ba12Ir17,4661.892931766598,6820.348774405145
1740_Al2Sr6,0.0682416433704053,Sr3Al,3957.964297668133,2813.818690513948
1745_Fe2Pd2,0.0600193354461096,FePd,2924.672603457308,5728.548978522787
1747_Fe3Pb,0.3962023583228786,Fe3Pb,2565.877219902064,1621.169626536085
1748_Ag4Al3,-0.0356463121095568,Al3Ag4,1263.186467363626,1336.813532636374
1749_Au2Ga4,-0.0790314973956759,Ga2Au,2923.839108698701,1373.057999506553
1750_MnSb2,0.2132027757194402,MnSb2,6740.340579527685,3105.483321784809
1751_Al2P2,0.1711348282914704,AlP,1813.776905161976,3191.213277910252
1752_Nb2V2,0.0562843441936919,NbV,6658.500493716001,6887.673589628155
1753_Ir2Pb,0.5983672141707702,Ir2Pb,4519.393746809684,6543.419411325246
1754_Au3Cr,0.0798392217555257,CrAu3,1261.755915760701,1250.721669429087
1755_V3W,-0.0340694370188607,V3W,5320.432804765576,3891.456628186222
1756_FePb3,0.9449279199060578,FePb3,2675.26957908022,1767.026105440294
1818_Ba2Pd,-0.3628834847793444,Ba2Pd,3055.85266903541,3891.801067509197
1819_Sn6W10,0.5835910355843623,Sn3W5,5771.320364141046,3546.037496177461
1820_In2Br4,-0.649103872879229,InBr2,3300,4851.36585756629
1821_MnRh,-0.1924736817812853,MnRh,2643.113926515019,5842.066465245696
1822_Ca3Mo,0.7116405846471903,Ca3Mo,3234.286269394099,3186.474784201615
1823_Mo2W4,0.6720921408779242,MoW2,6048.091109097969,4506.936715413485
1824_Cu3Ga,-0.0800573082827607,GaCu3,2644.394897853365,1607.117425420858
1825_Pb2Sb6,0.173259380384851,Sb3Pb,6017.942984907771,2820.905533817775
1826_FeGa2,-0.041209392734169,Ga2Fe,4613.530577445965,1757.021060878381
1828_Ir4Sn16,-0.249447746255101,Sn4Ir,3435.654674188263,3761.175881521369
1829_FeNa3,1.3916807839633634,Na3Fe,1681.652065827776,902.6821994192296
1830_SnP3,0.113431214348977,SnP3,2336.557043838972,3136.750577605997
1831_Fe2Ga2,-0.0316817679816612,GaFe,4121.308772935779,1677.630447247706
1833_Ga5Br,-0.0006488106114813,Ga5Br,5089.775949257792,2832.327388050472
1834_BiI,0.2449565880310906,BiI,5148.871465987736,5546.614397963207
1835_Ca3Pb,-0.2709615632900624,Ca3Pb,3140.640861975238,1689.839784506191
1836_Mo2W2,0.4529627299555354,MoW,5422.603474158268,4642.912288226464
1838_SnP,-0.0947927665832342,SnP,2475.843198008345,2324.248011617987
1840_GaMo,-0.028439939265862,GaMo,3704.704731895475,3869.033519856576
1841_Pd2Sn8,-0.2912838041090353,Sn4Pd,2709.8510133159,2771.744142036266
1843_Cu3Sn,0.0759635169361603,Cu3Sn,1983.74258117072,1538.374258117072
1844_Ni2Pb2,0.0508002978802686,NiPb,2324.74141892954,1733.777897458154
1845_SmBi,-0.8891919496746308,SmBi,7057.419983948367,4786.543344416603
1846_VW2,0.8396076707660759,VW2,6549.751864154135,4190.480183172627
1847_Mn16W4,0.4679057054088744,Mn4W,4059.750335103124,2938.773303288483
1848_MnNi,0.0683401008984505,MnNi,1290.08543365791,1645.042716828955
1849_AlSb3,0.1501559370777596,AlSb3,7466.657251723735,3234.917048275709
1850_Au5Nb,0.048939849058281,NbAu5,1737.916108138312,1672.398059929572
1851_GaNa2,0.0255243116220409,Na2Ga,3751.464728588579,1343.647868187275
1852_MnW,0.147210544305592,MnW,5757.568171730361,3724.800079504796
1853_VSb,-0.0537609682333108,VSb,6543.144963998575,3400
1854_Ag5Al4,-0.0289825661094569,Al4Ag5,1266.696512354343,1333.303487645657
1855_Ag2Ge4,0.297839306357804,AgGe2,3552.961624850582,1686.946539615925
1856_Cu4Pt4,-0.1205808597847024,CuPt,4541.760816610602,7232.662104164249
1857_CuMo,0.3588543434479447,CuMo,2081.246002783943,3785.918513223732
1858_AlTa4,-0.0452718545750741,Ta4Al,2274.843160921065,4663.434302142925
1859_Ag2Mn,0.2280746253719249,MnAg2,1281.18689594062,1481.18689594062
1860_Nb2W4,0.1061049533559928,NbW2,7302.569889278966,5207.709667836899
1861_AsBr8,0.0996156429798001,AsBr8,3300,6595.762032145465
1862_GaMn2,0.0749574779848624,Mn2Ga,3114.037181368793,1838.821466188944
1863_Fe4W2,0.1247923180939961,Fe2W,5261.516597299767,3203.999593949854
1864_Fe5W,0.1370840131538635,Fe5W,4226.231738524829,2551.320009070001
1865_Al2K2,0.2493481884250021,KAl,1659.168274058103,4668.432991602373
1867_Cr6Sr2,1.4466103641065455,SrCr3,3495.643333991494,3704.356666008506
1868_FeSr,1.0256503461245172,SrFe,3499.334332415572,2377.186073258286
1869_AlIn3,0.1166018305890035,AlIn3,3176.50988972976,1927.358758664565
1871_FeSb,0.1270127343936424,FeSb,6170.614566031361,2771.13256946595
1872_Cr2As2,0.0077630930576173,CrAs,3218.063280377757,4040.968359811121
1873_Al2Sb2,0.181921935434036,AlSb,6757.187475805767,2964.642847926006
1874_Au4Sr2,-0.7626116234560195,SrAu2,1664.054054611934,1363.905841685119
1875_Al2Sb4,0.0339020113510422,AlSb2,7271.598054267039,3160.60878257792
1876_Ca6Cr2,0.8731378962099527,Ca3Cr,3658.480776588994,2284.937476085772
1878_Ca2Rh,-0.2601120708243023,Ca2Rh,3506.504644613968,5153.885442870292
1879_Al2Rh,-0.7826644855886933,Al2Rh,2649.59707634806,5591.987209022764
1880_Al4Ta5,-0.155074501972327,Ta5Al4,2225.396585524466,4395.010035704242
1883_Cu4Ge2,0.1403253897507686,Cu2Ge,2945.643161836862,1645.474936414796
1884_Al12K12,0.3064031157240965,KAl,1659.168274058103,4668.432991602373
1885_Sb2Ge2,0.2790129490215403,GeSb,6928.477366255143,2839.506172839506
1886_CrSr2,0.5302048832881928,Sr2Cr,3948.298311755922,3251.701688244077
1887_Fe5Pd,0.2336302647298455,Fe5Pd,2620.762618470355,3221.291602380427
1888_AuGa4,0.091451306531556,Ga4Au,3678.759488515168,1527.473531741739
1889_Ca3As,-0.4199362387130616,Ca3As,3669.655802856798,2459.767488096678
1890_CrNa3,0.8515193684396225,Na3Cr,1959.685441126687,2047.433794028037
1891_Au5Mn,-0.0340198901622936,MnAu5,1126.418341544453,1042.269346471125
1892_Cu2Ge2,0.1863597944661306,CuGe,3573.536193147606,1713.355264124066
1894_Cr2W,0.0611237773090872,Cr2W,5590.951325112339,4227.741093595505
1895_Ag2Al4,0.0460584207708614,Al2Ag,1333.381082158326,1266.618917841674
1896_Cr5Nb,0.0783894885691474,NbCr5,4521.686326224426,5337.393654306445
1897_Cr5Nb,0.0850460954363327,NbCr5,4521.686326224426,5337.393654306445
1898_Cr8Sn,0.3679512322402697,Cr8Sn,2988.98942692323,3544.947134616147
1899_Cr4Rh,0.6346711220946574,Cr4Rh,3133.100303354982,5390.911830844296
1900_CuK,0.5618755958170236,KCu,1638.091058149357,3671.190314513324
1902_Ni2Sb2,-0.0576973778270293,NiSb,5655.739376481684,2782.015190625391
1904_In4Mn4,0.2530961970805325,MnIn,2749.830039925824,1935.274122344215
1906_InV,0.3485211857579378,VIn,3300,2430.25045321686
1907_VBr2,-0.410063217628896,VBr2,3300,6053.994434150496
1908_CuGe3,0.2343947773578127,CuGe3,4464.658608855066,1809.692822578926
1909_KPb,-0.0405393933728852,KPb,2541.256313989987,2657.21590445407
1910_KSn,0.0318888405176593,KSn,2377.017622013544,2987.44590747128
1913_CrSn2,0.2617738281861198,CrSn2,2689.829314955181,2049.146574775902
1914_Ba3Cu,0.0483975189046881,Ba3Cu,2812.914093206065,2193.093767546322
1915_K2Sn4,-0.1488476600167298,KSn2,2472.744516366547,2391.811898163702
1916_Cr5Rh,0.0637703554591707,Cr5Rh,3128.357528259563,5205.94360212298
1917_FePt,0.1044084665960856,FePt,4810.085721459059,7386.341953301532
1918_Ba3Cu,0.0394702967897684,Ba3Cu,2812.914093206065,2193.093767546322
1919_NiSb3,0.438097995862682,NiSb3,6944.788045665129,3136.970621270108
1921_CsYb,0.6736704833459317,CsYb,7979.568567660738,4359.786043938247
1922_Fe2Ir,0.0990216812654504,Fe2Ir,4360.707387457347,6270.144155942443
1923_InV,0.8176152594236008,VIn,3300,2430.25045321686
1925_Cu44Ni2,0.1180290791446753,Cu22Ni,1575.824871659019,1500
1926_BaAs4,-0.2218057127435329,BaAs4,3205.728062343169,3465.792353277955
1927_Cu6Pt6,-0.119603433327993,CuPt,4541.760816610602,7232.662104164249
1928_K2Na2,0.0232163659383157,KNa,1477.833942527775,4719.145691560148
1929_Pb2Sb2,0.0611476891897284,SbPb,4624.708171206225,2392.217898832685
1930_W5P,0.760492533042194,PW5,6837.010012069772,4326.078398068836
1931_Cr2Nb2,0.1344305427950498,NbCr,6562.29030724664,7113.474897048
1932_AgTa3,0.3187596400493717,Ta3Ag,2117.653510039098,4236.383576484484
1933_Ni2Rh2,0.2229648259063426,NiRh,2400.95074904594,5639.172667635732
1934_BaV5,0.4324695998630012,BaV5,3194.91205493394,3014.677534757783
1935_Na7Pt,0.0551020299561471,Na7Pt,3511.066682684207,5212.539425246405
1936_WP3,0.3893691915278054,P3W,5321.273770927628,4568.596196651579
1937_Fe8Pb4,1.127174672553231,Fe2Pb,2594.926150083101,1659.901533444134
1938_Al3Cr,-0.1119193373167286,Al3Cr,2186.683692280826,2212.479630713708
1939_CaCr3,1.0513220301705486,CaCr3,3263.528357499478,3568.532838126695
1940_Al3Cr,-0.1551539401644879,Al3Cr,2186.683692280826,2212.479630713708
1942_Pd4Ta26,0.0798275323361679,Ta13Pd2,2374.675972567258,5065.514569128027
1943_Al4Ga8,0.0662554584094277,AlGa2,4867.724828323574,1754.090344997748
1946_CrP,-0.2154551302781184,CrP,2689.355250464319,4473.313408668801
1947_MnNi,1.5847576502533247,MnNi,1290.08543365791,1645.042716828955
1948_Mo3Nb,0.412866896468083,NbMo3,3888.546493678741,6154.084053750097
1950_Ta10Ge6,-0.4756011476448218,Ta5Ge3,2882.331560222094,4237.079491785309
1951_Ag4Na2,0.0165116819565905,NaAg2,1190.369816032596,1313.328344293365
1952_Ba2V2,1.4341046655489045,BaV,3081.173696077677,2597.636885618147
1953_Mo16Nb8,0.3950892874479035,NbMo2,4390.014122164128,6441.811381569581
1954_AgP3,0.6993426805573235,AgP3,1570.223711813277,3112.284667136405
1956_Sr8W4,1.5620329569499674,Sr2W,5633.530132560989,3665.567561546173
1958_Ba2Fe2,1.432824894896533,BaFe,2826.543184312427,2039.81477646864
1959_Pb5Sb3,0.0442930198409401,Sb3Pb5,4055.514957752912,2217.081525462434
1960_AlRh2,-0.6427034311591117,AlRh2,3014.553928490902,7188.673437147697
1961_AuSr,-0.7420538966163632,SrAu,2054.44419936768,1615.770451204955
1962_K2As2,-0.1601061421490177,KAs,2751.347703339505,5097.304593320991
1963_Mo4P4,-0.5185167056942248,MoP,2302.378555290166,5251.189277645083
1964_SrW4,3.29538982431248,SrW4,6701.893120124425,4161.593234343483
1965_CuFe,1.458478172494921,FeCu,1974.199060230671,1453.225117471166
1967_Ag2In4,-0.0368942050166865,In2Ag,2628.828441246064,1808.236697498876
1968_GaSr,-0.1161170499616095,SrGa,4776.065665456995,2512.559821536388
1970_FePb3,0.4816714178581449,FePb3,2675.26957908022,1767.026105440294
1971_Ca5Cu3,-0.0565900669884098,Ca5Cu3,2778.680299109015,1500
1972_Ga2Pt2,-0.2900444828879625,GaPt,5500,7204.258573225027
1973_Fe3V,-0.0559529631309843,VFe3,2609.850258494621,1866.333907765824
1974_BaAs,-0.8242741931404591,BaAs,3105.896952912763,2900.082733172327
1975_Ta2Ge,-0.1709796290019044,Ta2Ge,2801.500728041347,4315.215962893365
1976_Ag2Na4,0.1008943952187406,Na2Ag,1170.113607784967,1131.022470064704
1977_Fe4W2,0.1000496737824505,Fe2W,5261.516597299767,3203.999593949854
1978_InNb,0.6373364957229786,NbIn,5625.741330892407,5041.35404809007
1979_Fe2Pb2,0.5712586162799171,FePb,2636.309376722614,1715.079168963485
1981_As3Br,0.2125740824372881,As3Br,3300,4760.568853784831
1982_Fe2V4,-0.1378910599604251,V2Fe,2981.347002434571,2691.882227632379
1983_Pb4V4,0.5410168853053765,VPb,2818.403666206324,2115.743109883533
1984_CuNi5,0.1978016568543837,CuNi5,1106.796111065983,1500
1985_In4Br2,-0.3372741578598444,In2Br,3300,3264.875621890547
1986_SrI,-1.1425274083601475,SrI,4614.093222092566,4064.811142523741
1987_Ag3K,0.2102714975918522,KAg3,1253.898521351773,2025.222847680567
1988_PbGe3,0.1050826939614646,Ge3Pb,4032.781332329695,1851.260820474219
1989_Ba8P,-0.1316894719354589,Ba8P,2972.579636393694,2376.777018097655
1990_CrYb,1.563562392238151,YbCr,8021.237081517143,3331.056706012947
1991_AuP,0.216376917775559,PAu,1222.296855838119,1557.130121040317
1992_CaGe3,-0.2835520166753325,CaGe3,5082.520794734843,1837.863084209955
1993_K4Sn2,0.0381415247835024,K2Sn,2242.587196163054,3823.901890540998
1994_Ga2As,0.1121954406985832,Ga2As,4731.098729472178,2633.951212776557
1995_CuSn,0.3544542623870392,CuSn,2251.336581511719,1565.133658151172
1996_AgIn2,0.0771648789217872,In2Ag,2628.828441246064,1808.236697498876
1997_BaTa2,2.6742888561602256,BaTa2,2492.557126201538,4112.295977851652
1998_Cu5Pt5,-0.1249004932685046,CuPt,4541.760816610602,7232.662104164249
1999_Sb3Ge5,0.279852167525032,Ge5Sb3,6603.711838348341,2652.141445200967
2000_AlTa8,-0.0389980449255236,Ta8Al,2287.191420915636,4730.467713542024
2001_FeMo5,0.546571882198973,FeMo5,2400,4893.319889084951
2002_Sr2W2,1.3964235494759736,SrW,6096.235172769469,3880.394901642967
2003_Ba2V2,0.7014600764628796,BaV,3081.173696077677,2597.636885618147
2004_AsBr3,0.5071995218617864,AsBr3,3300,6209.442348178961
2005_Fe26Mo2,0.4051483533428351,Fe13Mo,2400,1855.231316725979
2006_CrEu,0.9504176641676194,EuCr,7868.430688159105,3354.93270497514
2007_W2Sb2,0.9266181348642304,SbW,7358.586387434554,3941.413612565445
2008_Au2P,0.3120691496839557,PAu2,1165.605867544161,1298.871174367844
2009_MoNb,-0.1312283059431038,NbMo,5401.004933216087,7021.88807643546
2010_Cr4Rh8,-0.0874482718645239,CrRh2,3179.831393316941,7213.424339360708
2011_Ba8Bi6,-0.952543718522009,Ba4Bi3,4225.900736000501,4272.101184000806
2012_Au8In,-0.0480099525897463,InAu8,1249.418542794336,1067.917519451971
2013_MoV4,0.5719330538235908,V4Mo,3011.897659706512,4008.216051730696
2014_Cr12W18,0.3721570960262284,Cr2W3,6381.293620469611,4268.27146771639
2015_AlPd,-0.7587414640727959,AlPd,2876.387077592522,6584.193464467283
2016_Ba2Ge2,-0.242087032344104,BaGe,3795.705991893965,2161.616349235832
2017_Mn6Sn2,0.2060444772109209,Mn3Sn,2018.69451431357,1716.261097137286
2018_Au2Mn2,0.0127753186422383,MnAu,1209.045332929074,1174.472532686519
2019_KNa2,0.0142078707647042,KNa2,1375.735495836038,3579.046370169091
2020_AlPd2,-0.0943717988913158,AlPd2,3019.989221935548,7212.452845968023
2021_CuI,0.1611175716966943,CuI,3798.916867991978,3698.916867991978
2022_Cr2As,1.20373859087688,Cr2As,3183.751616700333,4058.124191649834
2023_Mn4Mo5,0.160447881363546,Mn4Mo5,2148.657951141134,4200.378536242463
2024_K2Sn4,-0.1484137375559336,KSn2,2472.744516366547,2391.811898163702
2025_Al2Pb4,0.2598910134384138,AlPb2,2632.757286237798,1751.096208172944
2026_Sr8Bi6,-0.9292699023510173,Sr4Bi3,4905.566157149036,4924.271337679191
2027_Mn2Mo4,0.148827009312118,MnMo2,2221.931836466819,4520.951784542333
2028_Ag3Al4,-0.0070739792168131,Al4Ag3,1300.040289874645,1299.959710125356
2030_Cr8Rh4,0.0901796025136161,Cr2Rh,3149.737382290862,6039.757909343603
2031_CuYb,-0.0475451543672771,YbCu,7378.093378306408,2670.246760163323
2032_SrAs2,0.9507100421627857,SrAs2,3632.08513992905,3631.016511189944
2033_Au2As,0.1483135096731356,AsAu2,1451.553491179607,1479.391124335828
2034_Fe3Ga4,0.078311859130354,Ga4Fe3,4336.632864947685,1712.360139507691
2035_V2Br4,0.0156110111199486,VBr2,3300,6053.994434150496
2036_AgAl2,0.0454910328131704,Al2Ag,1333.381082158326,1266.618917841674
2037_Al4Pd2,-0.2908299967509844,Al2Pd,2661.658143568778,5644.754378113404
2038_Nb10Ge6,-0.5620901117693196,Nb5Ge3,7478.178535366376,6596.697466883747
2040_FePb,0.8426981996656657,FePb,2636.309376722614,1715.079168963485
2042_K5As,-0.0434061296714644,K5As,2143.301600403235,6313.396799193531
2043_BaIr2,1.7508225033464004,BaIr2,4842.002372733877,7310.246453836144
2044_Pd2Ta2,-0.2980566242829212,TaPd,2633.294034114042,5985.045454627705
2045_Ba8Cu4,0.0588067267426094,Ba2Cu,2736.947368421052,2149.684210526316
