file_name,space_group,value per atom
1132_FePt3,I4/mmm,-0.178028004
3340_Ag4Pt8,P-1,0.043271198
994_Ga3Pt5,Cmmm,-0.561520434
1586_Cu6Pt5,P1,-0.117293086
2473_GaPt3,Pm-3m,-0.436749594
3398_Ag6Pt3,P-1,-0.004598645
758_Cu4Pt7,P1,-0.103295861
3919_KPt5,P4/mmm,0.106049536
2041_Pt6Sn2,I4/mmm,-0.324785028
4935_InPt,Pm-3m,-0.39542669
461_Nb2Pt2,Pmma,-0.645740147
1582_Ga2Pt2,P4/nmm,-0.283444501
248_Cu5Pt7,P1,-0.117224633
3734_GaPt2,I4/mmm,-0.462966218
2366_Cu7Pt5,P1,-0.122445357
2054_Pt2As,I4/mmm,-0.034095013
1088_NaPt4,Im-3m,0.927623544
4248_Pt2V,Immm,-0.549997605
1390_Ga2Pt4,Cmcm,-0.379856939
3568_Ag4Pt8,Pnma,0.002323588
509_Pt3As,P4/mmm,-0.004400947
1169_Cu6Pt5,P1,-0.133328817
284_Cu6Pt6,P1,-0.09412774
3444_Pt3Rh,P4/mmm,-0.008700784
1917_FePt,P4/mmm,0.104408467
3682_Al4Pt8,Pnma,-0.862773874
931_Pt2As,I4/mmm,-0.040444153
2195_Ga8Pt16,Fd-3m,-0.3537023
3349_PtW,Pm-3m,0.348622509
1467_GaPt4,Im-3m,0.129965552
1048_Cu7Pt5,P1,-0.127399784
1016_FePt,P4/mmm,0.104678293
3688_Pd4Pt4,Imma,-0.032065832
4773_NaPt,P-6m2,-0.196720857
44_NiPt,P-6m2,-0.043519588
4466_Ag5Pt6,P1,0.037837225
4942_PtW2,Fmmm,-0.063197167
58_Na2Pt4,Cmcm,-0.050740709
3558_Pt3As,P4/mmm,-0.004983123
1217_Pt4Sr2,Cmcm,-0.413395828
4797_Pt3V,Pm-3m,-0.445117845
3560_PdPt3,Immm,0.065648536
1920_FePt3,P4/mmm,0.01891473
2395_Nb2Pt2,Pmma,-0.645732831
3343_Ag6Pt6,P-1,0.02976935
2842_Pt2Rh,Fm-3m,0.489593873
4644_PbPt3,Pm-3m,-0.104670332
3898_Ag5Pt7,Imm2,0.038450822
1927_Cu6Pt6,P-1,-0.119603433
4636_Ag6Pt6,Cmcm,0.026164013
1150_GaPt3,Pm-3m,-0.45030105
4904_Pt2W2,Fd-3m,0.091657064
4204_Ag5Pt5,P1,0.037224392
1282_Ga8Pt16,Fd-3m,-0.359242954
136_Cu6Pt4,P1,-0.119687437
2519_Cu7Pt5,P1,-0.115076184
539_FePt3,P4/mmm,0.16895106
762_Na2Pt4,I4/mcm,0.315262701
2126_Na2Pt2,P4/nmm,0.014953511
1559_Cu6Pt5,P1,-0.114846973
4628_Pt16Rb8,Fd-3m,0.37062173
3517_Al2Pt4,I4/mcm,-0.658248357
1600_PtRh,R-3m,0.01144034
230_Cu7Pt5,P1,-0.11853956
3327_Pt2W2,Fd-3m,0.091684773
2029_GaPt5,Cmmm,-0.27716139
2973_Pt6V2,Pm-3n,-0.252586693
1661_Na2Pt2,P4/nmm,0.020832991
4379_Pt24W5,I-43m,0.032479552
2974_Pt4V2,Cmcm,-0.312741138
1078_Pt24Ge16,Pnma,-0.580542491
2983_FePt3,Cmmm,0.112183426
2825_Pt2Rh2,I4_1/amd,-0.020589037
3635_NbPt2,Immm,-0.692052086
3733_Ag5Pt7,Pmm2,-0.003020413
4471_Cu2Pt6,I4/mmm,-0.114267137
4437_Ga8Pt16,Pmma,-0.546244708
171_Cu5Pt5,P1,-0.113810138
2492_Cu4Pt7,P-1,-0.114093006
2890_Ag6Pt5,P1,0.018535393
4584_Ag4Pt7,P1,0.03267274
3893_NaPt3,P4/mmm,-0.031906032
678_Na4Pt8,Pnma,-0.090720086
345_Cu6Pt4,P-1,-0.11221546
2108_Ga5Pt24,I-43m,-0.067521269
720_GaPt4,Im-3m,0.13205407
1702_NaPt2,P4/mmm,0.327297105
3800_Pt3Bi,I4/mmm,-0.028881488
2467_Cu6Pt5,P1,-0.110742878
3504_Al4Pt6,Fdd2,-0.842891365
