file_name,space_group,value per atom
4929_Ag3Au,Cmmm,-0.031594342
1122_Au4Mn6,Fdd2,0.180485174
1015_Cr8Rh,I4/mmm,0.402051109
4093_CaNb4,Im-3m,2.07245271
1894_Cr2W,I4/mmm,0.061123777
3464_Mo2Nb,I4/mmm,-0.118024104
1029_AlNb3,P4/mmm,-0.16442872
2409_Au2Cu,P4/mmm,0.081119857
373_Mn8W16,Fd-3m,0.250556296
2760_Cu4Nb4,P2_13,0.305104841
4164_Sn2W4,Cmcm,0.550858656
3982_Cu2W2,Cmme,0.219054473
1392_GaNb,R-3m,-0.145218084
4021_CeMo,Fm-3m,1.510998423
60_CuMn3,I4/mmm,0.269064418
4850_Mn3Pd,Pmm2,0.196518618
1278_CrNb3,I4/mmm,0.258668931
299_NbW3,Cmmm,0.471951678
988_W3As,P4/mmm,0.42551882
2138_Mo3Sr,Cmmm,0.715213766
327_Au2Nb3,I4/mmm,-0.180954118
3008_AgNb,Fm-3m,1.215285166
1725_CrNb,Pm-3m,0.04472983
1857_CuMo,P-6m2,0.358854343
4728_Au2Nb3,C2/m,-0.070867778
2009_MoNb,Pm-3m,-0.131228306
55_AgMn,P4/mmm,0.82902034
206_Cr12W18,P4_2/mnm,0.334669812
2556_Au5Cr4,I4/mmm,0.341221131
3727_Cr3Sn,I4/mmm,0.238668989
4818_AgW2,I4/mmm,0.649546849
1039_Nb2P2,P4/nmm,-0.058718274
133_AlNb5,P4/mmm,0.007176199
1010_Cr3W,P4/mmm,0.065614721
3028_Cu5W,Cmmm,0.310126991
4766_Au2Mn2,P4/nmm,0.614968215
2609_Au12Nb12,Pbcm,0.022978526
711_CrNb,Pm-3m,0.03741603
716_CuNb,P4/mmm,0.22359419
4105_CrIr,Fm-3m,0.715165857
2385_Cr4Nb2,I4_1/amd,0.481925579
2650_Au2Cr,P4/mmm,0.335438792
2505_Ag2Mn2,P4/nmm,0.280623182
4809_Mn6W2,Pmmn,0.210474596
3518_Mn23Sm6,Fm-3m,-0.030769168
3520_Mn5Nb4,I4/mmm,0.065500386
1457_Au2Nb4,Cmcm,0.045874805
4587_InMo8,I4/mmm,0.35586721
3482_Nb4Sn,Im-3m,1.286059723
1221_Mo3Pb,Immm,0.507330071
3120_Au3Pb,Imm2,0.042163404
4785_Mo2Nb,Fmmm,-0.074578749
4521_Ir8Mo22,P4_2/mnm,0.0019097
1850_Au5Nb,Cmmm,0.048939849
4189_Ag2Mo2,Pmma,0.514499907
4230_NbPd2,P4/mmm,0.350304651
1433_Cr16W14,P4_2/mnm,0.171112789
996_AuCr2,I4/mmm,0.319015714
1555_FeW,P-6m2,0.301681652
399_Au2Nb2,Pmma,-0.0960918
482_MnMo3,I4/mmm,0.376115694
1964_SrW4,Im-3m,3.295389824
348_MnNb,F-43m,1.804560933
3985_Au3Cu,Pm-3m,-0.015336304
1682_AcNb,Fm-3m,1.50263029
4102_Fe2Mo2,P4/nmm,0.15432801
1538_MoNb,Pm-3m,-0.133368999
2349_Fe4Mo16,I-43m,0.756287092
4210_Mo2W4,Cmcm,-0.002861047
2439_Mo2W,I4/mmm,-0.003304517
196_Au8Mn4,Pnma,-0.032674268
1259_VW3,P4/mmm,-0.078348925
736_Cr2Nb4,Fd-3m,0.7428867
4114_Ag2Nb,Immm,0.313498773
184_W3Sb,Fm-3m,0.614287908
2214_Mn16W4,I-43m,0.47198046
29_Nb2W6,Pmmn,0.370080344
1903_CrNb3,Cmmm,0.072401754
98_Cr3Sn,P4/mmm,0.438685245
4288_AuYb,Pm-3m,-1.027786314
305_Au3Ga,P4/mmm,-0.039059341
3554_Mo4Nb2,I4_1/amd,0.544526025
445_CrW3,P4/mmm,0.046732143
3913_Cu7As,Fm-3m,0.02522781
4240_Fe2Nb2,Imma,0.03242831
4327_Nb3Ni,Fm-3m,0.020712081
3319_Mo18Sr6,Pmmn,0.746455057
2498_Au4Nb2,Cmcm,-0.057649156
1716_Mn6W2,Pm-3n,0.17630667
2643_MnW3,Pm-3m,2.35015678
3743_GaMo3,Immm,-0.007558791
4610_BaNb3,Immm,1.010335867
2834_Sn2W2,P4/nmm,0.380831522
443_Cr3Nb,Immm,0.096922798
4808_Nb5Br3,Cmmm,0.580807699
2352_Au2Mn2,Cmcm,0.12423286
268_FeW2,I4/mmm,0.311124676
2573_Cr4Nb16,I-43m,0.730118506
3104_Mn3Rh,P4/mmm,-0.028385948
760_Cr26Nb2,Fm-3c,0.376102402
3852_Ag4Mo,I4/m,0.494932142
2930_Mn3Nb,P4/mmm,0.06109688
1897_Cr5Nb,Cmmm,0.085046095
2510_Au8Cu4,I4_1/amd,-0.013423669
4292_Au6Mn2,I4/mmm,-0.040519387
920_Cr24P5,I-43m,0.146475289
258_Cr5Nb,F-43m,0.146911293
2562_Nb3W,Pmm2,0.368845167
605_Fe4Mo16,I-43m,0.753637951
3792_Cu2W,Immm,0.772379287
1208_W16Sb4,I23,1.033218432
2470_Fe2W2,I4_1/amd,0.229804139
3774_W4Sb2,Cmcm,0.512361767
3698_InW3,Pmm2,0.570907156
354_CaCr3,Cmmm,0.735279784
3739_Ag2Nb,Immm,0.313498773
4939_Ir4Nb8,Pa-3,0.298080598
4107_Mn3W5,Cmmm,0.155687051
4518_AlMo3,Immm,-0.099696426
2117_Au6Nb2,Pmmn,-0.05292839
1727_MoNb3,Pm-3m,0.368616089
3784_CuW2,Immm,0.532183824
2517_Au2Cu,I4/mmm,-0.035897033
4414_MoW2,I4/mmm,-0.005416803
3044_Mo2W2,Cmcm,0.414786777
2001_FeMo5,F-43m,0.546571882
3923_Ca2Nb6,Cmcm,0.511496691
3627_Cu16Mn8,Fd-3m,0.338236317
4016_Cu17Nb12,I-43m,0.372810028
3997_Mn3Ta,Immm,0.064220945
1413_Nb2Pb2,Cmcm,0.443346149
1916_Cr5Rh,P4/mmm,0.063770355
2808_SnW3,Cmmm,0.416408853
4751_Mn4W2,Cmcm,0.119782246
2960_Cu4Mn8,Pnma,0.361251565
729_CrNb,Pm-3m,0.070481103
1180_Mo3W,P2/m,-0.000432514
3681_Mn6Rh2,Pmmn,-0.009176947
4053_Mo18V6,Pmmn,0.215431573
3276_IrW4,I4/mmm,1.243275384
159_CrMn,P-6m2,0.243313087
2101_Mo4Nb4,P2_13,0.275281459
785_Mn4W16,I-43m,0.915304186
721_AgMn3,P4/mmm,0.519059275
1191_CrNb,Fm-3m,0.953618686
2628_Cr18Ta6,Pmmn,0.297828689
3272_Au7Sb,Fm-3m,0.036361411
1468_Cr3P,Fm-3m,-0.144674334
2484_Cr8Ta4,Pnma,0.155269181
3057_AgNb3,Fm-3m,0.289206883
1123_Au8Mn4,Pnma,-0.037222828
2908_Pd2W2,Cmcm,0.112397817
4118_Mo2Nb2,Cmcm,0.380654788
1034_Cr3W,P4/mmm,0.070083144
2574_Cr6Ta2,Cmcm,0.052600937
1637_MoNb,Pm-3m,-0.129580119
140_CrNb5,F-43m,0.454729311
3332_Nb4Br,I4/mmm,0.819528879
2899_AgAu2,I4/mmm,-0.00220011
3797_Au4Nb2,Cm,0.018543915
4934_Mn3Pb,Pm-3m,0.454647139
168_Fe8Mo16,Fd-3m,0.221736443
190_CrCu,Fm-3m,0.999338122
4747_BaW3,Pmm2,1.139329182
2992_Mn2W,Fmmm,0.200977758
4743_CaW2,I4/mmm,0.644381308
344_Nb3W,Immm,-0.027486534
1709_Mn5W,F-43m,0.051816698
1305_GaW2,I4/mmm,0.138078524
4113_Cu2Mo2,Pmmn,0.255225373
1131_Cu8Ge,I4/mmm,-0.010062973
368_CaW3,P4/mmm,0.774385754
2985_AgMo2,Immm,0.46005796
1896_Cr5Nb,Cmmm,0.078389489
4744_AuW8,I4/mmm,0.400083238
784_AuCr3,P4/mmm,0.285603795
2022_Cr2As,Fmmm,1.203738591
4543_Mo2Nb2,Imma,-0.120615626
492_MoW3,P4/mmm,-0.000247164
312_Nb2W4,Pnnm,0.19484792
1531_AuCu3,P4/mmm,-0.024194533
242_Ag7Ta,Fm-3m,0.331811389
2134_Mn3W,Pm-3m,0.192205876
4899_InW3,P2/m,0.448310689
1949_AlNb5,P4/mmm,0.007543942
3984_Mo3Sn,P4/mmm,0.232087181
2919_Ag8Au4,I4_1/amd,-0.04413765
3163_Mn2W4,Cmcm,0.151803292
3341_EuNb,R-3m,0.648123609
2455_Nb2P,I4/mmm,-0.41513168
2883_Pd2W2,Cmcm,0.202488848
724_Mo2W6,I4/mmm,0.37197288
542_Fe12Mo17,I-43m,0.110906703
2150_MnW,Fm-3m,0.985555084
4767_Sn4W8,Pnma,0.525638158
1276_Mn3W,Fm-3m,0.095850326
4606_MoNb5,Cmmm,-0.038847789
4633_Au5Sb,Amm2,0.059226783
1125_AlMo2,Fmmm,2.233849459
4359_MoPd,P4/mmm,0.024201511
189_CaW2,I4/mmm,0.640637899
1249_AuNb3,Immm,-0.015721061
1898_Cr8Sn,I4/mmm,0.367951232
393_Mn6W2,Pm-3n,0.174650739
4949_AgCu8,I4/mmm,0.815193684
4176_Mo2W2,Cmcm,0.408036859
1899_Cr4Rh,I4/mmm,0.634671122
4029_VW5,F-43m,0.431656784
1161_AuMo,F-43m,2.201538088
1215_Ag3Mn,I4/mmm,0.156057952
3878_Ag2Nb4,Cmcm,0.348534128
1754_Au3Cr,P4/mmm,0.079839222
3487_Cu4Mn,I4/m,0.037439981
2131_Cr3Nb,Pm-3m,2.842053501
1472_SnW4,I4/mmm,0.817732898
2905_AuCu,R-3m,-0.004266021
2023_Mn4Mo5,I4/mmm,0.160447881
2209_Ag2Mn2,P4/nmm,0.280595857
1931_Cr2Nb2,Fd-3m,0.134430543
635_CrNb,Pm-3m,0.040040364
2471_Au2Nb2,Cmcm,-0.06316565
1681_Cr3Nb,Fm-3m,0.078140141
114_CrNb3,Immm,0.072308049
2939_CuW7,Fm-3m,0.385428087
768_Mo8Nb16,Fd-3m,0.217704353
4245_Cu2Mn,Immm,0.495261601
3815_FeMo3,Immm,0.20956706
2448_Au8In,I4/mmm,-0.056373014
4553_InMo2,I4/mmm,0.164090739
1882_AlNb2,I4/mmm,-0.145484162
4556_Au8Cu16,Fd-3m,0.14609254
4803_Mo5W,Cmmm,0.003243992
4434_BaW5,Amm2,0.899881053
2615_AuNb,F-43m,1.177855592
2830_Cu5W,F-43m,0.380362277
4626_AgAu3,Pmm2,-0.02644677
1819_Sn6W10,I4/mcm,0.583591036
2370_Pd2W,Immm,-0.074156439
836_MnW5,F-43m,0.637096752
2987_CuW3,Cmmm,0.205280223
110_Cr4Rh,I4/mmm,0.647804097
2326_Cr3W,P4/mmm,0.056673952
2405_Cu8Sn,I4/mmm,0.016800724
4952_Pd2W,I4/mmm,0.083734189
2384_Cr12Ta4,Pnma,0.273323688
3579_Au21Ga6,P-62m,-0.136627975
1153_AuCu3,P4/mmm,-0.000398996
4430_MoYb,P4/mmm,0.592735338
3225_Mo2W,I4/mmm,-0.003662385
4131_W3Sb,Pmm2,0.533085064
4224_FeMo2,I4/mmm,0.163734031
4317_Ag4Nb2,Cm,0.267331344
3920_Ag3Mo,P4/mmm,0.312942428
3996_Mo12W4,Pnma,0.240063251
2907_Au5Sb,Amm2,0.05293739
4991_Cu2W,Immm,0.454250831
3810_AgMo3,P4/mmm,0.402549428
3335_FeMo3,P4/mmm,0.110195514
156_Cr10Nb6,I4/mcm,0.396205541
3825_Ag2Nb4,Cmcm,0.247116687
4410_CeCu5,P6/mmm,-0.15029469
928_CaMo3,Pmmm,0.767038859
4963_Cu8In,I4/mmm,0.024576403
1163_Mo3W,P4/mmm,-0.004197
2884_W2P,I4/mmm,0.014516978
164_Mo3P,Fm-3m,0.075600315
1534_Cu8Sn,I4/mmm,0.001289028
3115_RhW3,Imm2,0.125999102
84_AcMn,P4/mmm,0.348514806
1852_MnW,Pm-3m,0.147210544
4082_Mo3W,Cmmm,0.436638884
4104_CaW3,Pm-3m,1.197441125
1397_Cr20W10,P4_2/mnm,0.188486999
1159_SnW3,P4/mmm,0.510863404
1948_Mo3Nb,Pm-3m,0.412866896
1204_PdW2,Fmmm,0.076177425
3453_Nb3Bi,Fm-3m,0.257761734
4591_Mo2Sn,I4/mmm,0.10883565
1860_Nb2W4,Pnnm,0.106104953
3113_Ag4W,I4/mmm,1.033015939
4765_Mo3W,Pmm2,0.453017767
257_AcMn,P4/mmm,0.412293472
4255_Au2Mn,I4/mmm,-0.097104146
975_GaW4,I4/mmm,0.957071097
4361_EuNb,P-6m2,0.651702711
360_Au3Cr,P4/mmm,0.072720512
3570_GaNb5,Cmmm,-0.099478557
2096_CrNb3,Pm-3m,1.750301579
4448_Al2Nb6,P6_3/mmc,-0.068886984
2379_Sn2W4,I4_1/amd,0.897780868
3242_K2Nb6,Cmcm,1.040614219
3393_Ag2Cu,I4/mmm,0.07615814
4130_Au3Na,P4/mmm,-0.115377967
757_W5P,F-43m,0.759637154
2027_Mn2Mo4,I4/mcm,0.148827009
4436_FeMn3,Cmmm,0.100148581
95_Cr2W2,P4/nmm,0.086410214
2050_Mo2Nb6,Pm-3n,0.05416714
3748_Au4Nb2,C2/m,-0.076839858
747_Mo3Ta,P4/mmm,-0.128523383
3749_MnNb,Fm-3m,0.619316244
293_Mo4Pb2,Cmcm,0.590254779
4737_Fe2Nb4,Pnnm,0.500659981
307_NbW3,Pmm2,0.462784322
3320_Mo12Ta4,Pnma,0.174714346
4463_Mo6W2,Cmcm,0.450807593
4061_Mn5V,Amm2,0.133901787
1176_Mo2W2,P4/nmm,-0.000265388
1055_SrW3,Pm-3m,1.699432543
3561_Ag3Mn,P4/mmm,0.235003531
4315_Mo3V,Pm-3m,0.379223458
3181_Mn3Rh,Pmmm,0.053813999
4234_CaW3,Fm-3m,0.877911644
3804_InNb2,I4/mmm,0.028679432
3312_CrMo,Fm-3m,1.031888402
3197_Cu4W8,Pa-3,1.266041054
2779_Nb3Br,Pmm2,0.409336909
1612_SnW3,I4/mmm,0.507053812
4605_Cu6Ir2,I4/mmm,0.114735288
4724_Cu3W,Cmmm,0.195434236
1578_Fe12W12,Pbcm,0.160900091
701_Fe2W4,Cmcm,0.173636943
376_Mo3Sr,Cmmm,0.704188306
974_AgMn8,I4/mmm,0.305837208
693_Mo7P,Fm-3m,0.291910196
2153_Cr4Nb4,P2_13,0.395471338
4261_Mo4W16,I-43m,0.998955427
471_Mo3W3,Cm,-0.002543522
4135_Sm3W,I4/mmm,0.061184542
2775_Au5Sb,F-43m,0.147449638
4827_Mo2Pd,Fm-3m,1.035169675
363_Nb8P,I4/mmm,-0.147451398
3091_Mo4W4,Pnma,0.380614294
4595_MnW3,Pmmm,0.383657205
4413_MoW3,Pmm2,0.483875211
377_Au3Nb,Pmmm,-0.038156166
2097_Nb2Pb,Fmmm,0.249837353
4779_MoW,P-6m2,0.472399089
1046_Mo2W,I4/mmm,-0.002938368
4990_Au2Nb4,C2/m,0.051923667
3039_Mo6W18,Pmmn,0.380616389
741_Cr6Ge2,Pm-3n,-0.222447713
4498_Mo6V2,Cmcm,-0.099975363
3387_MoNb2,Immm,0.454634563
1044_Fe2Mo4,Fd-3m,0.711675356
2305_PdW,P4/mmm,0.240734138
11_Mo3W3,C2/m,-0.000666376
2401_Mo4P,Im-3m,0.710372171
4511_Nb8Ni,I4/mmm,-0.021468613
2348_Nb24As8,P4_2/n,-0.54540442
4290_Mo2W2,Fd-3m,-0.011925178
151_Ir2Mo4,Pnnm,0.255877888
3085_Au2Nb4,C2/m,0.05285664
71_Au6Mn2,Cmcm,0.002862538
2281_Pd2W2,Cmme,-0.001538651
2870_Al2Mo6,P6_3/mmc,0.002247462
4817_AgNb3,Pmm2,0.286936995
1157_Cr4Nb2,Fd-3m,-0.047242149
4214_Nb2W,I4/mmm,-0.036778333
121_Fe12W12,Pbcm,0.159138811
221_Mo7Nb,Fm-3m,0.417827848
3062_CaW3,P4/mmm,0.985380491
1715_Cr3Ta,Cmmm,0.130155452
1847_Mn16W4,I-43m,0.467905705
4017_Cu8In,I4/mmm,0.015942875
1252_Cr16Nb4,I23,0.550336017
105_Cr3W,P4/mmm,0.070315005
2920_Fe2Mo6,I4/mmm,0.279591567
4028_Au5Ni,Amm2,0.082531376
316_MnW,F-43m,1.989680457
1311_FeW,P4/mmm,0.173409591
1891_Au5Mn,Cmmm,-0.03401989
3630_Cu5V,F-43m,0.196622687
4168_Fe3Mo4,I4/mmm,0.22610689
2956_Cu3Mo,Pmmm,0.229206524
2872_IrMn3,Pm-3m,-0.041091013
255_Mo2Pb2,Cmcm,0.594608018
4947_Pd2W4,I4/mcm,0.423058271
3381_Mo4Ta2,Pnnm,1.411743812
4720_Cr6Pt2,Pm-3n,-0.026000717
1230_Mo5W,P4/mmm,0.429628525
2012_Au8In,I4/mmm,-0.048009953
4627_Cu2Mn2,Cmcm,0.318271641
3060_Mo3V,Immm,-0.101300567
3330_KNb,P-6m2,1.229565129
3983_AuCu,Pm-3m,-0.06598807
1691_AuNb3,Pmm2,0.103224478
2426_Sn2W2,P4/nmm,0.304823827
4298_MoW5,F-43m,0.440501975
87_AuMn3,Pmmm,0.296005988
4613_In3Mo5,Cmmm,0.384398429
1411_Mo2W4,I4/mcm,0.671937594
1423_SnW3,P4/mmm,0.519327104
490_Cu5Ge,P4/mmm,0.065516674
3524_AgAu5,P4/mmm,-0.014719768
1165_Nb10Ge6,I4/mcm,-0.61443826
3182_SnW3,Immm,0.381326683
3597_Au26Ta2,Fm-3c,0.434438884
4985_Cu5Mn,F-43m,0.133114296
1446_GaNb,R-3m,-0.13900467
814_Ag8Mn,I4/mmm,0.116614453
2762_Nb3Pb,Pm-3m,0.176430831
1281_Mn8W16,Fd-3m,0.251134658
2432_Mo26Nb2,Fm-3c,0.574245839
3191_Au24Br5,I-43m,0.199401681
3070_Au3Mn,P4/mmm,-0.038112614
2836_CaW4,Im-3m,2.831124458
2400_CrW3,P4/mmm,0.04771186
830_Mn4W16,I-43m,0.911448034
1096_Ga2W6,I4/mmm,0.277285361
81_Mo2As,Fmmm,0.430459223
2450_CePt,P-6m2,-0.656573059
378_CaW3,P4/mmm,0.77289799
1930_W5P,F-43m,0.760492533
3584_Cu4V,I4/mmm,0.040239025
2173_Au3P,Pmm2,0.258471075
4602_Mo8W,I4/mmm,0.425854114
4260_MoW,Pm-3m,-0.011563264
616_Mo2Nb2,Fd-3m,-0.086073826
979_AuNb3,Imm2,0.040060796
4301_RhW4,I4/mmm,1.143070507
3026_Al4Mo12,Pnma,0.092877693
3450_KW5,F-43m,1.180957111
4283_Cu2Mn2,Cmcm,0.247152542
15_CuNb,P4/mmm,0.211933383
1656_Au3P,Pmm2,0.25893858
4860_KMo3,Pmmm,0.884637343
1690_Nb3P,P4/mmm,-0.137405135
4246_AuW4,I4/m,0.420597491
669_Cr8Nb,I4/mmm,0.275691701
774_W5Sb,F-43m,0.643993076
1925_Cu44Ni2,Fd-3m,0.118029079
1214_GaW3,P4/mmm,0.205735706
2877_W5Sb,Cmmm,0.322184924
3077_Au3Mn,I4/mmm,-0.055707076
1836_Mo2W2,I4_1/amd,0.45296273
530_AuNb,F-43m,1.243237284
827_Nb3V,I4/mmm,0.342050969
981_AlMo3,Fm-3m,-0.007385288
2970_Mo2W4,I4_1/amd,0.728597833
26_PtSm,Pm-3m,-1.289351259
1287_Nb3Sn,Pm-3m,-0.16267904
2365_PdW3,Cmmm,0.076989115
397_AuNb3,Pmm2,0.095872618
4950_CuMn2,I4/mmm,0.291305059
3816_Mo2Na,I4/mmm,0.776598092
290_W24P5,I-43m,0.431648084
1227_Mn2W6,Pm-3n,0.110567257
2598_Mo2Nb2,Fd-3m,-0.088801847
2757_Mn12Rh4,Pnma,0.058969952
1587_Nb4W4,Pnma,0.312060826
1510_CrNb4,I4/m,0.065073222
36_Nb6Pt2,Pm-3n,-0.419348582
1551_Cr16Nb4,I23,0.552869539
1859_Ag2Mn,I4/mmm,0.228074625
1444_Au5Nb3,Cmmm,0.011243187
4358_Cu4Ir,I4/mmm,0.457289993
4237_Mo3P,P4/mmm,0.03488392
1112_Cr3Ta,Immm,0.054785266
1138_Au2Mn6,Cmcm,0.328596993
2941_Au3As,Imm2,0.133491173
3452_Ag2Au2,Cmme,0.006223132
2780_Nb6Rh2,I4/mmm,-0.074212044
4758_Mo4Nb12,Pnma,0.18467684
34_Nb4W8,Pnma,0.125388663
947_Au12Nb12,Pbcm,0.024690753
4428_FeMn5,F-43m,0.174840607
4372_Au4Fe,I4/m,0.094081817
807_Mo2Ta,I4/mmm,-0.166548489
2625_FeW2,I4/mmm,0.202433328
314_Mo3Ta,P4/mmm,-0.125914095
4279_Fe4W2,Fd-3m,-0.01173641
3299_KNb3,Immm,1.128497467
2863_Au3As,Pmm2,0.13711214
1823_Mo2W4,I4/mcm,0.672092141
1398_Ga2Nb6,Pm-3n,-0.199413675
4551_NbPd3,I4/mmm,-0.439064287
2372_Cr3W,P4/mmm,0.072251107
4171_CaNb3,Fm-3m,0.649534013
3700_MoNb2,I4/mmm,-0.099443061
819_Au3Nb,Pmmm,-0.037035523
2561_Ag2Mn2,P4/nmm,0.286486838
3280_Cu2Mn,I4/mmm,0.152270837
2640_Fe2W4,I4/mcm,0.060005833
4284_MoW5,Cmmm,0.001221693
3427_Mo3Nb13,Amm2,-0.039724549
699_NbW3,Immm,-0.067689059
5_MoSm,R-3m,0.511412619
2906_BaW3,Imm2,1.471400624
3032_Ag2Nb4,C2/m,0.209908334
1628_Nb2W2,Cmcm,0.333740593
3462_Mo2W,I4/mmm,-0.005697381
1939_CaCr3,Imm2,1.05132203
4890_Ga4Nb6,Fdd2,-0.146915767
4324_CaNb3,Pm-3m,0.750442256
1501_Au2Nb2,Pmmn,-0.082384214
683_Cr3Na,Cmmm,0.561018258
3252_Mn3Nb,P4/mmm,0.058738742
220_Cr8Rh,I4/mmm,0.215390972
3127_PtW3,Fm-3m,0.267051153
4858_TaW3,I4/mmm,0.275062911
2033_Au2As,Fmmm,0.14831351
3993_Ag4Nb2,Fd-3m,0.554382898
3265_CuMn,P4/mmm,0.328441755
1240_VW3,P4/mmm,-0.078232893
3671_GaMo2,P4/mmm,0.906165513
2403_Mo4W2,C2/m,-0.000931623
3772_Mo10Ge6,P6_3/mcm,-0.145053284
1292_CrNb2,Fm-3m,0.600548009
4443_Nb4V,I4/mmm,0.85606055
2902_Cu5Mn,Amm2,0.190098263
4795_FeW7,Fm-3m,0.413057315
2446_AuCr2,I4/mmm,0.427669766
837_Mn2W2,Fd-3m,0.151687814
1231_AgMn4,I4/m,0.48371435
4615_Nb2As2,P4/nmm,-0.108617803
396_Au2Nb2,Cmme,-0.108212853
2826_BaW3,Immm,1.455362335
4217_Mo3Nb,Immm,-0.092143677
562_Mo2W4,C2/m,-0.000586474
766_Au3Ga,P4/mmm,-0.040715159
403_Ag3Mn,P4/mmm,0.227796219
4103_AgMo,Pm-3m,0.962714816
355_Cr3Sr,P4/mmm,0.673075597
3317_Fe2Nb6,Pm-3n,-0.025857412
824_Nb2W,Immm,0.4045436
1561_CrMn,P-6m2,0.239712854
2856_Au2W4,I4/mcm,0.695349215
4933_FeNb,P-6m2,0.321659018
404_Au3P,Cmmm,0.236316228
2488_AgMn3,P4/mmm,0.302948906
4891_Nb4Sr2,Cm,0.664300873
3850_AgW,Pm-3m,1.187984959
4573_Mn6Pd2,Cmcm,0.180006562
4948_SmW,P-6m2,0.62815545
2381_IrMn3,P4/mmm,0.03211107
2820_Cu7In,Fm-3m,0.043274477
4307_Au3Nb,C2/m,-0.006600692
1030_CrNb2,Fmmm,0.10226908
2804_W8Br,I4/mmm,0.74708705
382_AuNb2,Immm,0.051961677
83_IrMn2,I4/mmm,-0.000429589
2486_Nb6Pt2,Cmcm,0.661139895
1279_MnW3,Pm-3m,0.405907
2861_Nb5W4,I4/mmm,-0.049631871
1250_Ag2Mn,I4/mmm,0.2204606
4344_FeNb,P-6m2,0.309198478
77_Au4Mn,Immm,-0.047531758
4421_Ir2Mn44,Fd-3m,0.106590381
2174_Au3Cr,P4/mmm,0.082044615
2947_PtSm,Pm-3m,-1.431870928
1631_Mn16W8,Fd-3m,0.493441663
2578_Mo2Ta,I4/mmm,-0.171037289
1584_SnW2,I4/mmm,0.433325714
4940_IrW4,I4/mmm,1.239746096
1065_Cr3Rh,P4/mmm,0.096199914
191_Mo4Nb,Im-3m,1.585571365
4228_Mo3Nb,Immm,-0.091028344
3135_Nb3W,P4/mmm,-0.020597072
