file_name,formula,space_group,value_per_atom,most_distinct_OFM
3757_Cr2Bi2,Cr2Bi2,P6_3mc,0.7851509186435619,False
3758_Eu3Pd,Eu3Pd,Pm-3m,-0.3023895575627371,False
3759_NiRh5,NiRh5,Pmmm,0.0241607385453797,False
3772_Mo10Ge6,Mo10Ge6,P6_3/mcm,-0.1450532842163383,False
3773_Ge2P2,Ge2P2,C2/m,0.4919381840765435,False
3774_W4Sb2,W4Sb2,Cmcm,0.5123617666159177,False
3775_Cu2I2,Cu2I2,P6_3mc,-0.2441904427747188,False
3776_Cu4K2,Cu4K2,Fd-3m,0.3419753359349879,False
3777_Eu3Fe,Eu3Fe,Fm-3m,0.4686251092821969,False
3778_InMo,InMo,R-3m,0.4716348834971979,False
3779_CaIr3,CaIr3,Pm-3m,0.0305344814990053,False
3780_AgBa,AgBa,P4/mmm,-0.2376321169705488,False
3781_Nb6V10,Nb6V10,I4/mcm,0.2635492415701748,False
3782_Ga6Sb2,Ga6Sb2,Cmcm,0.2322455614496541,False
3783_GaSb3,GaSb3,Immm,0.1770898010176713,False
3784_CuW2,CuW2,Immm,0.532183823929414,False
3785_Sb2Br,Sb2Br,I4/mmm,0.0393010609795823,False
3786_Ir2W2,Ir2W2,P4/nmm,-0.1020307345904214,False
3787_AuBr3,AuBr3,Fm-3m,0.4834805601449372,False
3788_Cu12Pb12,Cu12Pb12,Pbcm,0.2586636069044156,False
3789_Mn4Rh2,Mn4Rh2,Cmcm,0.0155560353019161,False
3790_MnPd3,MnPd3,Cmmm,-0.1677646712931579,False
3791_Fe3Na,Fe3Na,Pmmm,0.7118915968889912,False
3792_Cu2W,Cu2W,Immm,0.7723792866705873,False
3793_NiPt3,NiPt3,Pm-3m,-0.0873784347052497,False
3794_Ag2Sn,Ag2Sn,I4/mmm,0.032167906632529,False
3795_Ca3Ga,Ca3Ga,P4/mmm,-0.0297621651322841,False
3796_Cu3V,Cu3V,Pm-3m,0.2278824626723592,False
3797_Au4Nb2,Au4Nb2,Cm,0.0185439151225352,False
3798_Ga4Sr,Ga4Sr,I4/mmm,-0.4463342416331709,False
3799_Ga2Ta6,Ga2Ta6,Pmmn,-0.0167889698066012,False
3800_Pt3Bi,Pt3Bi,I4/mmm,-0.0288814877431011,False
3801_Na4P2,Na4P2,I4/mcm,-0.2358167291925571,False
3802_NaBr5,NaBr5,Cmmm,-0.4678710658109493,False
3803_K2Nb,K2Nb,Immm,1.3750683807518378,False
3804_InNb2,InNb2,I4/mmm,0.0286794322683559,False
3805_FeSn,FeSn,R-3m,0.2022509167831438,False
3806_Ag4Pd6,Ag4Pd6,Fdd2,0.0226663836828961,False
3807_Pd6Sr2,Pd6Sr2,Cmcm,-0.375023231360875,False
3808_In3W,In3W,C2/m,0.5152056352826531,False
3809_Ni2Sr2,Ni2Sr2,Fd-3m,0.4626434563326298,False
3810_AgMo3,AgMo3,P4/mmm,0.4025494275119783,False
3811_Ag2Sn2,Ag2Sn2,P4/nmm,0.0142127378141592,False
3812_AgSn,AgSn,P4/mmm,0.0299293164035243,False
3813_Cu24As8,Cu24As8,I-43d,0.0163710169351274,False
3814_W2Sb6,W2Sb6,Pmmn,0.6963800044215294,False
3815_FeMo3,FeMo3,Immm,0.2095670596886858,False
3816_Mo2Na,Mo2Na,I4/mmm,0.7765980918076991,False
3817_Na2Rh4,Na2Rh4,Cmcm,0.2454819018463692,False
3818_FeP5,FeP5,Amm2,0.1148882220658234,False
3819_P2As4,P2As4,Cmcm,0.3096385535205896,False
3820_Al3Fe,Al3Fe,I4/mmm,-0.1803985331203383,False
3821_InK2,InK2,Fm-3m,0.1273937393592102,False
3822_Mn6Ta10,Mn6Ta10,I4/mcm,0.0135820767479337,False
3823_Ga2Pd2,Ga2Pd2,Imma,-0.5766066931495129,False
3824_MoSr2,MoSr2,I4/mmm,0.954402009198068,False
3825_Ag2Nb4,Ag2Nb4,Cmcm,0.2471166870868621,False
3826_CsSm,CsSm,P-6m2,0.323942724359175,False
3827_Al2Pt2,Al2Pt2,P4/nmm,-0.8915417961538017,False
3828_Th6Bi8,Th6Bi8,I-43d,-0.6813683766328101,False
3829_Ir6W4,Ir6W4,Fdd2,-0.1336017606123633,False
3830_Mn6Br2,Mn6Br2,Pmmn,0.6461421765977988,False
3831_Na4P2,Na4P2,P4_2/mnm,-0.1461563225130477,False
3832_CuPb3,CuPb3,Immm,0.1775907872946192,False
3833_Ir3Na,Ir3Na,Cmmm,0.3140965208008399,False
3834_Ni5P,Ni5P,P4/mmm,-0.0728238679233352,False
3835_Fe2Br2,Fe2Br2,Pmma,0.555203703580994,False
3836_Ac4Br6,Ac4Br6,R-3c,-1.462273354981305,False
3837_In2W4,In2W4,I4_1/amd,1.250886245647976,False
3838_CrI2,CrI2,C2/m,-0.4092368593035083,False
3839_GaP,GaP,R-3m,0.3834919186626027,False
3840_Al2In,Al2In,I4/mmm,0.1387528894089046,False
3841_InTa4,InTa4,Im-3m,1.5870665708125742,False
3842_MnP,MnP,Pm-3m,-0.3775156260053043,False
3843_Ir4Ta6,Ir4Ta6,Fdd2,-0.344838574125113,False
3844_Al8Fe,Al8Fe,I4/mmm,-0.0512620528078302,False
3845_P2Br4,P2Br4,Cmcm,-0.0074376607961076,False
3846_CsP,CsP,P-6m2,0.6036632273622891,False
3847_W4Sb2,W4Sb2,Pnnm,0.6877308191738637,False
3848_AlBr3,AlBr3,Fm-3m,0.0587533733797673,False
3849_SnSb,SnSb,F-43m,-0.06644948616947,False
3850_AgW,AgW,Pm-3m,1.187984958539951,False
3851_P12Br12,P12Br12,Pbcm,0.0127132869675463,False
3852_Ag4Mo,Ag4Mo,I4/m,0.4949321417975973,False
3853_Sn2P4,Sn2P4,Pnnm,-0.056001519449877,False
3854_AlPa,AlPa,P4/mmm,-0.4550955889522443,False
3855_CuSr3,CuSr3,P4/mmm,0.0230810902990548,False
3856_Al2K,Al2K,I4/mmm,0.2835629885431574,False
3857_FeTh,FeTh,Fm-3m,0.1559447648618688,False
3858_PI3,PI3,Pm-3m,0.8190091040477483,False
3859_Ir3W,Ir3W,Pmm2,-0.2315256492044497,False
3860_IrP,IrP,Pm-3m,0.1479387852015214,False
3861_FeRb,FeRb,Amm2,1.4476931142635006,False
3862_InP,InP,R-3m,0.0171562093145318,False
3863_BaBr2,BaBr2,Fmmm,-11.34664136590266,False
3864_AlSr3,AlSr3,Pm-3m,0.0458020447738753,False
3865_CrU,CrU,R-3m,0.4567240370276604,False
3866_FeAs,FeAs,Pm-3m,0.1233376778550159,False
3867_AuTa3,AuTa3,Pm-3m,0.0237207956110818,False
3868_Au16Yb20,Au16Yb20,Pnma,-0.9813941101488048,False
3869_NiPt,NiPt,P4/mmm,-0.1186682531105658,False
3870_FeGe,FeGe,P-6m2,-0.1988810521886597,False
3871_Pb2V4,Pb2V4,Cmcm,0.4576023331878953,False
3872_P3Br,P3Br,Pmmm,0.8758684315881653,False
3873_Cu2Ga2,Cu2Ga2,P4/nmm,-0.0164941734962384,False
3874_Sn3As,Sn3As,Pm-3m,-0.1805342987981388,False
3875_In4K,In4K,Im-3m,0.5600406304992827,False
3876_Fe10Pb6,Fe10Pb6,Cmcm,0.8850088092175019,False
3877_Cu4Pd6,Cu4Pd6,Fdd2,-0.0477099033245785,False
3878_Ag2Nb4,Ag2Nb4,Cmcm,0.3485341284425303,False
3879_Cu2Ge2,Cu2Ge2,Pmmn,0.1737348240279024,False
3880_V2Ge2,V2Ge2,P4/nmm,-0.2034460607797328,False
3881_VBr3,VBr3,P4/mmm,-0.044573140622091,False
3882_KPd3,KPd3,P4/mmm,0.2268438239013788,False
3883_Pt2As,Pt2As,P4/mmm,-0.1144511097708177,False
3884_As18Br6,As18Br6,Pmmn,0.0226532074799372,False
3885_BaGe8,BaGe8,I4/mmm,0.0751645538209276,False
3886_Pb6V2,Pb6V2,Pmmn,0.613132292092458,False
3887_SmSb,SmSb,R-3m,-1.5775718023941758,False
3888_FeP5,FeP5,Cmmm,-0.1254662331799127,False
3889_CuAs7,CuAs7,Fm-3m,0.5110070369431146,False
3890_IrNi,IrNi,Pm-3m,0.1231103774781239,False
3891_KP2,KP2,Fmmm,-0.2278657130216874,False
3892_BaIn3,BaIn3,C2/m,-0.1502425738916377,False
3893_NaPt3,NaPt3,P4/mmm,-0.0319060318697372,False
3894_CaI3,CaI3,Pm-3m,-0.787452079627013,False
3895_Ni2Sn2,Ni2Sn2,Pmmn,-0.1151318649780357,False
3896_K2P2,K2P2,Cmcm,0.1540928379601198,False
3897_BaPb3,BaPb3,Pmmm,-0.2594454125591254,False
3898_Ag5Pt7,Ag5Pt7,Imm2,0.0384508224427128,False
3899_Cu4Pd8,Cu4Pd8,I4_1/amd,-0.0814270191338154,False
3900_Eu2Ga4,Eu2Ga4,Imma,-0.7244935671849531,False
3901_Ir8Sn,Ir8Sn,I4/mmm,0.0672942381637192,False
3902_Ga4P3,Ga4P3,I4/mmm,0.0203795103231487,False
3903_AlGa2,AlGa2,I4/mmm,0.0353028648597616,False
3904_NaPt5,NaPt5,Cmmm,-0.0501648287347424,False
3905_AlCe3,AlCe3,Pm-3m,-0.1653339908128144,False
3906_Al2Fe,Al2Fe,I4/mmm,-0.36144122023592,False
3907_Nb4Sr16,Nb4Sr16,I-43m,0.909109010293352,False
3908_Al2Fe4,Al2Fe4,Fd-3m,-0.1664737846228483,False
3909_Ba2Ge,Ba2Ge,I4/mmm,-0.2536671172700515,False
3910_Nb2V4,Nb2V4,I4/mcm,0.6313650377418986,False
3911_Fe4Ir,Fe4Ir,I4/m,0.0552875162944161,False
3912_P4Br2,P4Br2,Cmcm,0.1837938368234185,False
3913_Cu7As,Cu7As,Fm-3m,0.0252278097608709,False
3914_SbGe,SbGe,Pm-3m,-0.0133631114332759,False
3915_Cu8Ir16,Cu8Ir16,Fd-3m,0.4563536858166645,False
3916_CeIn,CeIn,P-6m2,-0.2702256979151656,False
3917_NbV2,NbV2,I4/mmm,0.0458614302778042,False
3918_Ga3V,Ga3V,P4/mmm,-0.0526355528457882,False
3919_KPt5,KPt5,P4/mmm,0.1060495356641274,False
3920_Ag3Mo,Ag3Mo,P4/mmm,0.3129424275328398,False
3921_Sb3Ge,Sb3Ge,P4/mmm,0.2677004968112384,False
3922_Cu2Ir2,Cu2Ir2,Fd-3m,0.2529828817891149,False
3923_Ca2Nb6,Ca2Nb6,Cmcm,0.5114966910788024,False
3924_Al2Fe4,Al2Fe4,I4/mcm,0.0479176586642762,False
3925_Na2Sn,Na2Sn,I4/mmm,-0.1466331125119874,False
3926_InW,InW,P4/mmm,0.9132617318997428,False
3927_CuIr3,CuIr3,Pm-3m,0.2111150939396555,False
3979_Ni3V,Ni3V,I4/mmm,-0.2523763540864658,False
3980_SrI,SrI,P-6m2,-1.1805649649666825,False
3981_CsBr,CsBr,Fm-3m,-1.9532013368567016,False
3982_Cu2W2,Cu2W2,Cmme,0.2190544733619734,False
3983_AuCu,AuCu,Pm-3m,-0.0659880698796522,False
3984_Mo3Sn,Mo3Sn,P4/mmm,0.2320871808682163,False
3985_Au3Cu,Au3Cu,Pm-3m,-0.0153363036812166,False
3987_Cs8Sb8,Cs8Sb8,P2_12_12_1,-0.6076108534631741,False
3988_Ag4Ba2,Ag4Ba2,Imma,-0.2866839690043905,False
3989_K3V,K3V,Imm2,0.8662796318159853,False
3990_TaV3,TaV3,Fm-3m,0.0534170211823017,False
3991_CeAs,CeAs,Fm-3m,-1.7374966219490622,False
3992_CaTa,CaTa,Fm-3m,2.085022014389096,False
3993_Ag4Nb2,Ag4Nb2,Fd-3m,0.5543828981923381,False
3994_BaNi3,BaNi3,P4mm,0.3882233707854299,False
3995_CrSn,CrSn,Pm-3m,0.2876573438924481,False
3996_Mo12W4,Mo12W4,Pnma,0.2400632513012386,False
3997_Mn3Ta,Mn3Ta,Immm,0.0642209454664826,False
3998_AgSr2,AgSr2,I4/mmm,-0.1903265589472257,False
3999_GaAs3,GaAs3,Imm2,0.3380044080014444,False
4000_MnTa2,MnTa2,Fmmm,0.0306398640400852,False
4001_KSr5,KSr5,F-43m,0.1226925396156953,False
4002_NiAs,NiAs,Fm-3m,-0.3012501129468337,False
4003_Na4P20,Na4P20,Pnma,-0.278409981598901,False
4004_Na12P4,Na12P4,Pnma,-0.3687060882754256,False
4005_Mn2Sb2,Mn2Sb2,Cmcm,0.1044043826542004,False
4006_Ga3As,Ga3As,Imm2,0.0935757977451485,False
4007_Ni4Ge2,Ni4Ge2,Pnnm,-0.1756610055196823,False
4008_V8As4,V8As4,Pa-3,0.1239380017364091,False
4009_Ag2Ba2,Ag2Ba2,Cmcm,-0.2761736007103255,False
4010_Fe3Ta,Fe3Ta,P4/mmm,-0.1127685116032299,False
4011_SrBr,SrBr,Fm-3m,-1.3925750242942536,False
4012_Na2Pd4,Na2Pd4,Cmcm,-0.009570242687688,False
4013_MoRh2,MoRh2,Immm,-0.1614324447944059,False
4014_Ta2P6,Ta2P6,I4/mmm,-0.1821465687261643,False
4015_Ta5Sb4,Ta5Sb4,I4/m,0.0942704375860425,False
4016_Cu17Nb12,Cu17Nb12,I-43m,0.3728100275968739,False
4017_Cu8In,Cu8In,I4/mmm,0.0159428749984079,False
4018_Na3Pd,Na3Pd,Immm,-0.0141660341409721,False
4019_Mo4W4,Mo4W4,Pnma,0.4015146948815431,False
4020_Pt2V4,Pt2V4,Cmcm,-0.1754896770449102,False
4021_CeMo,CeMo,Fm-3m,1.5109984231473377,False
4022_KP,KP,F-43m,0.712586257773205,False
4023_Pb2P2,Pb2P2,P4/nmm,0.3564752675865845,False
4024_AuRh2,AuRh2,Immm,0.1829427448860971,False
4025_Fe3W,Fe3W,Immm,0.0411978976634284,False
4026_BaIn5,BaIn5,P4/mmm,-0.1550668724833904,False
4027_Na2Sr2,Na2Sr2,Fd-3m,0.1054436255100468,False
4028_Au5Ni,Au5Ni,Amm2,0.0825313759901096,False
4029_VW5,VW5,F-43m,0.4316567842693999,False
4031_Mn4P2,Mn4P2,Pnnm,-0.0374880990532998,False
4032_K3P,K3P,Pm-3m,-0.030217587200664,False
4033_Ni3Yb,Ni3Yb,I4/mmm,-0.0804497372718122,False
4034_Au2Na4,Au2Na4,Fd-3m,0.066824322316533,False
4035_Al3In,Al3In,Fm-3m,0.2005794903275313,False
4036_Na6Pd2,Na6Pd2,I4/mmm,-0.0136777169854349,False
4037_Ca8Br16,Ca8Br16,Fd-3m,-1.8897337814623807,False
4038_Ga2K2,Ga2K2,Fd-3m,0.085636318940012,False
4039_NaBr,NaBr,Pm-3m,-1.5671150316488234,False
4040_Na3V,Na3V,Pmm2,0.63313957064004,False
4041_Pt5V,Pt5V,F-43m,0.0882913873411747,False
4042_V4W8,V4W8,Pa-3,1.3927489663079091,False
4043_AlBa5,AlBa5,P4/mmm,-0.0042544079372278,False
4044_Sr8Bi12,Sr8Bi12,Pnna,-0.7505659320773692,False
4045_AlAs3,AlAs3,Fm-3m,0.3084391696072028,False
4047_Au3Cu,Au3Cu,Pm-3m,0.80561609820449,False
4048_Na4Rh16,Na4Rh16,I23,0.5542941585464085,False
4049_GaTh3,GaTh3,Pm-3m,-0.1766899801972616,False
4050_Au3Ni,Au3Ni,Cmmm,0.0700246573522385,False
4051_Al8As4,Al8As4,Pa-3,0.1096141093467484,False
4053_Mo18V6,Mo18V6,Pmmn,0.2154315725919993,False
4054_MnTa2,MnTa2,Fmmm,0.0326198714318716,False
4055_Al16As8,Al16As8,Fd-3m,0.1657365845596465,False
4056_Ni6As4,Ni6As4,Fdd2,-0.1381767844322986,False
4057_Nb4Ni,Nb4Ni,Im-3m,0.7399515162667611,False
4058_SrAs,SrAs,P4/mmm,-0.862153859829148,False
4059_Pb2P6,Pb2P6,Pmmn,0.0608281721851131,False
4060_VAs5,VAs5,Amm2,0.1273263648936259,False
4061_Mn5V,Mn5V,Amm2,0.1339017868412367,False
4062_Cu4In16,Cu4In16,I-43m,0.1786766166937521,False
4063_Fe2Ta2,Fe2Ta2,Imma,-0.0429836756126427,False
4064_In5Mo,In5Mo,Amm2,0.2891137401028671,False
4065_Mo4Rh2,Mo4Rh2,Pnnm,0.7288084832143985,False
4066_NbPt2,NbPt2,Immm,-0.7148850414863522,False
4067_PdBi,PdBi,Pm-3m,-0.3015815765160319,False
4068_Ni4Ge5,Ni4Ge5,I4/mmm,0.1658968720271679,False
4069_Ba5P,Ba5P,F-43m,0.3985963186882178,False
4070_Mn2Sb2,Mn2Sb2,Cmcm,0.2133661323603402,False
4071_Fe4As,Fe4As,I4/mmm,0.4298662774482622,False
4072_KPd5,KPd5,Cmmm,0.2378287882718357,False
4073_Cu24In5,Cu24In5,I-43m,0.0511636891329517,False
4074_K2Mo2,K2Mo2,Imma,1.1300388461502564,False
4075_GaPb3,GaPb3,P4/mmm,0.0396178590203546,False
4076_InSr,InSr,Fm-3m,-0.1074781430223197,False
4077_Mo4Rh8,Mo4Rh8,I4_1/amd,-0.1778144107156573,False
4078_Cu16In4,Cu16In4,I-43m,0.1568465307846374,False
4079_Al2As,Al2As,Fm-3m,0.2365133531478314,False
4080_MoSn2,MoSn2,I4/mmm,0.0805992023603892,False
4081_BaIn,BaIn,Pm-3m,-0.3934987706890727,False
4082_Mo3W,Mo3W,Cmmm,0.4366388836053136,False
4083_Fe6Ta10,Fe6Ta10,I4/mcm,-0.0784120095070566,False
4084_Ta2Sb4,Ta2Sb4,Cmcm,0.0578058763603053,False
4085_Ga2Mn4,Ga2Mn4,I4_1/amd,0.4832637774343287,False
4087_AuNi3,AuNi3,Pmmm,0.0985591715563041,False
4088_Fe7Ge,Fe7Ge,Fm-3m,0.1567704748029283,False
4089_Al3Mo,Al3Mo,Pmmm,-0.1944689772432752,False
4090_Cu2Sb2,Cu2Sb2,P4/nmm,0.0947745338992556,False
4091_Ca2Pd,Ca2Pd,I4/mmm,-0.4987472775199446,False
4092_Au6Pb10,Au6Pb10,I4/mcm,-0.0606662388242571,False
4093_CaNb4,CaNb4,Im-3m,2.0724527098289203,False
4094_CaNp,CaNp,Fm-3m,1.5151227075171736,False
4095_Ir2Pb2,Ir2Pb2,Cmcm,0.3368817978345504,False
4096_InRh,InRh,Pm-3m,-0.4297782565255268,False
4097_Mn3Sb,Mn3Sb,Immm,0.2143725397026807,False
4098_Ca4W4,Ca4W4,P2_13,1.7124751815438843,False
4099_CuW,CuW,F-43m,2.2610068203752807,False
4100_Pt4V8,Pt4V8,Pnma,-0.2722998168753759,False
4101_NiGe2,NiGe2,I4/mmm,0.0045054710163607,False
4102_Fe2Mo2,Fe2Mo2,P4/nmm,0.1543280102061235,False
4103_AgMo,AgMo,Pm-3m,0.9627148163233477,False
4104_CaW3,CaW3,Pm-3m,1.1974411247556669,False
4105_CrIr,CrIr,Fm-3m,0.71516585690547,False
4106_Rh3As,Rh3As,Pmmm,-0.0143576654625379,False
4107_Mn3W5,Mn3W5,Cmmm,0.1556870506274474,False
4108_CuIn,CuIn,Fm-3m,0.2413165592473523,False
4109_RbTa,RbTa,P-6m2,1.5587009498917554,False
4110_Na2Pb2,Na2Pb2,Imma,-0.1562603921855645,False
4111_Ba5V,Ba5V,Cm,0.5603798148423765,False
4112_Pd2Rb,Pd2Rb,I4/mmm,0.1444467522241363,False
4113_Cu2Mo2,Cu2Mo2,Pmmn,0.2552253731582725,False
4114_Ag2Nb,Ag2Nb,Immm,0.3134987729553824,False
4115_Al2In,Al2In,P4/mmm,0.2284985677949282,False
4116_BaIn,BaIn,Pm-3m,-0.3942991436374097,False
4117_CaGe3,CaGe3,Fm-3m,-0.0378530245933212,False
4118_Mo2Nb2,Mo2Nb2,Cmcm,0.3806547880258044,False
4119_Al5K4,Al5K4,I4/mmm,0.221806964842009,False
4120_Cu8Sb4,Cu8Sb4,Pa-3,0.4144417011578489,False
4121_NaP3,NaP3,Cmmm,0.3117392660306839,False
4122_Al2Sr6,Al2Sr6,Pmmn,0.03583471460575,False
4123_Au2Pb4,Au2Pb4,I4_1/amd,0.2124181947602489,False
4124_Al3Ta,Al3Ta,I4/mmm,-0.3367066690608897,False
4125_InRh4,InRh4,Im-3m,1.09674590170157,False
4126_Ba4Cu2,Ba4Cu2,Pnnm,0.0315725948119934,False
4127_Ga2Th,Ga2Th,P6/mmm,-0.6637851725451943,False
4128_Mn8Sb4,Mn8Sb4,Pnma,0.1912105869806796,False
4129_Al5Fe,Al5Fe,Amm2,-0.0528174990306299,False
4130_Au3Na,Au3Na,P4/mmm,-0.1153779668336403,False
4131_W3Sb,W3Sb,Pmm2,0.5330850639774898,False
4132_AuV5,AuV5,F-43m,0.1040210577935312,False
4133_Ir6Ta6,Ir6Ta6,Pmma,-0.5934999130302536,False
4134_Sb4Ge2,Sb4Ge2,I4/mcm,0.2734004992760119,False
4135_Sm3W,Sm3W,I4/mmm,0.0611845420881635,False
4136_CuYb,CuYb,Pm-3m,-0.2513605341934943,False
4137_Pb5P,Pb5P,Amm2,0.1470081182557236,False
4138_Na4P2,Na4P2,Cmc2_1,-0.2091135756894007,False
4139_Ag4Ba8,Ag4Ba8,Pnma,-0.1623410645895558,False
4140_In6Rh2,In6Rh2,Pm-3n,-0.0876610181800892,False
4141_Ga8Pb,Ga8Pb,I4/mmm,0.0497634616121622,False
4142_Au3As,Au3As,Immm,0.1491817017053591,False
4143_Cu8In16,Cu8In16,Fd-3m,0.0794970944309702,False
4144_AuSb3,AuSb3,Pm-3m,0.7712758898898024,False
4145_Nb2As2,Nb2As2,Cmcm,-0.4643435125399362,False
4146_Ir4Mn,Ir4Mn,Im-3m,0.9132516606593768,False
4147_AgSn,AgSn,P4/mmm,0.0310844222511628,False
4148_GeI,GeI,Pm-3m,0.1217367740047419,False
4149_Ba4Ni2,Ba4Ni2,Cmcm,0.1227738676787139,False
4150_Mo2Ni6,Mo2Ni6,Pmmn,-0.1130121420144583,False
4151_AuSb3,AuSb3,Fm-3m,0.22864339001835,False
4152_MoP5,MoP5,P4/mmm,0.2074013164390062,False
4153_Mo2Rh2,Mo2Rh2,P4/nmm,-0.0742199523069722,False
4154_Cu2Ni2,Cu2Ni2,Pmmn,0.0196414447752104,False
4155_CaK,CaK,Fm-3m,0.4978925186275535,False
4156_Fe2Ga2,Fe2Ga2,Cmcm,-0.0016789232952305,False
4157_GaMn3,GaMn3,Pm-3m,0.208263872388593,False
4159_In4Mn2,In4Mn2,Pnnm,0.3757935799507077,False
4160_InRh,InRh,Pm-3m,-0.4304722861100893,False
4161_AuGe,AuGe,P-6m2,-0.0203678673486198,False
4162_TaSb3,TaSb3,P4/mmm,0.1410275166388412,False
4163_AlBa3,AlBa3,P4/mmm,-0.0290267904209771,False
4165_Ba2W2,Ba2W2,Cmcm,0.7883000138159826,False
4166_Pb2Ta4,Pb2Ta4,I4/mcm,0.7310696243836764,False
4167_Mn3Ta,Mn3Ta,P4/mmm,0.0919242943004228,False
4168_Fe3Mo4,Fe3Mo4,I4/mmm,0.2261068901686473,False
4169_Al3Mn,Al3Mn,Pm-3m,0.4621942741946689,False
4170_Ni2Ta6,Ni2Ta6,Pm-3n,-0.0830495279921201,False
4171_CaNb3,CaNb3,Fm-3m,0.649534012542512,False
4172_Al5Mn24,Al5Mn24,I-43m,-0.1477738051154592,False
4173_PdP8,PdP8,I4/mmm,0.4356433094713152,False
4174_Fe8Ge16,Fe8Ge16,Cmce,-0.0145605955894048,False
4176_Mo2W2,Mo2W2,Cmcm,0.4080368590916485,False
4177_FePt3,FePt3,Pmmm,0.0727994905894222,False
4178_Ca2Sb4,Ca2Sb4,Cmcm,-0.4487941170993181,False
4179_Rh4W2,Rh4W2,I4/mcm,0.1744026382173255,False
4180_Rh2Sb2,Rh2Sb2,Cmme,-0.180140237805733,False
4181_Au6Sb2,Au6Sb2,Pm-3n,0.1268491665292348,False
4182_TaV,TaV,P-6m2,0.3810899222485702,False
4183_Au3Ta,Au3Ta,I4/mmm,0.0805848578988808,False
4185_Au4V16,Au4V16,I23,0.4755917777020059,False
4186_Pd3Rb,Pd3Rb,P4/mmm,0.2028508952207026,False
4187_Na4Pb2,Na4Pb2,Cmcm,-0.1531713600703626,False
4188_Mn4Sb8,Mn4Sb8,Pa-3,0.3833065550035227,False
4189_Ag2Mo2,Ag2Mo2,Pmma,0.5144999072780223,False
4190_KSb3,KSb3,Pmm2,-0.0872071987377549,False
4191_CeBi,CeBi,Pm-3m,-20.51942767497456,False
4192_NpYb,NpYb,P4/mmm,0.5545692761840684,False
4193_K6Pd2,K6Pd2,Cmcm,0.0987713269920638,False
4194_PbTa3,PbTa3,I4/mmm,0.3900547148183602,False
4195_KBr,KBr,Fm-3m,-1.9000790488547985,False
4196_Ni2Sr2,Ni2Sr2,Pmma,0.1953395257108292,False
4197_Rh2As6,Rh2As6,Pm-3n,0.2374773535485985,False
4198_Al5Fe,Al5Fe,Cmmm,-0.0580412148693868,False
4199_Sm4Sb8,Sm4Sb8,Cmce,-1.2011228798766862,False
4200_Sr3Br,Sr3Br,Immm,-0.6682952205881987,False
4201_NpSm,NpSm,Pm-3m,0.2745112966388436,False
4202_V2Br2,V2Br2,Imma,0.2049389206913092,False
4203_V4As2,V4As2,Cmcm,-0.3354524045812148,False
4204_Ag5Pt5,Ag5Pt5,P1,0.037224391652122,False
4205_MnRh3,MnRh3,Pmmm,-0.0543841615570341,False
4206_PbSb3,PbSb3,I4/mmm,0.2203488826656587,False
4207_K4Pd2,K4Pd2,Pnnm,0.0843341938906068,False
4208_Sb8P4,Sb8P4,Pa-3,0.2323574671258956,False
4209_PdGe2,PdGe2,Immm,-0.0960783464424916,False
4210_Mo2W4,Mo2W4,Cmcm,-0.0028610466844322,False
4211_AgSr3,AgSr3,P4/mmm,-0.1333091971026072,False
4212_Fe16W8,Fe16W8,Fd-3m,0.5076754801286446,False
4213_CaSb,CaSb,P4/mmm,-0.8106477564381542,False
4214_Nb2W,Nb2W,I4/mmm,-0.0367783325701296,False
4215_EuNp,EuNp,P4/mmm,0.5792944707898835,False
4216_Pd2P,Pd2P,I4/mmm,-0.2964587169428299,False
4217_Mo3Nb,Mo3Nb,Immm,-0.0921436769856338,False
4218_PbP3,PbP3,P4/mmm,0.5421844827604634,False
4219_CeU,CeU,Fm-3m,1.1508078708582277,False
4220_IrSm3,IrSm3,I4/mmm,-0.5846968306787721,False
4221_Au2Mn,Au2Mn,I4/mmm,-0.089335500206479,False
4222_Ag4Na2,Ag4Na2,Pnnm,0.0165116819565905,False
4223_K8As8,K8As8,P2_12_12_1,-0.713846988178084,False
4224_FeMo2,FeMo2,I4/mmm,0.1637340308112816,False
4225_CsMn,CsMn,Fm-3m,1.377763715437709,False
4226_Au2V6,Au2V6,Pm-3n,-0.0374003777432081,False
4227_Sn3Sb,Sn3Sb,Immm,0.0335006972881908,False
4228_Mo3Nb,Mo3Nb,Immm,-0.0910283442660997,False
4229_MoP3,MoP3,P4/mmm,-0.0003381909733004,False
4230_NbPd2,NbPd2,P4/mmm,0.3503046510252652,False
4231_AuBa,AuBa,Pm-3m,-0.7055677220240955,False
4232_Fe2Bi6,Fe2Bi6,P6_3/mmc,0.3530065572768315,False
4233_Ir2Ni2,Ir2Ni2,Imma,0.1240748108296081,False
4234_CaW3,CaW3,Fm-3m,0.877911644159294,False
4235_Ag3Na5,Ag3Na5,Cmmm,-0.0012180582987706,False
4236_Pd2Sm2,Pd2Sm2,Cmcm,-1.1902433094897784,False
4237_Mo3P,Mo3P,P4/mmm,0.0348839204519695,False
4238_Mn3Sb,Mn3Sb,Pm-3m,0.1085140340628285,False
4239_Sr3Ta,Sr3Ta,I4/mmm,0.8742473959707291,False
4240_Fe2Nb2,Fe2Nb2,Imma,0.0324283104462974,False
4241_Au8Rh4,Au8Rh4,Pnma,0.1711982711978444,False
