file_name,space_group,value per atom
4908_Mo2Ta2,Cmcm,0.351130646
4488_Al2V6,I4/mmm,-0.084529696
1934_BaV5,P4/mmm,0.4324696
1262_Cr6Ta18,Pmmn,0.27351729
4256_PtV,F-43m,0.436772432
980_CrTa,Cmmm,0.136322792
2260_FeTa,R-3m,0.180142558
4442_Mn2Ta4,I4/mcm,-0.018277238
4631_V2Ge2,P4/nmm,-0.199021563
4884_PdV3,Cmmm,0.041631714
2727_V3Sb,Immm,-0.092956236
1439_PbTa3,P4/mmm,0.229033251
1077_AgTa7,Fm-3m,0.26553497
2123_V4W2,I4_1/amd,0.537367823
4447_V12W4,Pnma,0.129561567
347_SmTa,P-6m2,0.266372282
161_Ni2Ta4,Fd-3m,0.639507356
43_Ir2Ta4,Pnnm,-0.033609643
4507_AcV3,I4/mmm,0.957191897
540_V2Br,I4/mmm,0.432059334
2393_Pd16Ta14,P4_2/mnm,-0.168370449
688_AuV,Fm-3m,0.598215884
2900_Mn4Ta3,I4/mmm,0.041375863
4973_Pb4V4,Pnma,0.439675337
719_BaV3,P4/mmm,0.659384152
2180_Mn2V6,I4/mmm,0.030198363
2188_Al4Ta5,I4/mmm,-0.155980467
4954_Ni2V4,Cmcm,-0.030894868
1142_InTa3,P4/mmm,0.048476035
755_RhV,F-43m,0.682774889
4853_Au3V,Pm-3m,0.091973141
773_InTa3,Pmm2,0.222333466
2579_VW2,Immm,0.4517394
154_Pd2Ta2,P4/nmm,-0.361870883
2334_InTa3,P4/mmm,0.1709225
2044_Pd2Ta2,P4/nmm,-0.298056624
1093_BaTa3,P4/mmm,0.596654279
1058_V4W2,Pnnm,0.64475024
1618_AlTa2,I4/mmm,-0.125873763
1858_AlTa4,I4/m,-0.045271855
2763_Pd2V2,Cmcm,-0.078133313
118_CrTa,F-43m,2.666075834
2566_MnV,R-3m,0.088684711
4170_Ni2Ta6,Pm-3n,-0.083049528
1579_Nb4V8,I4_1/amd,0.158714048
1983_Pb4V4,P2_13,0.541016885
2875_FeV5,P4/mmm,-0.087444971
4226_Au2V6,Pm-3n,-0.037400378
1688_VW2,I4/mmm,-0.094032886
236_VW2,Immm,0.4517394
3841_InTa4,Im-3m,1.587066571
3674_Cu4V2,Cmcm,0.131043913
2206_Mn2V,I4/mmm,-0.075531305
4552_Sn2Ta6,Pm-3n,-0.112248719
3316_Ta5Br4,I4/mmm,0.196507294
2910_PtV3,Immm,-0.305222935
1536_Ta5V,Cmmm,0.028845892
1002_RhV,F-43m,0.696033882
4579_Pd2V2,Pmma,-0.171538574
4520_V8W4,Pnma,0.052896661
3613_Au4V2,Cmcm,0.017115794
4820_V2W,Fm-3m,0.870102746
4020_Pt2V4,Cmcm,-0.175489677
3822_Mn6Ta10,I4/mcm,0.013582077
3076_Cu2Ta4,Cmcm,0.163907981
2866_Mn4Ta2,Cmcm,-0.02358561
169_Cu3Ta,P4/mmm,0.078623831
2539_Nb2V,I4/mmm,0.051064171
1448_PtV3,Cmmm,-0.219781456
2143_VW2,I4/mmm,-0.095078644
648_CrTa,F-43m,2.475076462
4760_Mn4Ta5,I4/mmm,0.139187573
3569_Mn2Ta4,Pnnm,0.599446092
1569_Pd20Ta10,P4_2/mnm,-0.320361444
361_AlTa2,P4/mmm,0.624033589
3692_Al2Ta2,I4_1/amd,0.048477165
4635_Fe6Ta4,Fdd2,-0.044704019
249_Ni8Ta16,Fd-3m,-0.080712478
4523_Ga10V12,P6_3/mmc,-0.205119285
788_CrTa3,Immm,0.031040046
2277_Ir2Ta6,Pmmn,-0.179779151
2172_V3W,P4/mmm,-0.035587591
2201_TaV2,Fmmm,0.064101918
2521_Ta4V12,Pnma,0.186475802
570_Cr2Ta2,Imma,0.013315177
1541_Pd8Ta22,P4_2/mnm,-0.19235379
3013_Mo8V16,Fd-3m,0.293902198
3799_Ga2Ta6,Pmmn,-0.01678897
2880_SnTa3,P4/mmm,0.004967538
1906_InV,P4/mmm,0.348521186
2_Ni4Ta6,R-3c,0.10174025
1553_AlTa2,I4/mmm,-0.124761526
380_MoTa2,I4/mmm,-0.150758622
2553_NbV2,I4/mmm,0.042662675
4167_Mn3Ta,P4/mmm,0.091924294
2199_Al2Ta4,Pnnm,0.532205609
3614_Pb2V2,P4/nmm,0.26589846
2299_AgTa7,Fm-3m,0.264523431
398_Nb2V4,I4_1/amd,0.480995288
