file_name,space_group,value per atom
1663_TaGe3,Immm,0.13741939
3918_Ga3V,P4/mmm,-0.052635553
142_Ce12Ga8,P4_2/mnm,-0.447257861
233_Ag6Al6,Cmm2,-0.0259394
1211_PbSb,P4/mmm,0.082767675
1137_Al4Pb8,Pnma,0.190887836
2114_Ag8P16,Fd-3m,0.51417294
3686_Fe2Sr6,I4/mmm,0.6158352
4037_Ca8Br16,Fd-3m,-1.889733781
113_CsV,P-6m2,-0.111736593
3907_Nb4Sr16,I-43m,0.90910901
2494_Sb6Ge2,Cmcm,0.265419766
3080_Ag3Al,Pm-3m,-0.043996983
4184_SnW,Cmmm,0.763816548
3798_Ga4Sr,I4/mmm,-0.446334242
1499_Fe6Sb2,Cmcm,0.313120659
3214_InSb2,P4/mmm,0.171452878
4774_PtGe,Fm-3m,-0.393791282
4497_Fe2Sb4,I4_1/amd,0.478813561
3516_Ca2Sb2,Pmma,-0.810336622
1388_Fe8Na16,Fd-3m,0.766790591
4503_Pd5Sn,P4/mmm,-0.228032591
2388_CaP,Immm,-0.814789706
2427_AuYb,Fm-3m,-0.898215659
3819_P2As4,Cmcm,0.309638554
3495_AlBr3,P4/mmm,-0.23818267
2729_Rh2Sr2,P4/nmm,0.051991272
108_Fe2Pb2,Cmcm,0.406788313
3711_Ga10Mn4,P4/mbm,-0.122277048
3980_SrI,P-6m2,-1.180564965
1031_BaFe2,I4/mmm,0.877546728
2320_Ir2As4,Fd-3m,1.001758079
4297_Ca2Br2,Fd-3m,-0.692218705
4161_AuGe,P-6m2,-0.020367867
4472_MnSb2,Immm,0.150474792
4108_CuIn,Fm-3m,0.241316559
2575_AlCu2,Immm,-0.195245604
3145_In3Mn,Pmm2,0.254429091
3436_In3Sr,Imm2,-0.204006612
1968_GaSr,P-6m2,-0.11611705
3709_Al4Ga2,I4/mcm,0.129650394
2773_AlSm,R-3m,-0.465539037
590_Sb4Ge2,Cmcm,0.286457029
4862_FeGe,Pm-3m,0.002277954
1689_InRh,Fm-3m,-0.062513417
406_As4Br,Im-3m,0.880404339
3172_PtRb5,F-43m,0.450309652
4569_Pb4P2,Cmcm,0.059811795
3066_Nb8Br40,Pnma,-0.990425443
2098_Ce20Ir16,Pnma,-0.539478362
2414_Au4In2,Pnnm,0.069348633
2524_K5Ni,Cmmm,0.452323841
4886_Al2Br2,Pmmn,-0.213024729
727_Ga2W,I4/mmm,0.241985147
1052_CuIr,F-43m,2.167745215
3433_Au3Br,P4/mmm,0.317119731
32_In4Br12,Pnma,-0.856549268
246_WSb,Pm-3m,0.640236364
2078_V2Br2,P4/nmm,-0.14570847
582_InBr3,Immm,-0.554179378
4898_Al2Au,I4/mmm,-0.411619758
35_Ag4Sn8,I4_1/amd,0.039395309
534_Ni2Sb2,P4/nmm,-0.045810155
2791_EuI,Fm-3m,-1.324668048
2802_AlGe,Pm-3m,0.184086153
264_Cr4P,Im-3m,0.722891464
163_As3Br,P4/mmm,0.212661954
529_AlPd3,P4/mmm,-0.609030417
2193_AcSb,Fm-3m,-1.372950266
2279_IrNa3,Cmmm,0.387573052
1155_Ca3Pb,Pmm2,-0.374217504
3788_Cu12Pb12,Pbcm,0.258663607
508_Ba3Sb,P4/mmm,-0.490796973
3987_Cs8Sb8,P2_12_12_1,-0.607610853
501_FeSb3,Immm,0.335870961
1740_Al2Sr6,Cmcm,0.068241643
2848_Ca3W,Fm-3m,0.883709668
1843_Cu3Sn,P4/mmm,0.075963517
2958_Na3Ge,Pmmm,0.041332023
4010_Fe3Ta,P4/mmm,-0.112768512
4545_Al4Mn,Im-3m,-0.07284051
1849_AlSb3,Immm,0.150155937
287_Ca12Mo4,Pnma,0.639905839
1495_UI,Fm-3m,0.004603868
4110_Na2Pb2,Imma,-0.156260392
3897_BaPb3,Pmmm,-0.259445413
3430_YbGe,P4/mmm,-0.831199043
4129_Al5Fe,Amm2,-0.052817499
4526_Fe8Ga4,Pnma,-0.122956656
3726_FeNi,P-6m2,-0.036300095
4541_Ag2Sr,Fm-3m,0.131267407
2189_Sb6Ge2,Pmmn,0.190576287
384_CrAs3,I4/mmm,0.598739794
174_PbSr7,Fm-3m,-0.030999434
3447_NbSb3,Pmm2,0.276155559
3724_Fe5Pd,Cmmm,0.031207064
587_Ac4Br6,R-3c,-1.47671812
3111_Al4Ir2,Cmcm,-0.45446728
3708_Ni8Ge4,Pnma,-0.445489087
573_Fe3Ga,P4/mmm,-0.081774551
4619_Ba2In4,C2/m,-0.385348559
278_Al12Sn4,Pnma,0.13736798
4989_Cu12Ge12,Pbcm,0.159939611
998_KI,R-3m,-1.585206425
2462_WSb,Pm-3m,0.643270615
51_Ag2Br2,P2_1/m,-0.438555839
3441_AlSb2,I4/mmm,0.144642529
2367_Fe4Na4,P2_13,1.723667983
3275_WBr2,I4/mmm,0.57864908
2091_Pb16V8,Fd-3m,0.31548104
536_KSn3,P4/mmm,-0.179856603
707_Pd3Sb,Immm,-0.376082291
4405_FeGe3,Pm-3m,0.52451419
374_Al6Rh6,Pmmm,-0.753032787
1194_MnSb8,I4/mmm,0.192424015
462_Fe2Pb4,Pnnm,0.47209988
2532_FeBi3,Fm-3m,0.51426487
288_As2Br6,I4/mmm,0.304645432
3818_FeP5,Amm2,0.114888222
2583_Pb24Sr5,I-43m,-0.174964172
4340_W2P2,I4_1/amd,0.295393439
2428_ThI,Fm-3m,-0.283583954
2197_SbGe3,Immm,0.313436004
2749_Al2Ca6,P6_3/mmc,-0.120431354
2309_AgAl,P4/mmm,-0.001981086
3615_Al6Ba2,P6_3/mmc,-0.176886372
292_Ga14Pt6,Im-3m,-0.545013495
1000_Fe2Ga4,I4_1/amd,0.188184172
759_P4Br16,I-43m,0.047585962
3488_In2Sn,I4/mmm,0.014808951
1160_Fe3As,Cmmm,0.180641926
4264_MoBr3,Imm2,-0.392045726
4373_Ca2As6,P-1,-0.95386108
4348_Cu3Br,Pmm2,0.183521111
1668_Ba6As2,I4/mmm,-0.348059693
518_CaPb5,Amm2,-0.109577933
1420_CaCs,R-3m,0.251449841
695_In4Br2,C2/m,-0.355494373
2052_InNp,Fm-3m,0.805762777
4468_PdSn2,I4/mmm,-0.319662928
2175_AgBr,Cmmm,-0.269478394
1455_SrBi,P-6m2,-0.630477074
3448_Ag2Br6,I4/mmm,-0.11086226
1743_Na5Pt4,I4/mmm,-0.006345038
4195_KBr,Fm-3m,-1.900079049
966_Ag2Ca,I4/mmm,-0.252395036
2186_Ir8Pd16,Fd-3m,0.339999671
2537_Nb10P6,I4/mcm,-0.828042766
3539_VBr3,P4/mmm,-0.221891026
2425_NbP2,I4/mmm,-0.270717953
603_CrP7,Fm-3m,0.651023819
3004_Sn3W,Pmmm,0.423788193
4336_In16Sn4,I-43m,0.091569636
4409_Au2Br,I4/mmm,0.271825222
4559_Al3Ba,P4/mmm,-0.038247433
2433_Fe3As,Cmmm,0.179133372
3625_K2P,Immm,-0.087518394
3676_W2Sb6,Cmcm,0.325684175
3806_Ag4Pd6,Fdd2,0.022666384
3285_In24Pt5,I-43m,0.0133551
4885_AsI,P-6m2,0.278418607
2569_AuSb,F-43m,-0.021063577
4738_Pd2Sb,I4/mmm,-0.390415799
498_Ge4Br5,I4/mmm,0.278070824
3395_IrP3,P4/mmm,0.320988718
4306_K3V,Pmm2,0.862319555
4446_Sn8I32,Pa-3,-0.544284974
2317_KGe2,Immm,0.025146998
243_FePb3,Pm-3m,0.478601824
195_Ni6Ge18,Pmmn,0.219826695
4764_PtSm,F-43m,-0.797880941
2747_AuBr3,P4/mmm,0.288540998
2103_BiGe,P4/mmm,0.214153005
1952_Ba2V2,I4_1/amd,1.434104666
3338_Ba4In2,C2/m,-0.254640435
626_AgAl2,I4/mmm,0.046278246
1047_K2Na4,Pnnm,0.042843826
2873_FePd4,Im-3m,0.478043834
3094_In2Ni,I4/mmm,0.018092876
2028_Ag3Al4,I4/mmm,-0.007073979
4918_PI3,Pm-3m,0.820471159
4076_InSr,Fm-3m,-0.107478143
2099_Ba16Ir4,I-43m,0.201276903
3475_CrSb3,Pm-3m,0.205692472
3545_Ga2Sr2,Imma,-0.337328602
2837_CsCu,Fm-3m,0.474582585
238_In4Pb16,I-43m,0.222682512
1475_Ca2P2,Cmcm,-0.816929872
1962_K2As2,P4/nmm,-0.160106142
3675_Au4Sb12,Pnma,0.081695812
1184_Ca3Pb,Pmm2,-0.197917873
30_In5Br,Amm2,-0.144917966
4831_Al4V2,I4_1/amd,0.273709322
3552_W2As2,P4/nmm,0.1099818
4096_InRh,Pm-3m,-0.429778257
3379_K4Na8,P6_3/mmc,-0.024300857
1699_Ag2Ge2,Pmmn,0.176910619
261_Fe3Na,Fm-3m,1.127116444
3409_Sr4Bi2,I4/mmm,-0.788333228
3925_Na2Sn,I4/mmm,-0.146633113
2568_P4As8,Pa-3,0.196095752
4387_AgSn3,P4/mmm,0.003219908
3624_Ba3P,Pm-3m,-0.253916423
3532_Ca2Ga,I4/mmm,-0.32462022
2100_Pd3Sb,Immm,-0.375492212
3396_AcSm,P4/mmm,-0.317731668
644_Al2Pt2,Imma,-0.920605634
3034_Ba2Rh2,P4/nmm,0.130373909
3148_Al2Pt2,Pmma,-0.935620108
2984_W2As4,Cmcm,0.32835332
2102_BaCu3,Pmmm,0.245303248
2398_AgAl2,Immm,0.074875012
3256_Ga2Ge2,Cmcm,0.180798841
4126_Ba4Cu2,Pnnm,0.031572595
4460_SbP,Fm-3m,0.081162492
4790_Ba5W,Amm2,0.848729702
4002_NiAs,Fm-3m,-0.301250113
3423_SnP,F-43m,0.134815297
1873_Al2Sb2,Imma,0.181921935
3595_Mn6P2,Pm-3n,-0.20872097
1643_Ca3Ni,Fm-3m,0.253023925
1696_Cr3Na,Immm,0.90984197
2550_AgSn,P4/mmm,0.042315251
3137_PbP3,I4/mmm,0.759440252
4136_CuYb,Pm-3m,-0.251360534
4840_Al4Pd4,Pnma,-0.782418935
3446_Au3K,Immm,-0.041929993
3553_NbSr3,Immm,0.72700394
4165_Ba2W2,Cmcm,0.788300014
3324_Cs2Ni6,P6_3/mmc,0.620413832
4997_Ag3Br,P4/mmm,-0.046627045
4537_Al2Fe4,Cmcm,-0.227293025
4788_Mo2Pb2,Cmme,0.493974821
3445_Sr2As4,Pnnm,-0.560679003
748_Mo2P,Fm-3m,0.011142819
517_AlNi,P-6m2,-0.493029156
4583_Na2Pt2,Cmcm,-0.065384012
2816_Pt4As8,Pa-3,-0.848142974
935_BaPd5,Amm2,-0.074218441
772_PbGe3,Fm-3m,0.100112373
1412_FeK,R-3m,1.324164514
4856_Al4Ni4,Pnma,-0.565481257
340_Ag2Ge2,Pmmn,0.173958612
2184_SnV,F-43m,1.19156934
3643_VGe3,P4/mmm,0.107468407
1218_Ba4Cu8,Pnma,0.295710406
1103_NbP3,P4/mmm,-0.166536297
3665_Na2P2,Fd-3m,0.126627635
4804_Ca2P,I4/mmm,-0.730106516
3271_Pt2Sb2,Pmmn,-0.30337678
1684_FePb2,Fm-3m,0.594155496
1183_K3Sn,Immm,-0.049574369
1640_Ag2Ca4,I4/mcm,-0.251203589
3877_Cu4Pd6,Fdd2,-0.047709903
4514_Al3Sn,Fm-3m,0.145212053
2083_PbSb,Cmmm,0.104932568
4040_Na3V,Pmm2,0.633139571
3752_Al42Pd16,I4_1/a,-0.551490021
3873_Cu2Ga2,P4/nmm,-0.016494173
2912_K2Br4,Pnnm,-1.089015695
1017_CuGa,P-6m2,-0.055034056
1521_InBr5,Amm2,-0.28273779
3100_Na2Sb2,P4/nmm,-0.159502462
317_Fe4W2,I4/mcm,0.637670227
1825_Pb2Sb6,Cmcm,0.17325938
3278_InMn,P4/mmm,0.226885258
1844_Ni2Pb2,P6_3/mmc,0.050800298
1607_K2Na4,Pnnm,0.063899857
1616_Al2K2,Pmmn,0.242480393
3346_SnSb3,Fm-3m,0.163214474
3842_MnP,Pm-3m,-0.377515626
2140_FePd3,Pm-3m,-0.11141073
310_Ba6Sn2,Cmcm,-0.144505325
4593_K2Pd6,Pmmn,0.070986578
1493_InK2,Immm,0.040380836
3731_Cu2Sb6,Cmcm,0.265759482
2565_Mo2Sr2,P4/nmm,0.557501379
1879_Al2Rh,I4/mmm,-0.782664486
3404_Fe3Mn,Pm-3m,0.066990187
3571_Fe5Mn,Amm2,0.047646648
3227_CaP,Fm-3m,-0.744611543
1273_Ag2Mn4,I4/mcm,0.694724863
1245_P17Br12,I-43m,0.096330813
640_SrW,Pm-3m,1.990813405
1443_Pd4Ge2,Imma,-0.003291648
274_CsBr,F-43m,-1.850280312
2211_CuK4,Im-3m,0.223639067
3105_Sb2As4,Pnnm,0.115533112
3655_IrSn2,I4/mmm,-0.065348526
4068_Ni4Ge5,I4/mmm,0.165896872
2607_In2Sn,I4/mmm,0.0116156
4769_Sr2Br6,Pmmn,-1.68282414
3098_AlSn3,C2/m,0.104476682
1634_Cu2Na,Immm,0.189622937
1012_KPt,P4/mmm,0.381896276
2159_Al4Rh2,Imma,-0.384500534
2034_Fe3Ga4,I4/mmm,0.078311859
1887_Fe5Pd,F-43m,0.233630265
4117_CaGe3,Fm-3m,-0.037853025
668_MoSn,P-6m2,0.202325563
658_AgAl5,P4/mmm,-0.004326324
3881_VBr3,P4/mmm,-0.044573141
519_Ag4Al,I4/m,-0.04854664
2738_Ni2Sr2,I4_1/amd,0.342350895
4124_Al3Ta,I4/mmm,-0.336706669
3679_AuFe4,I4/m,0.093735028
2580_Al2Ta,I4/mmm,-0.08429838
3179_Ge3As5,Cmmm,0.361721292
3439_Pb2Sr2,Cmcm,-0.552749921
2330_Ag4Al4,I4/mmm,-0.015127321
715_Mo2Sr2,P4/nmm,0.547790506
358_SbGe,Cmmm,0.313688961
143_Ba2Pt2,P6_3/mmc,-0.41421377
2376_Ag2Al3,I4/mmm,-0.004097438
3281_Sn18W6,Pmmn,0.532313331
485_PI,R-3m,0.679911499
1225_FePd3,Fm-3m,-0.016047365
3086_K4Sn16,I-43m,-0.076961967
1175_Ba5Pd,Amm2,-0.041608037
2933_SbP,Pm-3m,0.308754703
202_K3Na,P4/mmm,0.017588588
3525_Cu2Ge2,Cmcm,0.118170854
4079_Al2As,Fm-3m,0.236513353
3659_Nb4As5,I4/mmm,0.039913635
3083_Pd3P,P4/mmm,-0.224517231
1506_Ba2Pd2,Cmcm,-0.551269883
4562_SbP2,I4/mmm,0.082807751
2008_Au2P,I4/mmm,0.31206915
1647_PbSb,Cmmm,0.102882522
3238_GaNi,Fm-3m,-0.051227857
3033_Sr2As,I4/mmm,-0.721018416
1460_Ge8I32,Pa-3,-0.483688093
1198_Ag5Al3,Amm2,-0.036225279
745_CaCr3,Pmm2,0.785205075
4364_Al3Ni,Imm2,-0.224233268
2139_Fe3Ir,P4/mmm,-0.048250495
3551_Ag4Sn,I4/mmm,0.146727174
10_Ba2Bi3,Immm,-0.809413062
181_WSb,F-43m,1.597482325
1170_NbP3,P4/mmm,-0.165588528
3257_InP,Pm-3m,0.337491953
1698_Al3Sm,Pm-3m,-0.577672455
4730_Au3Ba5,Cmmm,-0.440568201
620_K2As2,P4/nmm,0.386060713
2157_InSn2,I4/mmm,0.014808621
3754_Al3Cu2,P-3m1,-0.16467697
3836_Ac4Br6,R-3c,-1.462273355
2858_FeIn,P-6m2,0.326170963
665_AsBr4,Im-3m,0.083180389
3908_Al2Fe4,Fd-3m,-0.166473785
1671_Al2In4,Cmcm,0.149660501
4889_Au12Sb4,Pnma,0.030974119
4314_Ag2Al4,Fd-3m,0.190843706
3988_Ag4Ba2,Imma,-0.286683969
3522_Pd3As,Immm,-0.275803383
3078_Al3Sn3,Cm,0.125480889
1550_Ag4Al6,P1,-0.012199878
3246_Al3Rh,P4/mmm,-0.417259004
3672_AcNa,Pm-3m,0.246882192
4731_MoBr3,Pmm2,0.043033502
2963_AuSb,Fm-3m,-0.050135123
3710_Al2K4,I4/mcm,0.231502942
379_P3As,Fm-3m,0.603701312
3468_Ni4Pd8,I4_1/amd,0.068560969
3443_Ga6Sb2,Pmmn,0.066686305
2915_Ce2Br6,P6_3/m,-2.115485692
4538_Ge5As3,Cmmm,0.337985982
1166_As3Br,P4/mmm,0.212523573
1973_Fe3V,Cmmm,-0.055952963
2036_AgAl2,I4/mmm,0.045491033
802_FePd,Pm-3m,0.048688039
352_AuP3,Cmmm,0.523640287
566_NaPd3,Cmmm,0.035435535
4198_Al5Fe,Cmmm,-0.058041215
1565_In2Br2,Cmcm,-0.731448047
4346_KV3,Imm2,1.269527257
3431_RhBr,P-6m2,0.450486715
1049_Fe4V2,Cmcm,0.107795016
405_NaPt,P4/mmm,-0.134424856
2765_In6Mn18,Pmmn,0.341208583
3778_InMo,R-3m,0.471634883
391_Ga2Na,I4/mmm,-0.048049631
1197_KGe3,Imm2,0.246229088
4408_Cu17In12,I-43m,0.251415631
4716_SrBi,P4/mmm,-0.57816771
3291_RhSr8,I4/mmm,0.060231609
4745_Ba5Pb,Cmmm,-0.159209373
1303_Ga4W,I4/mmm,0.492991937
4566_PdYb,P-6m2,-0.651707891
553_Al8Sn4,Pnma,0.163981453
2776_Al4Ce2,P4_2/mnm,0.563056384
3581_Ba3Sr,Immm,0.002652744
3277_Mn2Sb2,Cmcm,0.22080592
4568_Mn2Sb2,I4_1/amd,0.30284483
1119_AlPd2,I4/mmm,-0.792420576
2997_NaRh,Pm-3m,0.727611156
4968_Al4Pt2,Cmcm,-0.579103451
4495_AgSn2,I4/mmm,-0.000709866
4051_Al8As4,Pa-3,0.109614109
4404_Al2Cu4,Cmcm,-0.082966845
923_Ca4P6,Fdd2,-0.736413642
4802_K4Pd2,Pnnm,0.095428608
1845_SmBi,P-6m2,-0.88919195
1593_W2As2,P4/nmm,0.613909576
2889_BaIn2,Fm-3m,0.083597048
4799_Ba3In3,Cm,-0.325949681
4099_CuW,F-43m,2.26100682
4638_PdSr,R-3m,-0.379619587
20_Sr6Br4,R-3c,-1.192894606
1424_Pd12Sb4,Pnma,-0.370410255
687_In3Ni,Fm-3m,0.24024474
3656_Ge3Br,Fm-3m,0.046599552
3863_BaBr2,Fmmm,-11.34664137
3813_Cu24As8,I-43d,0.016371017
3236_Mn2Sb6,I4/mmm,0.591399196
1946_CrP,Fm-3m,-0.21545513
2778_Sn6W4,Fdd2,0.676190721
4501_AlSb2,I4/mmm,0.145068086
4362_PbGe2,I4/mmm,0.21581202
3995_CrSn,Pm-3m,0.287657344
4874_Ga5Nb3,Cmmm,-0.238326169
337_SmYb3,Pm-3m,-0.123970892
4919_EuGa,Pm-3m,-0.542153017
3350_Al3Pt,Imm2,-0.453726963
4432_In11Sr3,Immm,-0.322281845
1246_Al3Cu5,Cmmm,-0.207290986
2797_Al2Na2,Cmme,0.106444792
4974_SmYb,P-6m2,-0.302358693
4251_Pd2P,I4/mmm,-0.290033297
302_CuK,Pm-3m,0.478194534
4877_Al2Ni2,Pmmn,-0.45537647
1993_K4Sn2,Pnnm,0.038141525
3017_K3P,Fm-3m,-0.193502722
3143_AuNa3,Pm-3m,-0.168495592
3121_YbBr,Fm-3m,-1.427118606
3205_PdRb2,P4/mmm,0.157905999
4190_KSb3,Pmm2,-0.087207199
3705_Fe2Pd2,Fd-3m,0.054175898
803_Au5Sr24,I-43m,0.013468605
1474_Ge2Br2,I4_1/amd,0.130950264
1404_Al3Pd,P4/mmm,-0.398013716
840_Cu2Ge,I4/mmm,0.127883775
2839_AcPd,P-6m2,-0.319991787
697_Ge2P6,Cmcm,0.354894058
4995_Au2Sb2,Cmcm,-0.025592815
2472_IrBr3,P4/mmm,1.087883731
1977_Fe4W2,Cmcm,0.100049674
2555_Cu10Ge6,I4/mcm,0.140758954
4470_Al2In,I4/mmm,0.15664959
4039_NaBr,Pm-3m,-1.567115032
4924_Al2Sb4,I4_1/amd,0.159373476
972_NiP4,I4/mmm,0.232004809
3371_Fe2Br2,Pmmn,0.546021311
1469_CuGe,P4/mmm,0.07864846
3751_Ag8K4,P6_3/mmc,0.005102306
1909_KPb,P4/mmm,-0.040539393
4879_InPb2,I4/mmm,0.011044122
489_In2Br2,Cmcm,-0.817233402
3047_Sr2Br,Fmmm,-0.962513523
4960_Sn6Sb2,Pm-3n,0.10372185
2563_Ag2Ca,I4/mmm,-0.255366871
3669_Ba3Sr,Pmm2,0.014012182
2869_AlAs,Pm-3m,-0.124021319
4729_Mn2V2,Cmcm,0.116029707
2066_Fe2Ga2,P4/nmm,-0.024049236
3905_AlCe3,Pm-3m,-0.165333991
3167_AlBa8,I4/mmm,0.033974471
1707_Pd2Sn,Immm,-0.476629316
1630_BaIr,F-43m,1.124489875
2624_Ca3Rh,P4/mmm,-0.219258404
4045_AlAs3,Fm-3m,0.30843917
4231_AuBa,Pm-3m,-0.705567722
1487_Fe8W4,Pnma,0.106739363
4875_Sn2W4,I4/mcm,0.895856456
1102_MoSr2,I4/mmm,0.949281296
4549_Al2Mn4,Fd-3m,-0.047820793
3090_PdSb3,P4/mmm,-0.025816645
285_MoPb3,Immm,0.502527788
950_Sb3Ge,Immm,0.228101435
1118_Ag4Al3,I4/mmm,-0.052619481
4035_Al3In,Fm-3m,0.20057949
4721_UP,Fm-3m,-1.173691248
4920_PbAs3,P4/mmm,0.309270955
3407_As4Br12,Pnma,-0.524753664
