file_name,space_group,value per atom
2325_SnP,Fm-3m,-0.094533134
815_Pd4Rh,I4/m,0.049354538
2416_Cs3Fe,Fm-3m,0.793492892
4464_CsYb,R-3m,0.21170524
2216_Ga2As2,I4_1/amd,0.201637645
1822_Ca3Mo,Imm2,0.711640585
999_K3Na,I4/mmm,0.014178735
962_In2Na,I4/mmm,-0.092333529
811_NaPt,P4/mmm,-0.147219367
4128_Mn8Sb4,Pnma,0.191210587
2106_RbBi,F-43m,0.64066528
3362_Mn3Ge,Immm,0.035432824
1172_CuNi,F-43m,1.719366246
1649_Ag14Yb4,Cmcm,-0.33543581
4561_BaBr,F-43m,-1.499596806
656_CrSb,F-43m,0.450704512
2925_Ag3Sr,Pm-3m,-0.045355162
1063_Pb8Sb4,Pnma,0.023734857
2347_Na2Pt2,Fd-3m,-0.013959755
2909_SrI,Pm-3m,-1.070257419
3830_Mn6Br2,Pmmn,0.646142177
3210_Ba2W,Immm,1.308460305
2423_Al3Sn5,Cmmm,0.130637538
3437_CaSb,P4/mmm,-0.811689343
1595_Ag7Al5,P1,-0.033099777
4522_WBr,Cmmm,1.30294001
1554_Ba5P,P4/mmm,0.243126368
2852_Al3Th,Fm-3m,-0.052220735
976_InNa3,P4/mmm,-0.046824248
1149_NbI,F-43m,1.049989155
2306_CrSn4,I4/m,0.430705398
1686_Ca3Ga8,Immm,-0.439106549
842_Na4Pt2,I4/mcm,-0.181354104
1736_CrSr3,P4/mmm,0.399131019
623_K2As2,Imma,-0.385735033
1658_Ni17Br12,I-43m,0.316505873
4822_Al6Br2,Cmcm,-0.078349821
1989_Ba8P,I4/mmm,-0.131689472
1556_Fe6Mo2,Pm-3n,0.053039757
72_Ni4Ge4,Pnma,-0.324485913
4305_InPd,P-6m2,-0.422786852
4805_Sn2Br4,Fd-3m,0.258251975
291_Fe24Pb5,I-43m,0.554399661
2950_Ca6Ta2,I4/mmm,0.73255489
2980_Al6Cu18,Pmmn,-0.187724045
525_MnBr8,I4/mmm,0.047007609
96_Mn3Sn,I4/mmm,0.185368799
2021_CuI,P-6m2,0.161117572
2129_P3As,Pm-3m,0.746642727
3192_InK,Pm-3m,0.067864092
4058_SrAs,P4/mmm,-0.86215386
3844_Al8Fe,I4/mmm,-0.051262053
2092_K2Ge4,Pnnm,0.205831423
3485_Al3Na,Cmmm,0.164140644
3758_Eu3Pd,Pm-3m,-0.302389558
3860_IrP,Pm-3m,0.147938785
2648_KP3,Cmmm,0.391278674
1043_AsBr2,I4/mmm,0.16379124
2154_Ba4In2,I4/mcm,-0.270088592
522_FeTh,Fm-3m,0.163454746
3862_InP,R-3m,0.017156209
2811_K3W,Pm-3m,1.647300113
3609_Fe4Pd8,Pnma,-0.096736622
3611_Ni2Pb2,P6_3mc,0.625764456
4286_AcBr,P-6m2,-1.339549649
2112_Ag6Al2,Pmmn,-0.036278263
4401_Ag12P17,I-43m,0.120738425
1435_Ni4Sb2,I4_1/amd,0.184437232
3685_AlAs,P4/mmm,-0.140183068
4812_Ba3W,Pmm2,1.229363203
3658_Al2Ta2,P6_3/mmc,1.098481917
799_Ba3In,P4/mmm,-0.206507599
4227_Sn3Sb,Immm,0.033500697
4178_Ca2Sb4,Cmcm,-0.448794117
24_Cu2Ga2,Pmma,-0.046150376
2191_Ba4In2,I4/mcm,-0.269971575
3185_CaSb,P-6m2,-0.929583016
4375_BaAs,Fm-3m,-0.991912543
1486_InIr,Fm-3m,0.461058652
646_Al3Sb,Cmmm,0.173271113
4216_Pd2P,I4/mmm,-0.296458717
1117_Al8Pb4,Pnma,0.248527452
2286_Fe8Sb4,Pnma,0.31555575
4819_NaSr,Pm-3m,0.019650916
3725_Ga3Sr,Cmmm,-0.250055567
516_Ba2Cu4,I4/mcm,0.195018433
3864_AlSr3,Pm-3m,0.045802045
2644_FePb,Pm-3m,0.841873072
1233_Ba2Ga2,Pmmn,-0.061812805
1729_AgGe,Cmmm,0.215620763
1652_Ta2Ge4,I4_1/amd,0.24895341
1679_KAs3,I4/mmm,0.295106183
624_Fe5As3,Cmmm,0.040629306
1549_Ga3P,Pm-3m,0.134910049
2068_Ba2Ir,Fm-3m,-0.089160546
3626_Nb2Sr2,Cmcm,0.823123815
4137_Pb5P,Amm2,0.147008118
2613_Ta2Ge2,Cmcm,-0.062803502
963_Pb5As,Cmmm,0.073005536
2512_Ag4Mn2,I4/mcm,0.395571112
2878_Al2Ni4,Cmcm,-0.466651693
474_KAs3,P4/mmm,0.096545957
3839_GaP,R-3m,0.383491919
4418_Na4Sr,Im-3m,0.376849205
1220_Ba4As,I4/m,-0.464916762
1313_Sn4W,I4/m,0.497673481
1453_Na3Pd,Imm2,-0.02110223
2846_Mo2Sr2,Imma,0.67302013
3678_K2Ta,P4/mmm,1.574859957
3750_Mn2Ge2,Cmcm,0.162699973
3884_As18Br6,Pmmn,0.022653207
4548_SbP3,Cmmm,0.520352948
1680_Na4Pt2,Cmcm,-0.127379208
2035_V2Br4,I4_1/amd,0.015611011
359_As6Br2,Pm-3n,0.761357316
2496_Al2Sn4,Pnnm,0.138735146
18_InSn5,Cm,-0.000440533
208_PI,R-3m,0.676550785
4193_K6Pd2,Cmcm,0.098771327
488_Ga2Sr,P6/mmm,-0.531548046
219_Ag4Al2,I4_1/amd,0.03737868
1462_P4Br8,Pa-3,0.176122774
4576_AcPb,P-6m2,-0.265540789
993_Ba4Ni6,R-3c,0.480543352
2314_Sn2W,I4/mmm,0.362958406
4916_SbP3,Im-3m,0.208470372
2194_Ba2Sn4,Cmcm,-0.499857767
3109_Al4Ba,I4/mmm,-0.237921124
4794_EuNi,Fm-3m,-0.036461088
2744_Al4Mn8,Pa-3,0.743281918
4047_Au3Cu,Pm-3m,0.805616098
4909_InMn5,Amm2,0.348006163
1037_AlCa3,Immm,-0.046283005
3023_Ca4Sb2,Imma,-0.558655718
3156_Ba2Ir2,Cmcm,0.54491686
4_Ir2Na2,Imma,0.472130032
2477_Fe3Pa,Fm-3m,-0.126843472
3776_Cu4K2,Fd-3m,0.341975336
4174_Fe8Ge16,Cmce,-0.014560596
2592_Cu8Sn4,I4_1/amd,0.078294093
826_BaSn5,Cmmm,-0.259237102
2549_Ag4Ge4,Pnma,0.25661767
2207_Ca2Cr2,I4_1/amd,0.776797629
2544_MnNi,F-43m,1.427393409
324_BaGa4,I4/mmm,-0.469580046
28_CeSb,P-6m2,-1.033263525
3093_AlBa3,P4/mmm,-0.028936851
4572_TaP2,I4/mmm,-0.563976431
5001_MoSr3,Pmm2,0.929143946
2623_K2P,Immm,-0.089881443
2635_P3Br,Pm-3m,1.098973336
3415_Ag3K,Immm,0.155746732
3903_AlGa2,I4/mmm,0.035302865
1750_MnSb2,I4/mmm,0.213202776
1737_Na4Pb2,Fd-3m,-0.005960422
13_Ga2Sr,P6/mmm,-0.53385431
54_Ba2Sn6,Cmcm,-0.243660762
2752_WBr,P4/mmm,1.659286756
4493_Na4Pd2,Cmcm,-0.059779282
93_GaGe,R-3m,-0.014641019
3706_BaPd5,P6/mmm,-0.337024768
4789_Na2Pb,Immm,-0.152946156
3826_CsSm,P-6m2,0.323942724
4981_Ag2Br6,I4/mmm,-0.044187818
3429_Al4Pd6,R-3c,-0.58496274
2145_Ag2Ge2,Cmcm,0.190800316
2105_Ag8Ta4,Pa-3,1.387042636
1963_Mo4P4,P2_13,-0.518516706
3042_In2Sn2,Cmcm,0.024598305
3514_AgP3,Cmmm,0.49040189
3753_Pb3Sr,I4/mmm,-0.30537769
2867_Ba3In,P4/mmm,-0.212152788
4712_Fe6Nb2,I4/mmm,0.012755951
843_SbGe3,Cmmm,0.311182832
1625_In3Sm,Pm-3m,-0.686303104
3173_Al4Cu2,Cmcm,-0.034438385
1026_Ge2P4,Cmcm,0.249753844
717_TaBi,F-43m,1.544083608
2927_K2Sn2,Cmcm,-0.244520344
1941_Nb3P4,I4/mmm,-0.761268044
3213_AgEu,Pm-3m,-0.492412838
1113_IrAs5,F-43m,0.915548866
1677_Fe8Ir,I4/mmm,0.063575626
2407_Na4Pt2,Fd-3m,0.243680765
1127_AgAl4,I4/mmm,0.203786894
2605_Ba2Cu,I4/mmm,0.025180914
371_Ag14Ca4,Cmcm,-0.268267112
1604_Cu16Ni4,I-43m,0.364314372
1659_Cu2Fe2,Fd-3m,0.180981604
4535_In2Mn6,I4/mmm,0.33057055
4992_Ag4Al2,Cmcm,-0.069282889
1636_NiP3,I4/mmm,0.380658016
4423_Al2Pt2,Pmma,-0.941038897
2059_KNi3,Immm,0.755695767
3108_In3Mo,Pmm2,0.337938583
4590_In2Br2,P4/nmm,-0.713791421
4122_Al2Sr6,Pmmn,0.035834715
1585_CuFe,Fm-3m,0.793062598
4147_AgSn,P4/mmm,0.031084422
4302_Rh2As4,Cmcm,-0.185946143
1735_Ba6Sn2,Cmcm,-0.1304743
2025_Al2Pb4,Pnnm,0.259891013
1929_Pb2Sb2,Imma,0.061147689
3538_Ga4Na,I4/mmm,-0.13462811
3924_Al2Fe4,I4/mcm,0.047917659
4516_Ni2Ge4,Cmcm,0.10237297
657_CsI,P-6m2,-1.618852981
3458_AcP,Pm-3m,-1.116652553
356_Ag3Ca,P4/mmm,-0.159057605
3557_BaP,Fm-3m,-0.650818587
178_SrW2,Fm-3m,3.227606367
3634_In2Ge4,I4/mcm,0.323767082
987_Cr2Na2,Pmmn,0.985356037
102_Cr2Sn2,P4/nmm,0.207531287
1863_Fe4W2,Cmcm,0.124792318
4422_PAs3,Immm,0.402097305
2141_P8Br16,Fd-3m,0.519813757
4094_CaNp,Fm-3m,1.515122708
247_Ba4Ir2,Fd-3m,1.215461911
3126_InPd,Pm-3m,-0.519382564
491_Ag2Al2,P4/nmm,-0.01369657
2392_AgP,F-43m,0.537052297
1603_Au3Sr,Fm-3m,-0.464170329
1492_K6Sn2,Cmcm,-0.024225327
1523_Ga2Br6,Cmcm,-0.44210515
3461_Au4K6,Fdd2,-0.181089983
2085_Cr5P24,I-43m,0.455880407
2581_CuGa,F-43m,0.44447961
4325_Au4Ba2,Pnnm,-0.535171934
2331_Ba2Cu,I4/mmm,0.028339657
158_Cu2Ge4,Pnnm,0.188578688
2794_Ga5Pt,Amm2,-0.13008241
1589_CeBi,P-6m2,-0.555553761
1717_Au4Ga,I4/mmm,0.078169802
3463_Fe3Pd,Pm-3m,0.006436234
2166_As2Br2,Fd-3m,0.424311239
3701_PbSr3,I4/mmm,-0.230120764
3478_Ba2In2,C2/m,-0.388013422
4964_Cu3Na5,Cmmm,0.273603457
2614_Ba2V,I4/mmm,0.664715944
3646_Mo2Na2,P4/nmm,0.578000937
2316_VBr2,I4/mmm,-0.390498952
4988_FeYb3,Pm-3m,0.337279709
3289_AlSr3,I4/mmm,0.057116047
673_Fe3Ga,I4/mmm,-0.108827966
3848_AlBr3,Fm-3m,0.058753373
2200_Al3Sn,Immm,0.186258887
1129_Al2Pb4,Pnnm,0.267825797
4848_AgSn8,I4/mmm,0.018971327
3639_V2Sb2,Pmmn,0.204205701
4982_Ga3Nb,I4/mmm,-0.338144293
2893_VAs,F-43m,0.320371399
1120_Al6Pb18,Pmmn,0.17244406
800_Fe3Pd,Pm-3m,0.067807418
70_Al3Nb,I4/mmm,-0.424183607
2315_CuGe5,P4/mmm,0.365069372
4332_Fe3Ge,Pm-3m,-0.103059323
1542_BaAs8,I4/mmm,0.109016516
4238_Mn3Sb,Pm-3m,0.108514034
677_W6As10,I4cm,0.311521018
574_Ag2Al,I4/mmm,-0.062056747
4703_Sr4Br2,Cmcm,-0.89650136
3388_Pt2Br4,Cmcm,-0.179027302
4014_Ta2P6,I4/mmm,-0.182146569
3715_SbGe2,I4/mmm,0.289846389
1406_Cu2Br2,Imma,0.004589458
80_Ag4Al5,I4/mmm,0.005084912
2828_Ca5Ge24,I-43m,-0.041916554
4034_Au2Na4,Fd-3m,0.066824322
2121_AlK3,P4/mmm,0.281825848
1181_MoPb5,Amm2,0.463974806
2528_Ag6Al5,P-1,-0.031154568
3174_Ga3Pd,Imm2,-0.256435331
3508_Al7Ge,Fm-3m,0.048689488
4825_Cu2Sb2,P4/nmm,0.093063324
3166_Al2Mn,Fm-3m,0.245589236
4169_Al3Mn,Pm-3m,0.462194274
1570_Ge4As2,Pnnm,0.248303905
969_CsW,P-6m2,2.378387332
1861_AsBr8,I4/mmm,0.099615643
4157_GaMn3,Pm-3m,0.208263872
1086_Al2Rh,I4/mmm,-0.793465462
1265_CsNi,Amm2,1.203135245
3632_Mn8P16,Fd-3m,0.059357815
3856_Al2K,I4/mmm,0.283562989
4783_Ag24Al5,I-43m,0.068669407
1567_AgIn3,I4/mmm,0.041452258
4212_Fe16W8,Fd-3m,0.50767548
387_FePd,Fm-3m,0.48125807
2772_CaMn3,Fm-3m,0.693393496
1947_MnNi,F-43m,1.58475765
1091_W2Sb6,Pm-3n,0.742241154
1264_Sb4Ge2,Cmcm,0.117274954
4597_NiGe4,I4/mmm,0.480548737
4577_In2Pt,Fm-3m,-0.491304117
1438_KNa3,I4/mmm,0.024330926
335_Cu3Sb,Fm-3m,0.129216368
479_Ca18Mo6,Pmmn,0.677918586
1442_Ag8P16,Fd-3m,0.515418095
1913_CrSn2,I4/mmm,0.261773828
4092_Au6Pb10,I4/mcm,-0.060666239
2049_Ba4Ir2,Fd-3m,1.209221522
334_Ba2Cu,I4/mmm,0.02334771
2468_Fe6P3,P-62m,-0.528106069
1480_Fe2Pb2,Imma,0.715142205
3787_AuBr3,Fm-3m,0.48348056
1306_Na6Pb2,Pm-3n,-0.126334147
2019_KNa2,I4/mmm,0.014207871
4956_AlSb2,I4/mmm,0.144480653
3491_Al3Pt,Cmmm,-0.483422038
4111_Ba5V,Cm,0.560379815
3666_Ba2Na2,P4/nmm,0.006842878
2373_PbV,F-43m,1.603517915
942_Cu2Ga2,Cmcm,-0.038463214
1546_Mo2Pb4,Cmcm,0.570480241
3206_InNb,Pm-3m,0.2792114
3125_Al2Sb,P4/mmm,0.171565483
1667_Cs4I12,Pnma,-0.96833574
2768_Ga2Pt,I4/mmm,-0.298878951
1524_KAs8,I4/mmm,0.26800723
1410_K2Na,I4/mmm,0.008758969
3921_Sb3Ge,P4/mmm,0.267700497
2399_FeGa3,I4/mmm,0.065667304
589_Ni2P6,I4/mmm,0.341330703
3260_P12Br17,I-43m,-0.116022651
130_GaP,Pm-3m,0.282707785
1087_Fe2Pb2,P4/nmm,0.293446184
4420_Au3P4,I4/mmm,0.006483111
3215_K8W4,Pa-3,2.07750302
1177_PAs5,F-43m,0.769939934
4900_Ca2Sr,I4/mmm,0.014587684
1624_Al3Cu9,Pmmm,-0.033123346
2540_Al2Sb6,Cmcm,0.076394836
4917_In2Pd2,P4/nmm,-0.411506875
926_Nb4Pb4,Pnma,0.573562175
57_Ga2Np,P6/mmm,-0.253450184
4491_Cu2Pb,I4/mmm,0.259863775
847_Fe3Pb,Pm-3m,0.841824678
4338_VP3,Pm-3m,0.395780343
493_Fe3Na,Fm-3m,1.119576148
3128_NiGe2,P4/mmm,0.068887291
4449_K3Pd,Immm,0.090262969
1082_Pb4V,Im-3m,0.315266865
1970_FePb3,P4/mmm,0.481671418
2520_Pd4Sn12,Cmce,-0.344520653
3323_Sr4As2,Pnnm,-0.869451075
1704_P16Br4,I23,0.268270118
2125_AgSn4,I4/mmm,0.267207614
3426_NiPb3,Pm-3m,0.3375171
3855_CuSr3,P4/mmm,0.02308109
3455_FeGe7,Fm-3m,0.440686816
3228_Al4In,Im-3m,0.638189073
3168_Ga10Mn4,P4/mbm,-0.121910448
3490_PbYb,P4/mmm,-0.604697754
3661_MoI,Fm-3m,1.371895778
330_FePd3,Pm-3m,1.310138988
4897_CaSn,Pm-3m,-0.604792309
1613_P12As17,I-43m,0.332706979
4732_MoSn4,Im-3m,0.197062661
3099_Al3Ir,Imm2,-0.449967247
2506_SnTa,F-43m,1.649059131
2777_Ga3Rh,P4/mmm,-0.177278953
1606_Ba2In4,Imma,-0.493789454
4038_Ga2K2,Fd-3m,0.085636319
2495_Au2In4,Pnnm,-0.152326267
3633_Ta4Sb8,Pnma,0.260012191
2996_RbSm,F-43m,1.511983272
3160_Ca10Ge6,I4/mcm,-0.573159555
4196_Ni2Sr2,Pmma,0.195339526
86_Ni2Sb2,P4/nmm,-0.058220844
3261_Al2In2,I4_1/amd,0.179782887
227_Ir2Na4,Cmcm,0.231037928
2361_K4Ge2,Cmcm,0.199385988
545_Ba2Pd4,Cmcm,-0.420127769
2631_MoSr3,I4/mmm,0.833784354
4928_Ba2Mn2,P4/nmm,0.816908195
1429_Ga3Br,Immm,-0.066848588
1562_NiP,P-6m2,-0.209546591
2343_Ni2Sn4,I4_1/amd,0.21865531
2593_FeBi3,Fm-3m,0.515732921
3406_Fe2Sb4,I4_1/amd,0.196087719
375_Cu4Sn5,I4/mmm,0.215124714
3885_BaGe8,I4/mmm,0.075164554
4958_Ba2Ge2,P4/nmm,-0.177875867
4863_AlBa2,I4/mmm,-0.07285462
2476_Fe4Mo8,Pa-3,0.743594827
402_GaNa3,I4/mmm,0.019456373
3742_Al3K,P4/mmm,0.197755643
267_CrP7,Fm-3m,0.651023819
3361_Ca16W4,I-43m,1.083036511
698_TaGe2,I4/mmm,-0.188511923
2789_PtBi,Fm-3m,-0.167461948
4531_InNi2,I4/mmm,-0.020624699
1841_Pd2Sn8,Ccce,-0.291283804
2449_Ca4Mo2,Cmcm,0.433101666
3999_GaAs3,Imm2,0.338004408
2886_CaNa3,Imm2,0.064918146
4326_VAs7,Fm-3m,0.476624784
3102_CaBr,F-43m,-1.233142185
4727_FeNa3,P4/mmm,0.953419923
4213_CaSb,P4/mmm,-0.810647756
4159_In4Mn2,Pnnm,0.37579358
1756_FePb3,Pm-3m,0.94492792
601_VGe3,P4/mmm,0.10486923
2731_Ga2Ge2,Pmmn,0.162879689
1904_In4Mn4,Pnma,0.253096197
4725_TaP5,P4/mmm,0.312050952
4955_Fe2Br2,Imma,0.554255787
660_Al3Ca,Fm-3m,-0.021197132
1141_AlPd2,I4/mmm,-0.790334889
4218_PbP3,P4/mmm,0.542184483
259_K2As2,P4/nmm,-0.160004924
2928_CsCu,Pm-3m,0.439968943
1608_Ag4Sn2,I4/mcm,0.082721194
256_CuIr,F-43m,1.783717347
2649_Ba5Sn,Cmmm,-0.183524042
1886_CrSr2,I4/mmm,0.530204883
4119_Al5K4,I4/mmm,0.221806965
2558_AlK5,P4/mmm,0.188813268
1621_FePb,Pm-3m,0.840248762
2742_CsIr,R-3m,1.56645733
1517_Na4Pt4,P2_13,0.233211016
2419_Ag5Al3,Amm2,-2.339860029
2769_Ba2Br6,Pm-3n,-1.669242551
2594_Al2Rh2,Pmmn,-0.778370663
2734_Al6Sr2,Pmmn,-0.188647822
2604_PbAs3,Immm,0.253312564
4120_Cu8Sb4,Pa-3,0.414441701
3414_PbGe5,P4/mmm,0.285313456
3153_Au2Br,I4/mmm,0.273339214
349_Ga2As2,P4/nmm,0.221174261
2954_Mo2P2,I4_1/amd,0.061618715
702_Al2K2,Cmcm,0.212251813
2554_InNa2,P4/mmm,-0.022444605
2128_FePd,Pm-3m,0.061101186
4330_Mo2P,I4/mmm,-0.20070911
636_Pd3Sb,Pmm2,-0.328987184
214_PI,R-3m,0.676145313
1415_Mo4Pb4,Pnma,0.988851902
2508_Fe2Pb2,Pmmn,0.690266306
3207_Na2P2,Cmcm,-0.369317728
4160_InRh,Pm-3m,-0.430472286
2891_InMo,Fm-3m,1.127055332
3348_Au12Sb17,I-43m,0.120151874
3599_CuFe2,Immm,0.134576608
1312_PtSb3,P4/mmm,0.001805557
4031_Mn4P2,Pnnm,-0.037488099
1459_CsW,F-43m,-11.82074014
1205_PAs3,Pm-3m,0.623725608
4032_K3P,Pm-3m,-0.030217587
1050_Pd8Sb4,Cmc2_1,-0.473362717
4565_CuIn7,Fm-3m,0.110014916
2799_AlIn5,F-43m,0.224386926
4417_Ca4Ge,Im-3m,-0.118082367
1164_Ba4Cu2,Cmc2_1,0.039111511
1991_AuP,F-43m,0.216376918
4791_NaP3,Immm,0.076200731
46_Cr3Sr,P4/mmm,0.733092124
2538_Al18Rh6,Pmmn,-0.529446957
3133_Au4As2,Cmcm,0.107973415
595_Fe2Ga2,P4/nmm,0.047430564
3063_Mn4P2,Pnnm,-0.029866865
3190_Sn2W2,Cmcm,0.4676485
1673_AsBr2,I4/mmm,0.182119748
3501_P2Br6,Pm-3n,0.644935419
2069_Pt2As2,P4/nmm,-0.10985903
2408_AuGa,F-43m,-0.044513398
3230_Ba2Ca2,Pmmn,0.040648647
4333_MoSr3,Pmm2,0.926198522
1001_Ge2Br,I4/mmm,-0.003493188
738_BaV2,I4/mmm,0.885057309
49_Al3Sb5,Cmmm,0.240656504
22_RhGe3,Imm2,-0.090516059
231_Ba3Ir,Pm-3m,0.331554869
3408_Ac3Fe,Fm-3m,0.717751013
1734_AgGe3,Immm,0.266023785
4144_AuSb3,Pm-3m,0.77127589
4465_Pd2P2,Cmme,-0.074889804
1266_Mn5Sb,P4/mmm,0.333787426
4489_EuNi,Fm-3m,-0.030160827
4506_Ba3In,P4/mmm,-0.211620369
4285_In2Mn,I4/mmm,0.216387069
4277_ThBr,F-43m,-0.170410283
2107_K6Ni4,Fdd2,1.113266206
1308_Ba2Sn4,Imma,-0.559416007
2474_Sr4Br8,Pnma,-2.158174452
4844_CuIn7,Fm-3m,0.013238372
2972_Ag4Br2,Cmcm,-0.191544698
580_SmBi,P-6m2,-1.060901934
1075_Sr2W2,Fd-3m,1.388439072
2913_Pb2P2,P4/nmm,0.163688778
1291_Al5Sb,Cmmm,0.133070644
2657_Fe2W,P4/mmm,0.850949436
3807_Pd6Sr2,Cmcm,-0.375023231
329_SnTa,F-43m,1.464329288
381_Sb4Ge2,Cmcm,0.240386589
804_Au16Sr4,I-43m,-0.451627781
1223_Al2Cu,Fm-3m,-0.179131843
1574_Al4Sn2,Pnnm,0.303247422
2322_Ag2Na4,I4/mcm,-0.05035175
2545_Fe3Mo,Pm-3m,0.082821534
2937_Fe3Na,P4/mmm,1.132779497
544_Mn4Sb5,I4/mmm,0.612623442
152_Ni2As6,I4/mmm,0.295224809
1361_Pt2Sb2,P6_3/mmc,-0.559825365
3116_Ba5Ca,P4/mmm,0.024881927
328_Ba2In,I4/mmm,-0.311925553
4429_NaSb3,Immm,-0.052586403
1434_Cr12P17,I-43m,-0.083050636
4824_Al6Mn2,Pm-3n,-0.113839646
510_Ga2P,Fm-3m,0.12522364
1097_Pb2Sb2,Imma,0.061367889
3889_CuAs7,Fm-3m,0.511007037
4282_AlSn,Fm-3m,0.066888951
921_Cr4P8,Pa-3,0.172275017
705_P16As8,Fd-3m,0.264091578
2380_K2Ni2,Imma,1.102450929
3550_Ta2Sb2,Cmcm,0.025737314
2559_Ca2Ga2,Cmcm,-0.466842815
4267_Ba3Ge,P4/mmm,-0.228761049
4295_AuAs5,Cmmm,0.491540608
3018_Cu5Br3,Cmmm,0.248193483
4868_AgSr3,Fm-3m,0.090813157
3662_Sb2Ge2,P4/nmm,0.29202657
2168_Pb6As18,Pmmn,0.175329783
3329_CuIn,F-43m,0.538279125
3022_Pb2P4,I4/mcm,0.115284957
1908_CuGe3,P4/mmm,0.234394777
2652_Fe4Pb,Im-3m,1.430692484
4632_Al5K,P4/mmm,0.156207699
4750_Al2Pd6,Cmcm,-0.351232947
1483_Fe2Pb4,I4/mcm,0.655256512
175_Fe3As,Cmmm,0.016682753
3449_CuSb2,I4/mmm,0.202656785
289_P5As,F-43m,0.783724469
4440_Fe3Pd,Cmmm,0.087296053
568_AsBr4,Im-3m,0.082736842
3200_Nb6Br4,R-3c,0.488828232
3180_AlBa2,P4/mmm,0.008558123
3549_NbAs3,P4/mmm,-0.095946795
4354_Fe3Bi,Pm-3m,0.327764214
3981_CsBr,Fm-3m,-1.953201337
4970_PdAs,Cmmm,-0.138616895
2212_P2As2,Fd-3m,0.573028159
3_Mn4Sb2,I4_1/amd,0.495980832
1557_CuGe3,P4/mmm,0.234910975
3610_Ga2Rh2,Pmmn,-0.485114047
2736_PtGe3,Cmmm,0.101958061
1061_AgNa2,I4/mmm,0.005725547
4141_Ga8Pb,I4/mmm,0.049763462
4617_PbGe2,I4/mmm,0.300913383
3845_P2Br4,Cmcm,-0.007437661
2431_Ag5Al5,P-1,-0.020304509
3297_Na2Pb2,Pmmn,-0.104791629
4004_Na12P4,Pnma,-0.368706088
3690_NpPb,F-43m,1.301192992
533_Ga12P17,I-43m,0.04345749
4311_NaTa,P4/mmm,1.082481991
2929_K2Sn2,Pmmn,-0.130116351
2413_Cu2Ge4,Pnnm,0.187492936
4433_BaIn3,P4/mmm,-0.29742472
4987_In3W,Fm-3m,0.893479181
225_AlPd2,I4/mmm,-0.791713554
21_In2Sn4,C2/m,0.001088492
1576_Ag2Sn,I4/mmm,-0.005144715
2586_Al3Pt,Cmmm,-0.481197048
2359_Ba2V4,I4/mcm,1.311242249
366_NiAs3,Fm-3m,0.00778962
2011_Ba8Bi6,I-43d,-0.952543719
2318_PbSb,P4/mmm,-0.029336682
4601_K3P,Pm-3m,-0.020166751
1213_Al9Sr5,R-3m,-0.273992729
1617_AlSr5,Cmmm,0.047300498
1878_Ca2Rh,P4/mmm,-0.260112071
1081_Fe3Na,Pm-3m,0.721453014
4001_KSr5,F-43m,0.12269254
4843_CrSm,Fm-3m,0.55268427
306_Na2Pt2,P4/nmm,0.053488331
3606_KNi,R-3m,1.005247191
4112_Pd2Rb,I4/mmm,0.144446752
924_Fe16Na4,I-43m,0.885458409
3730_Al2Cu,P4/mmm,-0.024514671
3831_Na4P2,P4_2/mnm,-0.146156323
3820_Al3Fe,I4/mmm,-0.180398533
4273_AgSr3,P4/mmm,-0.14193432
300_Ag2Ca4,I4/mcm,-0.248112254
3045_AcEu,P-6m2,-0.034985872
4454_MoSr,P4/mmm,1.442228825
4272_RbW,F-43m,3.473318277
2831_AuI,P-6m2,0.261499662
4775_Mo4P8,I4_1/amd,0.106560836
1730_Cr4Sn8,Fddd,-0.026592751
2115_Pd8Sb4,Cmc2_1,-0.463038088
4971_Ni2Sb4,Pnnm,-0.374384698
1868_FeSr,P-6m2,1.025650346
4090_Cu2Sb2,P4/nmm,0.094774534
1718_Ba2Sn2,Pmma,-0.611947154
4043_AlBa5,P4/mmm,-0.004254408
4022_KP,F-43m,0.712586258
3617_BaGe2,I4/mmm,-0.293548447
4980_Rh6P4,Fdd2,-0.494930419
3703_CuFe2,Fmmm,0.079502949
4563_AlP,Fm-3m,-0.369183841
930_Ba4Pd2,Cmcm,-0.311219898
4780_Pb4P,I4/mmm,0.443488675
134_Au4Sr16,I-43m,-0.113043618
1818_Ba2Pd,Fmmm,-0.362883485
594_AlP2,I4/mmm,0.005681562
2522_Sb6Ge2,Cmcm,0.164903402
690_Ag6Al2,P4/nmm,-0.003305948
2787_CaCu,F-43m,0.535876606
2833_Nb2As2,Imma,-0.226772993
787_Al3I,I4/mmm,0.400096455
444_Al2Pd,I4/mmm,-0.589000507
3390_SmP,F-43m,-1.419133231
3484_PdBr,Fm-3m,-0.107041279
552_Fe17Pb12,I-43m,1.232481014
3857_FeTh,Fm-3m,0.155944765
4642_AgSr,P-6m2,-0.135196293
2202_Cr3Sr,P4/mmm,2.343766949
1207_Ce4Ge4,Pnma,-0.990176443
1451_PbI2,P-3m1,-0.777197239
1971_Ca5Cu3,P4/mmm,-0.056590067
3248_In2Rh,Fm-3m,-0.311568378
3713_Al2Br2,Fd-3m,0.076086459
92_InI,R-3m,-0.371041092
2971_Ca5Sb4,I4/mmm,-0.541558037
561_Ag4Al3,I4/mmm,-0.015031562
632_Nb4I16,Cmc2_1,-0.59145299
1751_Al2P2,P4/nmm,0.171134828
199_Al2V,Fmmm,3.021478292
