file_name,formula,space_group,value_per_atom,composition,crystal_system
802_FePd,FePd,Pm-3m,0.0486880392537516,FePd,cubic
803_Au5Sr24,Au5Sr24,I-43m,0.0134686051511183,Sr24Au5,cubic
804_Au16Sr4,Au16Sr4,I-43m,-0.4516277814634968,SrAu4,cubic
806_Al2Cu2,Al2Cu2,Pmma,-0.1881961713948934,AlCu,orthorhombic
808_In5Ta3,In5Ta3,Cmmm,0.274984929722831,Ta3In5,orthorhombic
810_Cu3K,Cu3K,Pm-3m,0.7647491590705378,KCu3,cubic
817_SmI3,SmI3,Pm-3m,-0.8819491333694671,SmI3,cubic
819_Au3Nb,Au3Nb,Pmmm,-0.0370355227978214,NbAu3,orthorhombic
821_Ag12Br4,Ag12Br4,Pnma,0.0515699371614406,Ag3Br,orthorhombic
824_Nb2W,Nb2W,Immm,0.4045436001845151,Nb2W,orthorhombic
826_BaSn5,BaSn5,Cmmm,-0.2592371020090927,BaSn5,orthorhombic
829_Fe3Pb,Fe3Pb,Fm-3m,0.8221365150147326,Fe3Pb,cubic
830_Mn4W16,Mn4W16,I-43m,0.9114480338063672,MnW4,cubic
831_Ag4Ge12,Ag4Ge12,Pnma,0.2482454616969152,AgGe3,orthorhombic
833_Sb3Ge,Sb3Ge,Cmmm,0.2674849223565756,GeSb3,orthorhombic
834_Ag5Sn3,Ag5Sn3,Cmmm,0.0055465449788667,Ag5Sn3,orthorhombic
835_Ag3Br,Ag3Br,Immm,0.1339256805882671,Ag3Br,orthorhombic
836_MnW5,MnW5,F-43m,0.637096752327229,MnW5,cubic
837_Mn2W2,Mn2W2,Fd-3m,0.151687813937281,MnW,cubic
839_Pb4As4,Pb4As4,Pnma,0.0962067827938515,AsPb,orthorhombic
841_Pb2As6,Pb2As6,Pmmn,0.0647045201800651,As3Pb,orthorhombic
843_SbGe3,SbGe3,Cmmm,0.3111828316428111,Ge3Sb,orthorhombic
844_Au2Nb4,Au2Nb4,Cmcm,0.066589382172116,Nb2Au,orthorhombic
845_Ni3Sb,Ni3Sb,Fm-3m,-0.2230025413726162,Ni3Sb,cubic
846_In2Ta2,In2Ta2,Pmma,0.2468565124577857,TaIn,orthorhombic
847_Fe3Pb,Fe3Pb,Pm-3m,0.8418246784643095,Fe3Pb,cubic
920_Cr24P5,Cr24P5,I-43m,0.1464752893235274,Cr24P5,cubic
921_Cr4P8,Cr4P8,Pa-3,0.1722750167158722,CrP2,cubic
922_Ag4Al4,Ag4Al4,Pmm2,-0.0125733738802225,AlAg,orthorhombic
923_Ca4P6,Ca4P6,Fdd2,-0.7364136415173135,Ca2P3,orthorhombic
924_Fe16Na4,Fe16Na4,I-43m,0.8854584092029818,NaFe4,cubic
925_In5Sn,In5Sn,Cm,0.0071618832732151,In5Sn,monoclinic
926_Nb4Pb4,Nb4Pb4,Pnma,0.5735621749519426,NbPb,orthorhombic
927_Pb2Sb2,Pb2Sb2,Imma,0.0600887634065325,SbPb,orthorhombic
928_CaMo3,CaMo3,Pmmm,0.7670388591526027,CaMo3,orthorhombic
929_GeP3,GeP3,Immm,0.3912980832327397,GeP3,orthorhombic
930_Ba4Pd2,Ba4Pd2,Cmcm,-0.3112198981691587,Ba2Pd,orthorhombic
933_BiP,BiP,P-6m2,0.2191229412468898,BiP,hexagonal
934_Nb2Pb4,Nb2Pb4,Pnnm,0.527916409969278,NbPb2,orthorhombic
935_BaPd5,BaPd5,Amm2,-0.0742184407992028,BaPd5,orthorhombic
936_FeAs3,FeAs3,Imm2,0.0897481398296129,FeAs3,orthorhombic
939_In2Sn2,In2Sn2,C2/m,0.0072557806581281,InSn,monoclinic
941_FeIn,FeIn,P-6m2,0.331680491258254,InFe,hexagonal
942_Cu2Ga2,Cu2Ga2,Cmcm,-0.0384632138339466,GaCu,orthorhombic
943_USb,USb,P-6m2,-0.2871926910980855,USb,hexagonal
944_Sb5Ge,Sb5Ge,Cmmm,0.3160109171990714,GeSb5,orthorhombic
945_RbRh,RbRh,P-6m2,1.0520374114343962,RbRh,hexagonal
946_Al10Ga6,Al10Ga6,Cmcm,0.095685762753773,Al5Ga3,orthorhombic
947_Au12Nb12,Au12Nb12,Pbcm,0.0246907527303363,NbAu,orthorhombic
949_Cr12Ta12,Cr12Ta12,Pbcm,0.2317028235556613,TaCr,orthorhombic
950_Sb3Ge,Sb3Ge,Immm,0.2281014348942531,GeSb3,orthorhombic
951_Fe2Mo,Fe2Mo,Fm-3m,0.8205961221980852,Fe2Mo,cubic
952_Pb2As4,Pb2As4,Pnnm,0.1364370872739471,As2Pb,orthorhombic
953_Al2In6,Al2In6,Cmcm,0.1239297719224783,AlIn3,orthorhombic
954_Ga24Pt5,Ga24Pt5,I-43m,-0.0221923533320317,Ga24Pt5,cubic
956_GaU,GaU,R-3m,-0.2505695382326465,UGa,trigonal
958_Al3In,Al3In,Cmmm,0.1618625852910868,Al3In,orthorhombic
960_In2Br4,In2Br4,Cmcm,-0.4657886603656829,InBr2,orthorhombic
961_PaSr,PaSr,R-3m,0.428211552056168,SrPa,trigonal
963_Pb5As,Pb5As,Cmmm,0.0730055359613004,AsPb5,orthorhombic
964_KMn,KMn,P-6m2,1.154798689515636,KMn,hexagonal
967_Ga2K,Ga2K,Immm,0.003014998792573,KGa2,orthorhombic
969_CsW,CsW,P-6m2,2.3783873322065965,CsW,hexagonal
970_Nb4W8,Nb4W8,Pnma,0.124329705043389,NbW2,orthorhombic
971_Cr6Ta2,Cr6Ta2,Pmmn,0.3273652456195499,TaCr3,orthorhombic
973_MnW,MnW,Pm-3m,0.1476485737560633,MnW,cubic
977_SmW,SmW,F-43m,2.654567875129585,SmW,cubic
978_AlIn3,AlIn3,Pmm2,0.1314761879387154,AlIn3,orthorhombic
979_AuNb3,AuNb3,Imm2,0.040060795731776,Nb3Au,orthorhombic
980_CrTa,CrTa,Cmmm,0.1363227916180687,TaCr,orthorhombic
981_AlMo3,AlMo3,Fm-3m,-0.0073852883437464,AlMo3,cubic
982_Cr2Na2,Cr2Na2,Cmme,0.6053910532536468,NaCr,orthorhombic
985_BaIr3,BaIr3,Fm-3m,1.048165124383834,BaIr3,cubic
986_PAs,PAs,Pm-3m,0.5533038979136409,AsP,cubic
987_Cr2Na2,Cr2Na2,Pmmn,0.9853560370272048,NaCr,orthorhombic
990_Ga16Pt4,Ga16Pt4,I-43m,-0.0780871849600103,Ga4Pt,cubic
991_Ni4Rh2,Ni4Rh2,Pmmm,0.0388150810912032,Ni2Rh,orthorhombic
993_Ba4Ni6,Ba4Ni6,R-3c,0.4805433521371796,Ba2Ni3,trigonal
994_Ga3Pt5,Ga3Pt5,Cmmm,-0.561520434446523,Ga3Pt5,orthorhombic
998_KI,KI,R-3m,-1.585206424514379,KI,trigonal
1002_RhV,RhV,F-43m,0.6960338821994467,VRh,cubic
1009_RhU,RhU,P-6m2,-0.1940488904539723,URh,hexagonal
1017_CuGa,CuGa,P-6m2,-0.0550340558600681,GaCu,hexagonal
1022_SmGe5,SmGe5,Immm,-0.6336399568411982,SmGe5,orthorhombic
1023_Ac4I6,Ac4I6,R-3c,-1.1254737931145116,Ac2I3,trigonal
1026_Ge2P4,Ge2P4,Cmcm,0.2497538444960133,GeP2,orthorhombic
1028_FeP,FeP,R-3m,-0.2909302413017611,FeP,trigonal
1030_CrNb2,CrNb2,Fmmm,0.1022690800026554,Nb2Cr,orthorhombic
1036_Au16Sr4,Au16Sr4,I-43m,-0.4394674910717768,SrAu4,cubic
1037_AlCa3,AlCa3,Immm,-0.0462830051008067,Ca3Al,orthorhombic
1038_Ag6Al4,Ag6Al4,P-1,-0.0511797502237229,Al2Ag3,triclinic
1040_Cu8Pt4,Cu8Pt4,P-1,-0.1016922929724071,Cu2Pt,triclinic
1044_Fe2Mo4,Fe2Mo4,Fd-3m,0.7116753557152222,FeMo2,cubic
1047_K2Na4,K2Na4,Pnnm,0.0428438262803355,KNa2,orthorhombic
1048_Cu7Pt5,Cu7Pt5,P1,-0.1273997840012809,Cu7Pt5,triclinic
1049_Fe4V2,Fe4V2,Cmcm,0.1077950162773397,VFe2,orthorhombic
1050_Pd8Sb4,Pd8Sb4,Cmc2_1,-0.4733627168891452,SbPd2,orthorhombic
1051_W4Sb16,W4Sb16,I-43m,0.8629071845772032,Sb4W,cubic
1052_CuIr,CuIr,F-43m,2.1677452154660086,CuIr,cubic
1053_Cr2Ta6,Cr2Ta6,Cmcm,0.0611923339509843,Ta3Cr,orthorhombic
1054_Sr16W4,Sr16W4,I-43m,1.1537662752830578,Sr4W,cubic
1055_SrW3,SrW3,Pm-3m,1.6994325432565986,SrW3,cubic
1056_NiSn,NiSn,P-6m2,-0.1179296850231041,NiSn,hexagonal
1057_Fe4V12,Fe4V12,Pnma,0.0315684178168123,V3Fe,orthorhombic
1058_V4W2,V4W2,Pnnm,0.6447502404714527,V2W,orthorhombic
1059_Ir18Mo6,Ir18Mo6,Pmmn,-0.2434333486468745,MoIr3,orthorhombic
1060_CuTh,CuTh,F-43m,0.8185751649189763,ThCu,cubic
1062_MoP,MoP,Fm-3m,-0.0433567812069348,MoP,cubic
1063_Pb8Sb4,Pb8Sb4,Pnma,0.0237348567169709,SbPb2,orthorhombic
1064_EuU,EuU,Fm-3m,1.3282505515044436,EuU,cubic
1068_Ca3Ni,Ca3Ni,Fm-3m,0.2013279866958397,Ca3Ni,cubic
1070_Ni5Ta,Ni5Ta,F-43m,-0.2416319823883223,TaNi5,cubic
1075_Sr2W2,Sr2W2,Fd-3m,1.388439071506709,SrW,cubic
1077_AgTa7,AgTa7,Fm-3m,0.265534970245266,Ta7Ag,cubic
1078_Pt24Ge16,Pt24Ge16,Pnma,-0.5805424910480653,Ge2Pt3,orthorhombic
1079_AuGa,AuGa,F-43m,0.0772690096115358,GaAu,cubic
1081_Fe3Na,Fe3Na,Pm-3m,0.7214530138825488,NaFe3,cubic
1082_Pb4V,Pb4V,Im-3m,0.3152668653469838,VPb4,cubic
1085_Fe4As6,Fe4As6,Fdd2,0.0774651105346301,Fe2As3,orthorhombic
1088_NaPt4,NaPt4,Im-3m,0.9276235444384432,NaPt4,cubic
1089_MoP,MoP,Pm-3m,-0.4032645725072434,MoP,cubic
1090_Al3K,Al3K,Fm-3m,0.3997707114694173,KAl3,cubic
1091_W2Sb6,W2Sb6,Pm-3n,0.7422411538439109,Sb3W,cubic
1094_NaPt,NaPt,Pm-3m,0.1854154476944316,NaPt,cubic
1095_Cr4Ta6,Cr4Ta6,Fddd,0.2239742892993831,Ta3Cr2,orthorhombic
1097_Pb2Sb2,Pb2Sb2,Imma,0.0613678890081708,SbPb,orthorhombic
1099_AuU,AuU,Fm-3m,0.1006976759970168,UAu,cubic
1100_WSb,WSb,Pm-3m,0.6333799695471152,SbW,cubic
1101_MoI,MoI,F-43m,1.310114103845386,MoI,cubic
1105_Al4In2,Al4In2,Cmcm,0.1216467440318395,Al2In,orthorhombic
1106_SnW,SnW,F-43m,1.9705389854412072,SnW,cubic
1107_Pb3V,Pb3V,Pm-3m,0.414796380719622,VPb3,cubic
1108_WSb4,WSb4,Im-3m,0.6132872102765802,Sb4W,cubic
1109_As3Br,As3Br,Fm-3m,0.4961707944660891,As3Br,cubic
1111_Ag7Al5,Ag7Al5,P1,-0.0374998018127884,Al5Ag7,triclinic
1112_Cr3Ta,Cr3Ta,Immm,0.054785266293079,TaCr3,orthorhombic
1113_IrAs5,IrAs5,F-43m,0.915548865946659,As5Ir,cubic
1114_Pb2V,Pb2V,Fm-3m,0.7233741524777114,VPb2,cubic
1115_Ba4Ni6,Ba4Ni6,R-3c,0.4894772677785376,Ba2Ni3,trigonal
1116_Ir2Ta4,Ir2Ta4,Imma,0.1685092472094496,Ta2Ir,orthorhombic
1117_Al8Pb4,Al8Pb4,Pnma,0.2485274522084513,Al2Pb,orthorhombic
1120_Al6Pb18,Al6Pb18,Pmmn,0.1724440600109176,AlPb3,orthorhombic
1122_Au4Mn6,Au4Mn6,Fdd2,0.1804851735896761,Mn3Au2,orthorhombic
1123_Au8Mn4,Au8Mn4,Pnma,-0.03722282827629,MnAu2,orthorhombic
1125_AlMo2,AlMo2,Fmmm,2.233849459482612,AlMo2,orthorhombic
1129_Al2Pb4,Al2Pb4,Pnnm,0.2678257974993154,AlPb2,orthorhombic
1134_Fe2Pb6,Fe2Pb6,Cmcm,0.7930030037002895,FePb3,orthorhombic
1135_BaIr2,BaIr2,Fmmm,2.783862077291165,BaIr2,orthorhombic
1136_Mo4Pb8,Mo4Pb8,Pnma,0.7113737394934839,MoPb2,orthorhombic
1137_Al4Pb8,Al4Pb8,Pnma,0.1908878355909351,AlPb2,orthorhombic
1138_Au2Mn6,Au2Mn6,Cmcm,0.3285969933139405,Mn3Au,orthorhombic
1144_Ce3Sn,Ce3Sn,Pm-3m,-0.5155391190107332,Ce3Sn,cubic
1145_Ba2Ir4,Ba2Ir4,Fd-3m,-0.006348404294106,BaIr2,cubic
1146_Fe8Pb4,Fe8Pb4,Pa-3,1.0841797110529658,Fe2Pb,cubic
1147_K2P2,K2P2,Cmcm,-0.4137983534760199,KP,orthorhombic
1149_NbI,NbI,F-43m,1.049989155341601,NbI,cubic
1150_GaPt3,GaPt3,Pm-3m,-0.4503010499927162,GaPt3,cubic
1151_NbBi3,NbBi3,Pm-3m,0.471062909762173,NbBi3,cubic
1152_K2P2,K2P2,Cmcm,-0.4163686881296446,KP,orthorhombic
1154_BaIr3,BaIr3,Pm-3m,0.8991729438340785,BaIr3,cubic
1155_Ca3Pb,Ca3Pb,Pmm2,-0.3742175042414386,Ca3Pb,orthorhombic
1156_Fe44Mo2,Fe44Mo2,Fd-3m,0.2030259481731812,Fe22Mo,cubic
1157_Cr4Nb2,Cr4Nb2,Fd-3m,-0.047242148869607,NbCr2,cubic
1158_NaPd2,NaPd2,Immm,-0.0431735977720085,NaPd2,orthorhombic
1160_Fe3As,Fe3As,Cmmm,0.1806419260128855,Fe3As,orthorhombic
1161_AuMo,AuMo,F-43m,2.2015380882334377,MoAu,cubic
1162_Fe6V4,Fe6V4,Fdd2,-0.0192158893058021,V2Fe3,orthorhombic
1164_Ba4Cu2,Ba4Cu2,Cmc2_1,0.0391115110717175,Ba2Cu,orthorhombic
1167_AgTa3,AgTa3,Pm-3m,3.130992588674295,Ta3Ag,cubic
1168_Pb5Sr24,Pb5Sr24,I-43m,0.0469595991761585,Sr24Pb5,cubic
1169_Cu6Pt5,Cu6Pt5,P1,-0.133328817054783,Cu6Pt5,triclinic
1171_Mo2P6,Mo2P6,Pm-3n,0.0578274049284992,MoP3,cubic
1172_CuNi,CuNi,F-43m,1.7193662460175383,CuNi,cubic
1173_GaP4,GaP4,Im-3m,0.6351338889906983,GaP4,cubic
1174_PbV4,PbV4,Im-3m,1.736418693171305,V4Pb,cubic
1175_Ba5Pd,Ba5Pd,Amm2,-0.0416080374204114,Ba5Pd,orthorhombic
1177_PAs5,PAs5,F-43m,0.7699399335684985,As5P,cubic
1178_P12As17,P12As17,I-43m,0.3348875683184654,As17P12,cubic
1180_Mo3W,Mo3W,P2/m,-0.0004325140166905,Mo3W,monoclinic
1181_MoPb5,MoPb5,Amm2,0.463974806041629,MoPb5,orthorhombic
1182_Nb2Pb4,Nb2Pb4,Cmcm,0.5336396650961781,NbPb2,orthorhombic
1183_K3Sn,K3Sn,Immm,-0.0495743689624823,K3Sn,orthorhombic
1184_Ca3Pb,Ca3Pb,Pmm2,-0.1979178734946765,Ca3Pb,orthorhombic
1185_AsBr,AsBr,Pm-3m,0.606413846195041,AsBr,cubic
1186_Ag6Al2,Ag6Al2,Cmmm,-0.0471502445581117,AlAg3,orthorhombic
1188_Ca6P2,Ca6P2,Pmmn,-0.6035213080755142,Ca3P,orthorhombic
1189_CuBr3,CuBr3,Imm2,-0.1813563709530927,CuBr3,orthorhombic
1190_Pd2Sb4,Pd2Sb4,Cmcm,-0.2272682943687858,Sb2Pd,orthorhombic
1191_CrNb,CrNb,Fm-3m,0.9536186859240008,NbCr,cubic
1192_Ge8I32,Ge8I32,Pa-3,-0.4877157299122451,GeI4,cubic
1193_Ag7Al3,Ag7Al3,Amm2,-0.0400596366406151,Al3Ag7,orthorhombic
1195_Ag5Al3,Ag5Al3,Amm2,-0.0629852474614018,Al3Ag5,orthorhombic
1197_KGe3,KGe3,Imm2,0.2462290881116402,KGe3,orthorhombic
1198_Ag5Al3,Ag5Al3,Amm2,-0.0362252790731596,Al3Ag5,orthorhombic
1200_K4Ni2,K4Ni2,Cmcm,0.6744503580154383,K2Ni,orthorhombic
1201_Cu6Pt4,Cu6Pt4,P-1,-0.1170175652860208,Cu3Pt2,triclinic
1203_BaCu5,BaCu5,Amm2,0.1611099610981305,BaCu5,orthorhombic
1204_PdW2,PdW2,Fmmm,0.0761774245930648,PdW2,orthorhombic
1205_PAs3,PAs3,Pm-3m,0.6237256083686127,As3P,cubic
1206_K2Ge6,K2Ge6,Cmcm,0.180561388428706,KGe3,orthorhombic
1207_Ce4Ge4,Ce4Ge4,Pnma,-0.9901764428373054,CeGe,orthorhombic
1208_W16Sb4,W16Sb4,I23,1.0332184323450888,SbW4,cubic
1209_Ag4Al,Ag4Al,Immm,-0.0270003615448651,AlAg4,orthorhombic
1210_In2Ge2,In2Ge2,Imma,0.1434853874473254,InGe,orthorhombic
1212_Ir4Ta2,Ir4Ta2,Imma,-0.1304702171536978,TaIr2,orthorhombic
1213_Al9Sr5,Al9Sr5,R-3m,-0.2739927291874911,Sr5Al9,trigonal
1216_Pb16Sr4,Pb16Sr4,I-43m,-0.0826897159433492,SrPb4,cubic
1217_Pt4Sr2,Pt4Sr2,Cmcm,-0.413395828067897,SrPt2,orthorhombic
1218_Ba4Cu8,Ba4Cu8,Pnma,0.2957104055890719,BaCu2,orthorhombic
1221_Mo3Pb,Mo3Pb,Immm,0.507330070879302,Mo3Pb,orthorhombic
1222_K5Ge,K5Ge,Amm2,0.115353885773028,K5Ge,orthorhombic
1223_Al2Cu,Al2Cu,Fm-3m,-0.1791318434967745,Al2Cu,cubic
1225_FePd3,FePd3,Fm-3m,-0.0160473646052743,FePd3,cubic
1227_Mn2W6,Mn2W6,Pm-3n,0.1105672566669202,MnW3,cubic
1232_Pt7Sb,Pt7Sb,Fm-3m,-0.1560119826484634,SbPt7,cubic
1233_Ba2Ga2,Ba2Ga2,Pmmn,-0.0618128052502804,BaGa,orthorhombic
1234_SbGe3,SbGe3,Imm2,0.3208394111207813,Ge3Sb,orthorhombic
1235_FePb,FePb,Pm-3m,0.8299400887561053,FePb,cubic
1236_Ag2Ge4,Ag2Ge4,Pnnm,0.2981145380044309,AgGe2,orthorhombic
1237_CaNi5,CaNi5,P6/mmm,-0.1309344261631579,CaNi5,hexagonal
1239_Ba2Sn2,Ba2Sn2,Pmma,-0.6111419105514235,BaSn,orthorhombic
1243_Ag2Ge6,Ag2Ge6,Cmcm,0.2741174677480242,AgGe3,orthorhombic
1245_P17Br12,P17Br12,I-43m,0.0963308127641721,P17Br12,cubic
1246_Al3Cu5,Al3Cu5,Cmmm,-0.2072909856782967,Al3Cu5,orthorhombic
1247_Ba2Ga2,Ba2Ga2,Cmcm,-0.3509398047293142,BaGa,orthorhombic
1248_Pd2Sn2,Pd2Sn2,Pmma,-0.4222715211301207,SnPd,orthorhombic
1249_AuNb3,AuNb3,Immm,-0.0157210614419369,Nb3Au,orthorhombic
1252_Cr16Nb4,Cr16Nb4,I23,0.5503360172435151,NbCr4,cubic
1254_P8Br16,P8Br16,Fd-3m,0.5215730473216924,PBr2,cubic
1256_Ag2Ge2,Ag2Ge2,Cmme,0.1947644454814843,AgGe,orthorhombic
1257_Ba6Ir2,Ba6Ir2,Pm-3n,0.3878091569580264,Ba3Ir,cubic
1260_KP3,KP3,Cmmm,0.5600689693530976,KP3,orthorhombic
1261_FePb3,FePb3,Pm-3m,0.8225211552662088,FePb3,cubic
1262_Cr6Ta18,Cr6Ta18,Pmmn,0.2735172897114353,Ta3Cr,orthorhombic
1264_Sb4Ge2,Sb4Ge2,Cmcm,0.1172749535292852,GeSb2,orthorhombic
1265_CsNi,CsNi,Amm2,1.2031352450911528,CsNi,hexagonal
1267_Al2Rh2,Al2Rh2,Cmcm,-0.8673376400270163,AlRh,orthorhombic
1272_Ba6Ga2,Ba6Ga2,Cmcm,-0.07673025911448,Ba3Ga,orthorhombic
1274_Al5Sr,Al5Sr,Cmmm,0.0170560447700485,SrAl5,orthorhombic
1276_Mn3W,Mn3W,Fm-3m,0.0958503255778993,Mn3W,cubic
1279_MnW3,MnW3,Pm-3m,0.4059069997705169,MnW3,cubic
1280_Fe17Pd12,Fe17Pd12,I-43m,0.6157757955179565,Fe17Pd12,cubic
1281_Mn8W16,Mn8W16,Fd-3m,0.2511346581815014,MnW2,cubic
1282_Ga8Pt16,Ga8Pt16,Fd-3m,-0.3592429540116804,GaPt2,cubic
1283_CaNi5,CaNi5,P6/mmm,-0.1108199941880911,CaNi5,hexagonal
1284_Cr4Nb4,Cr4Nb4,P2_13,0.3977030851031742,NbCr,cubic
1286_Ta2V4,Ta2V4,Cmcm,0.0447167169141889,TaV2,orthorhombic
1287_Nb3Sn,Nb3Sn,Pm-3m,-0.1626790395041961,Nb3Sn,cubic
1289_Bi16I4,Bi16I4,C2/m,-0.1405454727266878,Bi4I,monoclinic
1290_Ag2Br2,Ag2Br2,P2_1/m,-0.4427062432956123,AgBr,monoclinic
1291_Al5Sb,Al5Sb,Cmmm,0.1330706441740492,Al5Sb,orthorhombic
1292_CrNb2,CrNb2,Fm-3m,0.6005480090209071,Nb2Cr,cubic
1293_Au3Ir,Au3Ir,Immm,0.3039893633854751,IrAu3,orthorhombic
1297_RhU,RhU,F-43m,0.4548304180968863,URh,cubic
1298_Al12K12,Al12K12,Pbcm,0.3068203356212556,KAl,orthorhombic
1299_Cr2Na6,Cr2Na6,Cmcm,0.6015848251485396,Na3Cr,orthorhombic
1301_Al2Sb4,Al2Sb4,Pnnm,0.0344713044585702,AlSb2,orthorhombic
1304_SrAs3,SrAs3,Pm-3m,-0.6826751140489415,SrAs3,cubic
1306_Na6Pb2,Na6Pb2,Pm-3n,-0.1263341472736097,Na3Pb,cubic
1307_Fe26Pd2,Fe26Pd2,Fm-3c,0.3245601126779028,Fe13Pd,cubic
1308_Ba2Sn4,Ba2Sn4,Imma,-0.5594160073734505,BaSn2,orthorhombic
1309_Al2Cu,Al2Cu,Immm,-0.1656155871266828,Al2Cu,orthorhombic
1314_Ta3V,Ta3V,Cmmm,0.2921233851410409,Ta3V,orthorhombic
1315_P7As,P7As,Fm-3m,0.7665221907047712,AsP7,cubic
1316_TaGe3,TaGe3,Pmm2,0.2141826952026813,TaGe3,orthorhombic
1361_Pt2Sb2,Pt2Sb2,P6_3/mmc,-0.5598253645688853,SbPt,hexagonal
1362_CuPb,CuPb,P-6m2,0.3462815846160936,CuPb,hexagonal
1365_FePb3,FePb3,Cmmm,0.9185793676251812,FePb3,orthorhombic
1370_Cr5Nb24,Cr5Nb24,I-43m,0.4282415165249063,Nb24Cr5,cubic
1379_Cu18As6,Cu18As6,P-3c1,-0.0680231611870526,Cu3As,trigonal
1380_Fe4Pb8,Fe4Pb8,Pnma,1.0701517736064603,FePb2,orthorhombic
1381_Mo4Pb4,Mo4Pb4,Pnma,0.986165049405022,MoPb,orthorhombic
1382_In2Mn4,In2Mn4,Pnnm,1.087186877735301,Mn2In,orthorhombic
1388_Fe8Na16,Fe8Na16,Fd-3m,0.7667905908766114,Na2Fe,cubic
1389_Cu2Ga4,Cu2Ga4,Cmcm,0.0349927688044265,Ga2Cu,orthorhombic
1390_Ga2Pt4,Ga2Pt4,Cmcm,-0.3798569394426714,GaPt2,orthorhombic
1392_GaNb,GaNb,R-3m,-0.1452180837217334,NbGa,trigonal
1398_Ga2Nb6,Ga2Nb6,Pm-3n,-0.1994136748875981,Nb3Ga,cubic
1401_Ir2Na2,Ir2Na2,Pmmn,0.2327297864083446,NaIr,orthorhombic
1406_Cu2Br2,Cu2Br2,Imma,0.0045894584552015,CuBr,orthorhombic
1409_Cu5Br,Cu5Br,Cmmm,0.2437103675173967,Cu5Br,orthorhombic
1412_FeK,FeK,R-3m,1.3241645138926663,KFe,trigonal
1413_Nb2Pb2,Nb2Pb2,Cmcm,0.4433461486233714,NbPb,orthorhombic
1415_Mo4Pb4,Mo4Pb4,Pnma,0.9888519019726364,MoPb,orthorhombic
1419_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994,FePb2,orthorhombic
1420_CaCs,CaCs,R-3m,0.2514498412173807,CsCa,trigonal
1424_Pd12Sb4,Pd12Sb4,Pnma,-0.3704102548060044,SbPd3,orthorhombic
1426_In4Sn2,In4Sn2,Cm,0.003060684052329,In2Sn,monoclinic
1428_InV,InV,R-3m,0.4022346652563175,VIn,trigonal
1429_Ga3Br,Ga3Br,Immm,-0.0668485881833467,Ga3Br,orthorhombic
1430_BaCu,BaCu,Immm,0.1183265687375136,BaCu,orthorhombic
1434_Cr12P17,Cr12P17,I-43m,-0.0830506357085518,Cr12P17,cubic
1436_AlFe,AlFe,P-6m2,-0.2410192208620589,AlFe,hexagonal
1437_GaP,GaP,R-3m,0.3845919851814665,GaP,trigonal
1440_KI,KI,R-3m,-1.585149885067622,KI,trigonal
1441_BaCu3,BaCu3,I4/mmm,0.4070886445157522,BaCu3,cubic
1442_Ag8P16,Ag8P16,Fd-3m,0.5154180949090043,AgP2,cubic
1443_Pd4Ge2,Pd4Ge2,Imma,-0.003291648050693,GePd2,orthorhombic
1444_Au5Nb3,Au5Nb3,Cmmm,0.0112431867626598,Nb3Au5,orthorhombic
1445_CsI,CsI,P-6m2,-1.619871335866558,CsI,hexagonal
1446_GaNb,GaNb,R-3m,-0.1390046700444722,NbGa,trigonal
1448_PtV3,PtV3,Cmmm,-0.2197814555382198,V3Pt,orthorhombic
1450_Pb4V,Pb4V,Im-3m,0.3160382440149568,VPb4,cubic
1451_PbI2,PbI2,P-3m1,-0.7771972389298755,PbI2,trigonal
1452_In3Br3,In3Br3,Cm,-0.617555666652034,InBr,monoclinic
1453_Na3Pd,Na3Pd,Imm2,-0.0211022296641258,Na3Pd,orthorhombic
1454_Al2Sn6,Al2Sn6,Pmmn,0.1020939395614122,AlSn3,orthorhombic
1455_SrBi,SrBi,P-6m2,-0.630477073737969,SrBi,hexagonal
1456_Ir4Na2,Ir4Na2,Pnnm,0.7132981850153968,NaIr2,orthorhombic
1457_Au2Nb4,Au2Nb4,Cmcm,0.045874804663016,Nb2Au,orthorhombic
1458_CsYb,CsYb,F-43m,0.7037468588154681,CsYb,cubic
1459_CsW,CsW,F-43m,-11.82074013651485,CsW,cubic
1460_Ge8I32,Ge8I32,Pa-3,-0.4836880931436205,GeI4,cubic
1461_Pd2Ge4,Pd2Ge4,Imma,0.1011663982781095,Ge2Pd,orthorhombic
1462_P4Br8,P4Br8,Pa-3,0.1761227743372254,PBr2,cubic
1463_Cr2Na,Cr2Na,Immm,1.0064532429628876,NaCr2,orthorhombic
1464_Ir2Mo,Ir2Mo,Immm,0.0889698773702368,MoIr2,orthorhombic
1466_Fe6Na2,Fe6Na2,Pm-3n,1.2328789781487774,NaFe3,cubic
1467_GaPt4,GaPt4,Im-3m,0.129965552129088,GaPt4,cubic
1468_Cr3P,Cr3P,Fm-3m,-0.1446743340815022,Cr3P,cubic
1470_Ir2Na2,Ir2Na2,Imma,0.4811204745271373,NaIr,orthorhombic
1475_Ca2P2,Ca2P2,Cmcm,-0.816929871768715,CaP,orthorhombic
1476_Ni3Ta,Ni3Ta,Fm-3m,-0.1899694483609204,TaNi3,cubic
1477_CuFe,CuFe,F-43m,1.5323561329046536,FeCu,cubic
1479_Fe6Sb2,Fe6Sb2,Pmmn,0.2828788980736254,Fe3Sb,orthorhombic
