formula,space_group,count,median,median_cif_name,other_cif_names
Pd2W2,Cmcm,2,0.15744333272236585,2882_Pd2W2.cif,2907_Pd2W2.cif
Pd3Rb,P4/mmm,2,0.20452853216476224,4185_Pd3Rb.cif,4950_Pd3Rb.cif
Pd3Sb,Immm,2,-0.3757872514501046,0706_Pd3Sb.cif,2099_Pd3Sb.cif
Pd8Sb4,Cmc2_1,2,-0.46820040254620743,1049_Pd8Sb4.cif,2114_Pd8Sb4.cif
PdRh2,I4/mmm,2,0.06739859248216895,0148_PdRh2.cif,0654_PdRh2.cif
PdU,P-6m2,2,-0.2234693643376619,4925_PdU.cif,4965_PdU.cif
PdV3,Cmmm,2,-0.0324024559128704,4642_PdV3.cif,4883_PdV3.cif
Pt2As,I4/mmm,2,-0.037269582873020554,0930_Pt2As.cif,2053_Pt2As.cif
Pt2V4,Cmcm,2,-0.27297174305486804,2864_Pt2V4.cif,4019_Pt2V4.cif
Pt2W2,Fd-3m,2,0.09167091813706854,4903_Pt2W2.cif,3326_Pt2W2.cif
Pt3As,P4/mmm,2,-0.0046920352727396995,0508_Pt3As.cif,3557_Pt3As.cif
Pt7Sb,Fm-3m,2,-0.14827828065241674,1231_Pt7Sb.cif,2635_Pt7Sb.cif
PtSm,Pm-3m,2,-1.360611093704187,2946_PtSm.cif,0025_PtSm.cif
PtV,F-43m,2,0.6069576864674011,3188_PtV.cif,4255_PtV.cif
PtYb,Fm-3m,2,-0.9089935137096892,1589_PtYb.cif,1628_PtYb.cif
RbRh,P-6m2,2,1.0519706561841788,0145_RbRh.cif,0944_RbRh.cif
RbSm,F-43m,2,1.5106622858772234,2995_RbSm.cif,3168_RbSm.cif
RbU,P-6m2,2,1.176742153057278,1944_RbU.cif,1954_RbU.cif
RbV,P-6m2,2,1.6020720009709983,2160_RbV.cif,2540_RbV.cif
Rh4Ge2,Cmcm,2,-0.2124629624478379,4368_Rh4Ge2.cif,2886_Rh4Ge2.cif
Rh5W3,Cmmm,2,-0.17063948933367795,3060_Rh5W3.cif,3373_Rh5W3.cif
Rh6W4,Fdd2,2,-0.057841298646222505,3156_Rh6W4.cif,4922_Rh6W4.cif
RhGe2,Fm-3m,2,-0.33108885972717,0300_RhGe2.cif,1619_RhGe2.cif
RhSr2,I4/mmm,2,-0.146218234882378,3294_RhSr2.cif,3499_RhSr2.cif
RhU,F-43m,2,0.45127852874520435,1296_RhU.cif,2587_RhU.cif
RhU,P4/mmm,2,-0.35477250366632074,0293_RhU.cif,1527_RhU.cif
RhV,F-43m,2,0.6894043857977974,0754_RhV.cif,1001_RhV.cif
RhYb,Pm-3m,2,-0.5306993138412088,2109_RhYb.cif,3295_RhYb.cif
Sb2P,I4/mmm,2,0.3290222780264216,3183_Sb2P.cif,3475_Sb2P.cif
Sb3Ge,Immm,2,0.2470613885710364,0302_Sb3Ge.cif,0949_Sb3Ge.cif
Sb6Ge2,Cmcm,2,0.21516158406607344,2493_Sb6Ge2.cif,2521_Sb6Ge2.cif
SbGe2,I4/mmm,2,0.2899364314731866,3193_SbGe2.cif,3714_SbGe2.cif
SbGe3,Imm2,2,0.3209023210685702,1233_SbGe3.cif,2159_SbGe3.cif
SbP,Fm-3m,2,0.020491708522397005,0037_SbP.cif,4459_SbP.cif
Sm3W,I4/mmm,2,0.06218981365152215,2956_Sm3W.cif,4134_Sm3W.cif
SmBi,P-6m2,2,-0.9750469420630375,0579_SmBi.cif,1844_SmBi.cif
Sn2Br4,Fd-3m,2,0.2583359453009053,3263_Sn2Br4.cif,4804_Sn2Br4.cif
Sn2W,I4/mmm,2,0.44161467077812533,3312_Sn2W.cif,2313_Sn2W.cif
SnTa,F-43m,2,1.5566942095641227,0328_SnTa.cif,2505_SnTa.cif
SnW2,I4/mmm,2,0.43350616805446524,0741_SnW2.cif,1583_SnW2.cif
SnW3,P4/mmm,2,0.5150952541013094,1158_SnW3.cif,1422_SnW3.cif
Sr2W2,Fd-3m,2,1.3924313104913413,1074_Sr2W2.cif,2001_Sr2W2.cif
Sr4Br8,Pnma,2,-2.1568473683638834,0542_Sr4Br8.cif,2473_Sr4Br8.cif
Sr6Br4,R-3c,2,-1.1921356959902911,0006_Sr6Br4.cif,0019_Sr6Br4.cif
SrW,Pm-3m,2,1.9940280028232205,0630_SrW.cif,0639_SrW.cif
Ta3Sb,P4/mmm,2,-0.00680345258308535,2961_Ta3Sb.cif,4498_Ta3Sb.cif
V2Br,I4/mmm,2,0.43698298483511816,0539_V2Br.cif,0556_V2Br.cif
V2Br2,P4/nmm,2,-0.148394428537304,0108_V2Br2.cif,2077_V2Br2.cif
V2Ge2,P4/nmm,2,-0.20123381178910016,3879_V2Ge2.cif,4630_V2Ge2.cif
V2W,Immm,2,0.1508598416056431,0281_V2W.cif,1510_V2W.cif
V3Br,I4/mmm,2,0.5628685326602723,0090_V3Br.cif,0620_V3Br.cif
V3Br,P4/mmm,2,0.2455567539833976,0954_V3Br.cif,1353_V3Br.cif
V3Sb,Immm,2,-0.09302015466951015,2726_V3Sb.cif,3536_V3Sb.cif
V4W2,I4_1/amd,2,0.49666906323764215,0811_V4W2.cif,2122_V4W2.cif
VW3,P4/mmm,2,-0.0782909087326331,1239_VW3.cif,1258_VW3.cif
W2Sb6,Pmmn,2,0.6954041351706262,3423_W2Sb6.cif,3813_W2Sb6.cif
W5P,F-43m,2,0.760064843571616,0756_W5P.cif,1929_W5P.cif
WBr,Cmmm,2,1.304549101164843,4521_WBr.cif,3047_WBr.cif
WP3,Fm-3m,2,0.3899295268474811,1935_WP3.cif,2061_WP3.cif
YbBr,Fm-3m,2,-1.4189054051459702,3120_YbBr.cif,3130_YbBr.cif
YbGe,P4/mmm,2,-0.8301074998639568,3429_YbGe.cif,4940_YbGe.cif
