file_name,formula,space_group,value_per_atom
2069_Pt2As2,Pt2As2,P4/nmm,-0.1098590302761417
2075_Ir2Mn2,Ir2Mn2,P4/nmm,-0.0091856610615099
2077_Sn4P,Sn4P,Im-3m,0.1624301464290653
2095_GeP5,GeP5,Amm2,0.2502946082764126
2099_Ba16Ir4,Ba16Ir4,I-43m,0.2012769031781847
2100_Pd3Sb,Pd3Sb,Immm,-0.3754922119956188
2104_As16Br4,As16Br4,I23,0.33519920200048
2105_Ag8Ta4,Ag8Ta4,Pa-3,1.3870426358454473
2106_RbBi,RbBi,F-43m,0.6406652800277259
2107_K6Ni4,K6Ni4,Fdd2,1.1132662060029634
2114_Ag8P16,Ag8P16,Fd-3m,0.5141729398957775
2131_Cr3Nb,Cr3Nb,Pm-3m,2.842053501474326
2134_Mn3W,Mn3W,Pm-3m,0.1922058763221663
2136_Cu3Sn,Cu3Sn,P4/mmm,0.0639751215637698
2153_Cr4Nb4,Cr4Nb4,P2_13,0.3954713383290649
2154_Ba4In2,Ba4In2,I4/mcm,-0.2700885921319666
2156_Na4Pt5,Na4Pt5,I4/mmm,0.0008579267341291
2165_AlSb,AlSb,Cmmm,0.2495095536161731
2166_As2Br2,As2Br2,Fd-3m,0.4243112390513999
2169_Pt2V2,Pt2V2,P4/nmm,-0.4021971048022354
2172_V3W,V3W,P4/mmm,-0.0355875914198176
2186_Ir8Pd16,Ir8Pd16,Fd-3m,0.3399996705513632
2189_Sb6Ge2,Sb6Ge2,Pmmn,0.1905762873380529
2190_Al2Cu4,Al2Cu4,Pnnm,-0.0342056402310759
2197_SbGe3,SbGe3,Immm,0.3134360038520034
2199_Al2Ta4,Al2Ta4,Pnnm,0.5322056089761146
2204_Al2Cu6,Al2Cu6,Pmmn,-0.2033060160153859
2212_P2As2,P2As2,Fd-3m,0.5730281592022672
2240_Fe4Pb8,Fe4Pb8,Pnma,0.8179783771490255
2278_Ag5In,Ag5In,P4/mmm,0.0114862417119632
2279_IrNa3,IrNa3,Cmmm,0.3875730521386757
2285_Pb4I8,Pb4I8,R-3m,-0.670563589825953
2295_Ag2Al4,Ag2Al4,I4_1/amd,0.2396434909959482
2307_Cr2W,Cr2W,I4/mmm,0.0618624920747521
2312_In6Mn18,In6Mn18,Pmmn,0.3345304795585899
2327_Cu6Fe2,Cu6Fe2,Pm-3n,0.2644123682040105
2341_Ga4Pt4,Ga4Pt4,P2_13,-0.6357998298661194
2346_Fe2Pt2,Fe2Pt2,P4/nmm,23.193570485481807
2349_Fe4Mo16,Fe4Mo16,I-43m,0.7562870920394872
2353_Cr2Sn2,Cr2Sn2,P4/nmm,0.937295597133363
2363_CuI,CuI,P-6m2,0.2521662775642088
2364_Fe2Pt2,Fe2Pt2,P4/nmm,0.0726527165458259
2382_VBr3,VBr3,I4/mmm,0.1166554523062841
2388_CaP,CaP,Immm,-0.8147897059473337
2389_CuMo,CuMo,F-43m,1.9978086601672205
2391_Pb2V4,Pb2V4,Fd-3m,0.4200073863920721
2405_Cu8Sn,Cu8Sn,I4/mmm,0.0168007235782425
2426_Sn2W2,Sn2W2,P4/nmm,0.3048238265149621
2427_AuYb,AuYb,Fm-3m,-0.8982156585447809
2433_Fe3As,Fe3As,Cmmm,0.1791333723670165
2438_Ag3Al5,Ag3Al5,P1,-0.00615388024503
2443_Ag2In2,Ag2In2,P4/nmm,0.0208346111162605
2446_AuCr2,AuCr2,I4/mmm,0.427669765695344
2448_Au8In,Au8In,I4/mmm,-0.056373013667435
2452_Ca3Mo,Ca3Mo,Cmmm,0.8021335068030071
2453_Ca2Rh,Ca2Rh,I4/mmm,-0.3258940811642953
2456_SrTh,SrTh,P-6m2,0.347384581365417
2459_PbSm,PbSm,R-3m,-0.6981796142919414
2461_RhSr,RhSr,F-43m,0.8294736320698664
2463_AuV,AuV,Fm-3m,0.6925813456617407
2470_Fe2W2,Fe2W2,I4_1/amd,0.2298041388097988
2471_Au2Nb2,Au2Nb2,Cmcm,-0.0631656503998696
2474_Sr4Br8,Sr4Br8,Pnma,-2.1581744519040207
2475_Al2P4,Al2P4,I4/mcm,-0.0696435490452103
2480_NbP2,NbP2,I4/mmm,-0.6505311117964622
2488_AgMn3,AgMn3,P4/mmm,0.3029489061237731
2491_Cu2Ta2,Cu2Ta2,P4/nmm,0.0510309410200644
2492_Cu4Pt7,Cu4Pt7,P-1,-0.1140930060003416
2496_Al2Sn4,Al2Sn4,Pnnm,0.1387351463467692
