file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
3054_SrSb,SrSb,F-43m,-0.3381110220115038,SrSb,6351.647721845449,3232.610564523832
3055_AlPb3,AlPb3,Fm-3m,0.2026536934610288,AlPb3,2654.239072971356,1766.71932579735
3058_Ca2K6,Ca2K6,Pm-3n,0.1668564868052322,K3Ca,2260.27181299957,5748.386666319296
3059_Ba4P2,Ba4P2,I4_1/amd,-0.7354421307758674,Ba2P,2898.655273338683,2583.765234651687
3060_Mo3V,Mo3V,Immm,-0.1013005671636602,VMo3,2535.338136122316,5014.28615707511
3062_CaW3,CaW3,P4/mmm,0.9853804914505152,CaW3,6789.98948610374,4110.313084222733
3063_Mn4P2,Mn4P2,Pnnm,-0.0298668646526903,Mn2P,1687.962497823569,2525.690607044443
3064_Al4Br2,Al4Br2,Pnnm,-0.1377962558375311,Al2Br,2614.714019617066,4521.654538670991
3065_Mo2V2,Mo2V2,Cmme,-0.0680563425467291,VMo,2712.138356430184,4641.041247536279
3066_Nb8Br40,Nb8Br40,Pnma,-0.9904254432297014,NbBr5,4281.087113976307,7258.474137799034
3067_K4Ta2,K4Ta2,I4/mcm,1.1322507917836984,K2Ta,2118.950571511305,5524.19771395478
3068_Pt4Rh8,Pt4Rh8,Pa-3,0.7665586897212068,PtRh2,4319.228725726188,8535.283303608177
3069_Fe2Na2,Fe2Na2,P4/nmm,0.4438350170722662,NaFe,2020.894431011139,1137.542298392327
3070_Au3Mn,Au3Mn,P4/mmm,-0.0381126143200756,MnAu3,1142.532389001626,1068.051822402603
3071_Mo2Rh2,Mo2Rh2,Cmcm,-0.0447398362324946,MoRh,2814.011883598069,6697.290107143485
3072_CaSb3,CaSb3,Cmmm,-0.2721827868377766,CaSb3,7504.517488244958,3212.145806916355
3073_Mn4Rh2,Mn4Rh2,Cmcm,0.0161174144536886,Mn2Rh,2373.792507143123,4798.445965179601
3074_Ag2Mn,Ag2Mn,Immm,0.2038998473890263,MnAg2,1281.18689594062,1481.18689594062
3075_Mo4V8,Mo4V8,Pnma,-0.0006408570692784,V2Mo,2863.518903262007,4321.460093113541
3076_Cu2Ta4,Cu2Ta4,Cmcm,0.1639079811589283,Ta2Cu,2195.444678491364,4307.096341459287
3077_Au3Mn,Au3Mn,I4/mmm,-0.0557070756025801,MnAu3,1142.532389001626,1068.051822402603
3078_Al3Sn3,Al3Sn3,Cm,0.125480888915901,AlSn,2414.803667671611,1488.882200602966
3080_Ag3Al,Ag3Al,Pm-3m,-0.0439969828079953,AlAg3,1230.78448989198,1369.21551010802
3081_GeAs3,GeAs3,Pmmm,0.4621237117053614,GeAs3,3788.492452038434,3487.082925359645
3083_Pd3P,Pd3P,P4/mmm,-0.2245172311260823,PPd3,3093.875124466156,7743.531550793209
3084_AgFe2,AgFe2,Fmmm,0.2691876946108304,Fe2Ag,1810.444064489506,1400.0
3085_Au2Nb4,Au2Nb4,C2/m,0.0528566404423867,Nb2Au,4692.185679389182,4786.357878275084
3086_K4Sn16,K4Sn16,I-43m,-0.0769619674630533,KSn4,2531.531722776839,2026.024836055223
3087_NiV,NiV,P4/mmm,-0.1710537031610801,VNi,2068.68752559632,2382.828825492612
3088_Rh4As12,Rh4As12,Im-3,-0.4381732386554331,As3Rh,3268.594803984371,5256.207840625165
3089_Sn2W2,Sn2W2,Imma,0.6135059614810894,SnW,5273.59444719881,3240.614774417451
3090_PdSb3,PdSb3,P4/mmm,-0.0258166454470663,Sb3Pd,6839.635361458554,4437.803688785245
3091_Mo4W4,Mo4W4,Pnma,0.380614293590968,MoW,5422.603474158268,4642.912288226464
3092_Al4Sn2,Al4Sn2,Cm,0.1378266215590902,Al2Sn,2287.48412853327,1412.490477119962
3093_AlBa3,AlBa3,P4/mmm,-0.0289368508473417,Ba3Al,2913.946747801135,2220.093408672482
3094_In2Ni,In2Ni,I4/mmm,0.018092876315561,In2Ni,2831.803485874143,1898.218149103075
3096_Rh3As,Rh3As,Cmmm,0.1899546984508608,AsRh3,3219.529238623588,7218.830455056472
3097_Ag4Ba6,Ag4Ba6,Fdd2,-0.0507589651294985,Ba3Ag2,2381.368877141211,1990.684438570605
3098_AlSn3,AlSn3,C2/m,0.1044766819611391,AlSn3,2529.572628643349,1557.74357718601
3099_Al3Ir,Al3Ir,Imm2,-0.4499672468645164,Al3Ir,4344.332500027625,6699.767500057377
3100_Na2Sb2,Na2Sb2,P4/nmm,-0.1595024621703382,NaSb,6819.995300292336,2939.40976041879
3101_Al3Ba,Al3Ba,P4/mmm,-0.0367778075288356,BaAl3,2480.819062503133,1817.903415181481
3102_CaBr,CaBr,F-43m,-1.2331421850996755,CaBr,3500.420063009451,5096.219432914937
3103_Al2Sn4,Al2Sn4,C2/m,0.0887452480367532,AlSn2,2497.95241456284,1538.771448737704
3104_Mn3Rh,Mn3Rh,P4/mmm,-0.0283859479505466,Mn3Rh,2215.004573721311,4183.14272317008
3105_Sb2As4,Sb2As4,Pnnm,0.1155331115355782,SbAs2,5362.184834346576,3731.019369433055
3106_AuCu3,AuCu3,Pm-3m,1.1107217943881529,Cu3Au,1345.918153766655,1245.918153766655
3107_GaIn,GaIn,Fm-3m,0.0934294956136678,InGa,4131.200654597082,1962.218152063769
3108_In3Mo,In3Mo,Pmm2,0.3379385834494242,In3Mo,3103.934658510334,2718.906252128776
3109_Al4Ba,Al4Ba,I4/mmm,-0.2379211242006079,BaAl4,2383.915707303946,1727.921728210807
3110_Ba4Cu,Ba4Cu,Im-3m,0.1763109246350126,Ba4Cu,2854.835898925356,2217.049085100203
3111_Al4Ir2,Al4Ir2,Cmcm,-0.45446727995319,Al2Ir,4645.113595406737,7324.466698152453
3112_Na8Pd4,Na8Pd4,Pnma,-0.0135115662789999,Na2Pd,2566.42176289802,5737.220581778644
3113_Ag4W,Ag4W,I4/mmm,1.0330159394192733,Ag4W,2932.894228756496,2266.447114378248
3114_Ag2Ge2,Ag2Ge2,Cmme,0.1973839765043421,AgGe,2849.919505041877,1601.209695736814
3115_RhW3,RhW3,Imm2,0.1259991021727291,RhW3,6402.466896537498,4881.808548108226
3116_Ba5Ca,Ba5Ca,P4/mmm,0.0248819269326171,Ba5Ca,3049.634725125325,2255.880244333045
3118_Mo4Ge8,Mo4Ge8,Pnma,-0.387930767527448,Ge2Mo,4146.588176768095,3252.275930685681
3119_Al2Ba4,Al2Ba4,I4_1/amd,-0.0110277973225484,Ba2Al,2874.768887594202,2183.713967051759
3120_Au3Pb,Au3Pb,Imm2,0.0421634035992708,PbAu3,1515.386695537278,1207.693347768639
3121_YbBr,YbBr,Fm-3m,-1.4271186061040138,YbBr,7541.444746663294,4300.40483269024
3123_Au3K,Au3K,Pmm2,-0.0583983529578526,KAu3,1137.236593988146,1384.778137877506
3124_Pd3Ta,Pd3Ta,I4/mmm,-0.4789615722321567,TaPd3,2874.429175326067,6842.414845603792
3125_Al2Sb,Al2Sb,P4/mmm,0.171565483411961,Al2Sb,5965.323053880597,2662.980211002132
3126_InPd,InPd,Pm-3m,-0.5193825637928868,InPd,3251.897956047334,4886.122637159981
3128_NiGe2,NiGe2,P4/mmm,0.0688872912331408,NiGe2,4062.673858454093,1784.899893809683
3129_Sn5W,Sn5W,Amm2,0.3710214703773496,Sn5W,3640.527920348859,2238.505769304982
3130_CuPb3,CuPb3,P4/mmm,0.2602826834094367,CuPb3,2597.977073499663,1772.175565499908
3131_YbBr,YbBr,Fm-3m,-1.4106922041879266,YbBr,7541.444746663294,4300.40483269024
3132_Ca3Ga,Ca3Ga,P4/mmm,-0.0609181530119942,Ca3Ga,4487.273962001927,1646.818490500482
3133_Au4As2,Au4As2,Cmcm,0.1079734153082032,AsAu2,1451.553491179607,1479.391124335828
3134_Pb2P,Pb2P,I4/mmm,0.128832278331845,PPb2,2651.318116939273,2029.500305857712
3136_Ca2Cu6,Ca2Cu6,Pm-3n,0.1121861645523587,CaCu3,1999.536226356213,1500.0
3137_PbP3,PbP3,I4/mmm,0.759440252156609,P3Pb,2483.27128652914,2821.721077791197
3138_AlNa3,AlNa3,I4/mmm,0.1518605936468804,Na3Al,1240.600836788199,640.6008367881993
3139_Al2Ni,Al2Ni,I4/mmm,-0.4006925273024191,Al2Ni,1287.403326685951,1260.497227761707
3141_Cu2K4,Cu2K4,Fd-3m,0.7106508718075055,K2Cu,1655.168029935954,4644.577706349397
3142_In3Sn,In3Sn,Fm-3m,0.005615596659696,In3Sn,3120.588387698526,1897.479078684872
3143_AuNa3,AuNa3,Pm-3m,-0.1684955919688151,Na3Au,1100.0,870.3271843958548
3144_Ni2Rh4,Ni2Rh4,Fd-3m,0.5717800781255763,NiRh2,2711.821050991968,6557.653105203543
3145_In3Mn,In3Mn,Pmm2,0.2544290912213443,MnIn3,3066.157895057725,1972.489164124438
3146_Ba2W2,Ba2W2,Cmcm,0.8228393727936236,BaW,5289.649932900952,3444.824966450476
3149_CsSr,CsSr,P4/mmm,0.1896024769990805,CsSr,5284.817246076801,4808.028743461335
3150_IrRh,IrRh,P4/mmm,0.0007016676852913,IrRh,4698.018958229211,8716.443849587882
3152_Ca8In4,Ca8In4,Pnma,-0.4191793154319872,Ca2In,3546.666735051854,1794.444387456789
3153_Au2Br,Au2Br,I4/mmm,0.2733392144560372,Au2Br,1470.989915948716,1994.927501862465
3155_CuNi2,CuNi2,I4/mmm,0.0278102839109202,CuNi2,1210.727960878293,1500.0
3156_Ba2Ir2,Ba2Ir2,Cmcm,0.5449168595334992,BaIr,4458.204367246863,6266.315878911467
3158_K3P,K3P,Pm-3m,-0.0328119937475128,K3P,1762.670887257349,6761.303789198556
3159_K4Sn,K4Sn,Im-3m,-0.046379581696436,K4Sn,2088.359713736518,4783.539558972779
3160_Ca10Ge6,Ca10Ge6,I4/mcm,-0.5731595545363475,Ca5Ge3,4629.334703927709,1708.381343979346
3161_KRh,KRh,P-6m2,0.7868528599991338,KRh,2787.000840822569,7779.733781772036
3162_PBr,PBr,P-6m2,0.722297972837521,PBr,2936.844306074649,6397.169039180282
3163_Mn2W4,Mn2W4,Cmcm,0.151803291726362,MnW2,6298.029399099606,3975.013610694262
3164_Pb4Ta2,Pb4Ta2,I4/mcm,0.3486914174797857,TaPb2,2578.425447655914,2711.809142580637
3165_Na2Rh4,Na2Rh4,Pnnm,0.4923615386228531,NaRh2,2988.993211692754,7246.404327474122
3166_Al2Mn,Al2Mn,Fm-3m,0.2455892362076242,MnAl2,1600.0,1403.581112041103
3167_AlBa8,AlBa8,I4/mmm,0.0339744709387872,Ba8Al,2966.44079900265,2268.837884788175
3168_Ga10Mn4,Ga10Mn4,P4/mbm,-0.1219104476741017,Mn2Ga5,4565.376055617569,1876.035283477374
3169_RbSm,RbSm,F-43m,1.509341299483286,RbSm,8231.54352455478,4151.006793940323
3170_Pd5Rb,Pd5Rb,P4/mmm,0.153967332672618,RbPd5,3587.503752624408,7723.21160526828
3171_Sn6W2,Sn6W2,Pmmn,0.4786639913277879,Sn3W,4098.038779932218,2519.251069503861
3173_Al4Cu2,Al4Cu2,Cmcm,-0.0344383852028453,Al2Cu,1600.0,1270.387622446583
3174_Ga3Pd,Ga3Pd,Imm2,-0.2564353314449885,Ga3Pd,4724.415299646058,3956.985509634366
3175_Fe2Ir,Fe2Ir,P4/mmm,0.9098474483705892,Fe2Ir,4360.707387457347,6270.144155942443
3176_Sn4Br8,Sn4Br8,Pa-3,-0.8643235854753722,SnBr2,3001.64585412792,4641.032895539965
3179_Ge3As5,Ge3As5,Cmmm,0.3617212920548871,Ge3As5,4035.56017605919,3227.66181513785
3180_AlBa2,AlBa2,P4/mmm,0.0085581230857399,Ba2Al,2874.768887594202,2183.713967051759
3181_Mn3Rh,Mn3Rh,Pmmm,0.0538139994731174,Mn3Rh,2215.004573721311,4183.14272317008
3182_SnW3,SnW3,Immm,0.3813266833695365,SnW3,6220.679468242245,3821.780582785014
3183_Al4Sr2,Al4Sr2,Pnnm,0.2872414261810381,SrAl2,3209.034105666408,2237.718542820314
3184_Sb2P,Sb2P,I4/mmm,0.3290368608400082,Sb2P,7234.246452566016,3591.827293328437
3185_CaSb,CaSb,P-6m2,-0.9295830155484096,CaSb,6909.429182268688,2929.478861577627
3187_Al3Br,Al3Br,Imm2,0.1113996489438839,Al3Br,2444.500894983767,3930.914870826013
3188_AuSb3,AuSb3,P4/mmm,0.227695155440879,Sb3Au,5517.819755517264,2559.23050194727
3190_Sn2W2,Sn2W2,Cmcm,0.4676484999730883,SnW,5273.59444719881,3240.614774417451
3191_Au24Br5,Au24Br5,I-43m,0.1994016806252971,Au24Br5,1271.443808490475,1459.781122769909
3192_InK,InK,Pm-3m,0.067864092426493,KIn,2893.562994952451,3320.920266404532
3193_Ni4Sr,Ni4Sr,I4/m,0.3530060754889405,SrNi4,1869.694683765435,1907.669383015048
3194_SbGe2,SbGe2,I4/mmm,0.290026473554884,Ge2Sb,6485.500299580587,2583.942480527262
3195_CeV,CeV,Pm-3m,0.6211147799052004,CeV,7846.899231906626,3179.988746843228
3196_FePd,FePd,F-43m,1.0223786888127373,FePd,2924.672603457308,5728.548978522787
3197_Cu4W8,Cu4W8,Pa-3,1.2660410542214962,CuW2,6204.249279959929,3887.388515534778
3198_Ga3Rh,Ga3Rh,I4/mmm,-0.2169885340034145,Ga3Rh,4741.582859221115,3911.45415597878
3199_NbBr3,NbBr3,Immm,-0.5853608179005412,NbBr3,4752.454840288741,7430.704653182425
3201_Al2Sb,Al2Sb,I4/mmm,0.1876107753542217,Al2Sb,5965.323053880597,2662.980211002132
3202_AlAs,AlAs,P4/mmm,-0.1258805203464161,AlAs,2849.880246573681,3205.671023365319
3203_InSb2,InSb2,I4/mmm,0.172704249641176,InSb2,6426.076497608403,2951.414586228645
3204_Al2Cu,Al2Cu,Fmmm,-0.2369830017517777,Al2Cu,1600.0,1270.387622446583
3205_PdRb2,PdRb2,P4/mmm,0.1579059991105035,Rb2Pd,4925.653565314708,6767.390310489494
3207_Na2P2,Na2P2,Cmcm,-0.3693177276301007,NaP,1616.57823605646,3140.288762066351
3208_CaW,CaW,Pm-3m,1.71443865346851,CaW,6445.145990943113,3798.841540206683
3209_PtRh3,PtRh3,P4/mmm,-0.0067502684002151,PtRh3,4090.616821539478,8425.94717551888
3210_Ba2W,Ba2W,Immm,1.3084603054428634,Ba2W,4603.859592491941,3101.92979624597
3211_AuV3,AuV3,Fm-3m,0.1333038841847544,V3Au,2061.184918074624,2048.565365172317
3212_In4Rh16,In4Rh16,I-43m,0.2404357359716975,InRh4,3221.810272775625,6691.383633462502
3213_AgEu,AgEu,Pm-3m,-0.4924128376574583,EuAg,6054.291346492082,2394.252444462234
3214_InSb2,InSb2,P4/mmm,0.1714528778890098,InSb2,6426.076497608403,2951.414586228645
3216_Ta2P,Ta2P,I4/mmm,-0.2863519570587295,Ta2P,2276.348054303892,4823.651945696108
3218_Sn3W,Sn3W,Imm2,0.2896653718213491,Sn3W,4098.038779932218,2519.251069503861
3219_KNa3,KNa3,Immm,0.0155194455850997,KNa3,1317.076887967506,2924.025248970479
3220_Pd2Rb4,Pd2Rb4,I4/mcm,0.1455347177912755,Rb2Pd,4925.653565314708,6767.390310489494
3221_Al3Cu,Al3Cu,Immm,0.0063965280789801,Al3Cu,1600.0,1219.896633591619
3224_TaSb8,TaSb8,I4/mmm,0.3092628586948807,TaSb8,7022.698122230608,3619.325469442348
3225_Mo2W,Mo2W,I4/mmm,-0.0036623847086711,Mo2W,4650.782497604599,4810.699457042478
3226_MoRh,MoRh,P4/mmm,-0.1753282368478412,MoRh,2814.011883598069,6697.290107143485
3227_CaP,CaP,Fm-3m,-0.744611542772053,CaP,3071.728523776793,3069.356481265025
3228_Al4In,Al4In,Im-3m,0.6381890727771047,Al4In,2476.299539827564,1515.470317545626
3229_Al2Ni4,Al2Ni4,Cmcm,-0.4528155467130901,AlNi2,1112.136243424221,1406.553130479816
3230_Ba2Ca2,Ba2Ca2,Pmmn,0.0406486469655449,BaCa,3203.321214170965,2119.270031848032
3231_Fe2As,Fe2As,I4/mmm,0.0126401657999911,Fe2As,2761.335736899528,2443.858795487526
3232_Al5Pt,Al5Pt,Amm2,-0.2573612978127588,Al5Pt,3905.596219963028,5788.545995307827
3233_WAs3,WAs3,Imm2,0.1306941151796659,As3W,4964.708784625145,4134.97638794258
3234_AlP,AlP,Fm-3m,-0.3675687588258789,AlP,1813.776905161976,3191.213277910252
3235_BaGe,BaGe,Fm-3m,-0.1830738889749259,BaGe,3795.705991893965,2161.616349235832
3236_Mn2Sb6,Mn2Sb6,I4/mmm,0.5913991960011264,MnSb3,7076.356923225419,3190.820805898519
3237_Cu2Fe,Cu2Fe,I4/mmm,0.1032353326638938,FeCu2,1844.215221633677,1469.47309729579
3238_GaNi,GaNi,Fm-3m,-0.0512278565072206,GaNi,3443.251017782775,1717.177868247358
3239_Pb3V,Pb3V,Immm,0.3814954916460991,VPb3,2745.446860900034,1921.191629066756
3240_CuW,CuW,Pm-3m,0.6085194492981056,CuW,5612.902912856832,3580.764473333172
3241_InGe3,InGe3,Cmmm,0.2659420410108755,InGe3,4609.859408904304,1934.507029554785
3243_AuMn,AuMn,P-6m2,0.1939194425575365,MnAu,1209.045332929074,1174.472532686519
3244_Al4Eu2,Al4Eu2,P4_2/mnm,0.6089629541792144,EuAl2,7429.809349617673,2549.696156227482
3245_Ba4W4,Ba4W4,Pnma,1.0878871809741997,BaW,5289.649932900952,3444.824966450476
3246_Al3Rh,Al3Rh,P4/mmm,-0.4172590044019131,Al3Rh,2495.559947207822,4918.074769034222
3247_GaPb8,GaPb8,I4/mmm,0.0253117476819279,GaPb8,2813.021363115063,1804.036477254109
3248_In2Rh,In2Rh,Fm-3m,-0.3115683777988701,In2Rh,3269.054839771878,3856.709613687314
3249_Ni2Rh4,Ni2Rh4,Cmmm,0.0462443337260178,NiRh2,2711.821050991968,6557.653105203543
3250_InV,InV,Pm-3m,0.3685158133105357,VIn,3300.0,2430.25045321686
3251_Ni2Sr4,Ni2Sr4,I4/mcm,0.208795066472381,Sr2Ni,3397.126703583157,2623.653142304604
3252_Mn3Nb,Mn3Nb,P4/mmm,0.0587387417979776,Mn3Nb,4087.400050399558,4323.449326492305
3253_Sr4V2,Sr4V2,Cmcm,0.7019037388563749,Sr2V,3997.298408578951,3090.089596187133
3255_MoRh,MoRh,P4/mmm,-0.178031266937797,MoRh,2814.011883598069,6697.290107143485
3256_Ga2Ge2,Ga2Ge2,Cmcm,0.1807988408540439,GaGe,5397.951012552418,1900.0
3257_InP,InP,Pm-3m,0.3374919533225204,InP,3023.812305663745,2658.601424955684
3258_Ta12As12,Ta12As12,Pbcm,-0.2001446386269852,TaAs,2592.81178826017,4565.750569391863
3259_Ga2Rh,Ga2Rh,I4/mmm,-0.4789372728210382,Ga2Rh,4523.391025019445,4490.136846687559
3260_P12Br17,P12Br17,I-43m,-0.1160226505544552,P12Br17,3020.707604343974,6513.287452168579
3261_Al2In2,Al2In2,I4_1/amd,0.179782887200552,AlIn,2976.524930385069,1809.720547285335
3262_In4Rh3,In4Rh3,I4/mmm,-0.1529194983569896,In4Rh3,3259.801937138382,4411.883771697102
3264_Sn2Br4,Sn2Br4,Fd-3m,0.2584199160717686,SnBr2,3001.64585412792,4641.032895539965
3265_CuMn,CuMn,P4/mmm,0.3284417554150183,MnCu,1600.0,1639.102387161073
3266_GaMn,GaMn,Fm-3m,0.6603565188484879,MnGa,3781.272425560045,1855.930062193847
3267_AlMn,AlMn,Pm-3m,-0.0462419779947644,MnAl,1600.0,1536.507072772767
3268_Al5Mn,Al5Mn,F-43m,0.1800210855609935,MnAl5,1600.0,1231.506045187067
3269_Ir2Pb2,Ir2Pb2,Imma,0.5037811192586714,IrPb,4047.482956408966,5313.080564923375
3270_K2Sr2,K2Sr2,Pmma,0.1337180092551744,KSr,3428.637458046707,4295.889070481533
3272_Au7Sb,Au7Sb,Fm-3m,0.0363614110297692,SbAu7,1651.785180250358,1194.747710676597
3273_Fe3V4,Fe3V4,I4/mmm,-0.0739615341255576,V4Fe3,2893.910331510015,2497.578514466699
3274_Al4In,Al4In,I4/mmm,0.1408628166853951,Al4In,2476.299539827564,1515.470317545626
3277_Mn2Sb2,Mn2Sb2,Cmcm,0.2208059199903882,MnSb,5941.23648623277,2902.536250471815
3278_InMn,InMn,P4/mmm,0.2268852581227722,MnIn,2749.830039925824,1935.274122344215
3279_Au12Ni4,Au12Ni4,Pnma,0.1178616165446024,NiAu3,1090.964590084543,1045.177049577283
3280_Cu2Mn,Cu2Mn,I4/mmm,0.152270836831537,MnCu2,1600.0,1590.542270096126
3281_Sn18W6,Sn18W6,Pmmn,0.5323133311983336,Sn3W,4098.038779932218,2519.251069503861
3282_Ca4W2,Ca4W2,Fd-3m,1.7641017660772362,Ca2W,6058.759981211838,3449.847724965531
3283_Al6Ge2,Al6Ge2,Pm-3n,0.1712366775517884,Al3Ge,3349.966939071511,1425.667633828205
3284_SrAs,SrAs,P-6m2,-0.9460797429955128,SrAs,3785.155800115171,3460.937999872032
3285_In24Pt5,In24Pt5,I-43m,0.0133550996723297,In24Pt5,3875.152530707157,3856.174076373098
3286_AuEu,AuEu,Fm-3m,-0.945224780753796,EuAu,4758.314041267046,1914.578510316762
3287_Cr9Ga12,Cr9Ga12,C2/m,-0.0512915740185254,Cr3Ga4,4639.13801108029,2689.123489843067
3288_Au12Pb4,Au12Pb4,Pnma,-0.0183364790162765,PbAu3,1515.386695537278,1207.693347768639
3289_AlSr3,AlSr3,I4/mmm,0.057116047106092,Sr3Al,3957.964297668133,2813.818690513948
3290_Cu4Ga5,Cu4Ga5,I4/mmm,0.0654526913839102,Ga5Cu4,3855.475705832293,1731.330841623825
3291_RhSr8,RhSr8,I4/mmm,0.0602316093634118,Sr8Rh,4071.986669411736,3640.066652941319
3292_Ni2Ta,Ni2Ta,I4/mmm,-0.3550029438734891,TaNi2,1788.484409522889,3501.537347250411
3293_Na4Pd2,Na4Pd2,Cmcm,0.0142338250281968,Na2Pd,2566.42176289802,5737.220581778644
3294_Al4Mo2,Al4Mo2,Imma,0.0716738620601376,Al2Mo,2112.010836826237,3752.058247941024
3295_RhSr2,RhSr2,I4/mmm,-0.1502170610517511,Sr2Rh,3830.029966330571,4849.850168347142
3296_RhYb,RhYb,Pm-3m,-0.5889667665039164,YbRh,7150.606188540854,4927.306297801559
3297_Na2Pb2,Na2Pb2,Pmmn,-0.1047916292313502,NaPb,2540.203016132933,1670.164950608008
3298_AlCe,AlCe,Pm-3m,-0.3025139623470183,CeAl,8224.372861947111,2760.90924178341
3300_Pd16Sb4,Pd16Sb4,I-43m,-0.0221158833867306,SbPd4,4245.360222124798,6976.88148472892
3302_CeGa2,CeGa2,P6/mmm,-0.720202136335919,CeGa2,7504.793212239146,2501.437963671744
3303_Rh3Sr,Rh3Sr,P4/mmm,0.2050868898288982,SrRh3,3421.074768536332,6894.626157318339
3304_Sn2P4,Sn2P4,Fd-3m,0.4229429072671393,SnP2,2394.259803981372,2800.151143441997
3305_Cu4Fe,Cu4Fe,I4/m,0.1124787343126072,FeCu4,1744.102648461918,1481.98716894226
3306_Fe4Br12,Fe4Br12,Pnma,-0.2228960036185552,FeBr3,3129.946507780225,5860.784214212486
3308_Fe3Br,Fe3Br,Cmmm,0.6181349230431623,Fe3Br,2690.631630422044,3176.082185912488
3309_Fe4Pb6,Fe4Pb6,Fdd2,1.1952070005445747,Fe2Pb3,2654.30593625987,1739.074581679826
3310_KAs,KAs,P-6m2,-0.1738326167191761,KAs,2751.347703339505,5097.304593320991
3311_K4Mo2,K4Mo2,Cmcm,0.930444831662508,K2Mo,2085.662749818247,6153.20110763619
3312_CrMo,CrMo,Fm-3m,1.0318884017398364,CrMo,2646.033726723903,4878.227897044737
3313_Sn2W,Sn2W,I4/mmm,0.5202709353288716,Sn2W,4520.18231021222,2778.293690357499
3314_PtBr5,PtBr5,Amm2,-0.0871835685459364,PtBr5,4021.799382446132,7621.79938244613
3315_K4Sr8,K4Sr8,Pnma,0.0951012154256858,KSr2,3743.965077636615,3766.138669570488
3316_Ta5Br4,Ta5Br4,I4/mmm,0.1965072939432378,Ta5Br4,2561.048385133924,5348.201608781242
3318_AgRb,AgRb,Pm-3m,0.0768720358900465,RbAg,3321.929904415111,3433.516158397815
3319_Mo18Sr6,Mo18Sr6,Pmmn,0.7464550569288152,SrMo3,2820.083102493075,4763.227146814404
3320_Mo12Ta4,Mo12Ta4,Pnma,0.1747143460660947,TaMo3,2361.399257986704,5106.996289933517
3321_AgEu,AgEu,P4/mmm,-0.4739998494988326,EuAg,6054.291346492082,2394.252444462234
3322_Al6Ge2,Al6Ge2,P6_3/mmc,0.0256641957364984,Al3Ge,3349.966939071511,1425.667633828205
3323_Sr4As2,Sr4As2,Pnnm,-0.8694510745793492,Sr2As,3930.456472935894,3299.492807849007
3324_Cs2Ni6,Cs2Ni6,P6_3/mmc,0.6204138322765402,CsNi3,3150.673519672258,3435.606167705032
3325_Na3Rh,Na3Rh,Cmmm,0.3123486508330413,Na3Rh,2357.319514801559,4990.426838576996
3326_W4P3,W4P3,I4/mmm,-0.2027034634468054,P3W4,6439.071680293885,4389.748531152978
3328_Ag2Ga4,Ag2Ga4,Cmcm,0.0340333516807961,Ga2Ag,3624.518284837668,1681.920730795078
3329_CuIn,CuIn,F-43m,0.53827912498393,InCu,2694.338543652306,1821.864277544796
3331_KP,KP,P4/mmm,0.134582269728186,KP,1832.608179847769,6271.742741065619
3334_Al3Br,Al3Br,Fm-3m,0.3122945690795773,Al3Br,2444.500894983767,3930.914870826013
3335_FeMo3,FeMo3,P4/mmm,0.1101955142401873,FeMo3,2400.0,4666.256383396622
3336_Al8Mn16,Al8Mn16,Fd-3m,0.1273715740383494,Mn2Al,1600.0,1642.279666096743
3338_Ba4In2,Ba4In2,C2/m,-0.2546404354869868,Ba2In,3088.441274340646,2211.558725659354
3339_Pd6V18,Pd6V18,Pmmn,0.0094176494364196,V3Pd,3258.949948793513,5288.30235549838
3340_Ag4Pt8,Ag4Pt8,P-1,0.0432711982259418,AgPt2,4568.675610327121,7432.27958128345
3342_KP3,KP3,Pmmm,0.015246017205297,KP3,1911.153410222026,5721.92612844582
3343_Ag6Pt6,Ag6Pt6,P-1,0.0297693496556714,AgPt,3968.955630624237,6358.362408327122
3344_AgGa3,AgGa3,Pmmm,0.0312642882724012,Ga3Ag,4036.975282395883,1729.880846790219
3345_MoNi3,MoNi3,Pm-3m,0.0846750970911083,Ni3Mo,1493.772153685646,2840.238702861037
3346_SnSb3,SnSb3,Fm-3m,0.1632144741154624,SnSb3,6600.049587801401,2958.507407177834
3347_CuIn5,CuIn5,F-43m,0.3415053973082337,In5Cu,3130.580142902847,1950.170630265543
3348_Au12Sb17,Au12Sb17,I-43m,0.120151874278284,Sb17Au12,4274.782051472546,2120.511312284428
3350_Al3Pt,Al3Pt,Imm2,-0.4537269625614808,Al3Pt,4356.335961019589,6724.697765194532
3351_Ga4Mn2,Ga4Mn2,Fd-3m,0.6176953518909775,MnGa2,4397.757398247371,1871.73736918583
3352_Ba2Sb,Ba2Sb,Fmmm,-0.1312124896991768,Ba2Sb,4505.052798337092,2637.868995545062
3353_Rb2Sb4,Rb2Sb4,C2/m,-0.4917014117046919,RbSb2,7406.398656728305,4075.454469740216
3354_Pb4As16,Pb4As16,I23,0.3364037777388639,As4Pb,3054.737945227965,3100.705799169203
3355_NaBr,NaBr,Cmmm,-1.51503601569897,NaBr,2808.449415645705,5470.034663696596
3356_Pd4Ta2,Pd4Ta2,I4/mcm,-0.0058051799035148,TaPd2,2786.444631053653,6529.580910412988
3357_Ir3Ta5,Ir3Ta5,Cmmm,-0.3663745186503728,Ta5Ir3,3545.642742115785,6473.832434718087
