file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
2741_Nb2Rh4,Nb2Rh4,I4_1/amd,-0.1700100294107696,NbRh2,4848.393588615433,8248.814126583462
2743_Al5Sb,Al5Sb,P4/mmm,0.1278443781347231,Al5Sb,4588.642594765521,2138.530512291627
2744_Al4Mn8,Al4Mn8,Pa-3,0.7432819175377622,Mn2Al,1600.0,1642.279666096743
2745_NbV5,NbV5,P4/mmm,0.0327356929548846,NbV5,4689.79828998773,4843.252070371873
2746_RhBr,RhBr,R-3m,0.3512356642482972,RhBr,3243.708888214233,7519.202229643426
2747_AuBr3,AuBr3,P4/mmm,0.2885409983907767,AuBr3,2307.676395037376,4238.768513963872
2748_Pb7I14,Pb7I14,P3m1,-0.6754812229012036,PbI2,3911.212233758417,3451.653046034205
2749_Al2Ca6,Al2Ca6,P6_3/mmc,-0.1204313542762798,Ca3Al,3478.457957834079,1408.360425616104
2750_SnGe4,SnGe4,Im-3m,0.6338323741281734,SnGe4,4516.856842671098,1812.984093630122
2751_Ga2P2,Ga2P2,Pmmn,-0.0559402271293123,GaP,4423.419533589372,2884.302140718288
2753_IrTa3,IrTa3,Immm,-0.314894706077121,Ta3Ir,3136.794090892964,5924.44205963742
2754_Ag7Pt5,Ag7Pt5,P1,0.0114995210897035,Ag7Pt5,3623.757469962104,5740.216864815861
2757_Mn12Rh4,Mn12Rh4,Pnma,0.058969951857362,Mn3Rh,2215.004573721311,4183.14272317008
2758_Al2Mn,Al2Mn,Fm-3m,0.2460087241998335,MnAl2,1600.0,1403.581112041103
2759_P2As6,P2As6,Cmcm,0.278215754448178,As3P,3142.550570844298,4133.226440054825
2761_AuK3,AuK3,Imm2,-0.1330414285429428,K3Au,1323.943903221556,3314.086999956078
2763_Pd2V2,Pd2V2,Cmcm,-0.0781333125878909,VPd,3232.372276573367,6510.875277625086
2765_In6Mn18,In6Mn18,Pmmn,0.3412085826997663,Mn3In,2298.026355232742,1882.12074767444
2766_K2Pd,K2Pd,Immm,0.129418521939176,K2Pd,2564.656807676016,7661.150297427209
2767_AuBr3,AuBr3,Pm-3m,-0.0229078991777886,AuBr3,2307.676395037376,4238.768513963872
2769_Ba2Br6,Ba2Br6,Pm-3n,-1.669242551351272,BaBr3,3190.732523691183,5224.565363264808
2771_Ga2Ni,Ga2Ni,I4/mmm,-0.199229187461223,Ga2Ni,4166.99757847253,1781.510895864225
2772_CaMn3,CaMn3,Fm-3m,0.6933934960880848,CaMn3,2049.892329932528,1741.318391747931
2773_AlSm,AlSm,R-3m,-0.4655390373998145,SmAl,8298.05849987139,2780.496563256952
2774_Ca2Cu2,Ca2Cu2,Cmcm,-0.159069105587382,CaCu,2489.556473403845,1500.0
2775_Au5Sb,Au5Sb,F-43m,0.1474496383974006,SbAu5,1848.213766012557,1264.075446827962
2776_Al4Ce2,Al4Ce2,P4_2/mnm,0.5630563836845214,CeAl2,7303.429838855395,2516.101602733713
2777_Ga3Rh,Ga3Rh,P4/mmm,-0.1772789533942713,Ga3Rh,4741.582859221115,3911.45415597878
2778_Sn6W4,Sn6W4,Fdd2,0.676190720559454,Sn3W2,4835.105897956646,2971.542255564306
2782_W3P,W3P,I4/mmm,0.3408790440879965,PW3,6734.127951056067,4342.53952783103
2783_Pd2Rb2,Pd2Rb2,P4/nmm,0.1182580533488639,RbPd,4447.134210721057,7109.189849484959
2784_Ga2Rh,Ga2Rh,I4/mmm,-0.3544554391462562,Ga2Rh,4523.391025019445,4490.136846687559
2785_In10Mn6,In10Mn6,I4/mcm,0.2701433455977424,Mn3In5,2920.811393212734,1955.389575672086
2786_AlPd,AlPd,Pm-3m,-0.8944008535151085,AlPd,2876.387077592522,6584.193464467283
2787_CaCu,CaCu,F-43m,0.5358766060288009,CaCu,2489.556473403845,1500.0
2788_Rh6Sb2,Rh6Sb2,Cmcm,-0.1057183546171485,SbRh3,4529.391964485867,6698.892970928727
2790_Al4Sb2,Al4Sb2,I4_1/amd,0.2113444936483244,Al2Sb,5965.323053880597,2662.980211002132
2791_EuI,EuI,Fm-3m,-1.3246680484950362,EuI,7406.681375632032,3873.617752483814
2792_AlNi5,AlNi5,Amm2,-0.2226364434127994,AlNi5,1050.519572442824,1457.900356297646
2793_Mo2Rh6,Mo2Rh6,I4/mmm,-0.1970149649820438,MoRh3,3010.328018949405,7359.857063954242
2794_Ga5Pt,Ga5Pt,Amm2,-0.1300824104031785,Ga5Pt,5499.999999999999,4483.423548691463
2795_Al4Br2,Al4Br2,P4_2/mnm,0.438326157140616,Al2Br,2614.714019617066,4521.654538670991
2796_Mo12Rh12,Mo12Rh12,Pbcm,-0.0396063645746629,MoRh,2814.011883598069,6697.290107143485
2797_Al2Na2,Al2Na2,Cmme,0.1064447917505271,NaAl,1369.970306408558,769.9703064085584
2798_Pd5Sr,Pd5Sr,P6/mmm,-0.3878520724166066,SrPd5,3341.386432582457,7293.067837087717
2799_AlIn5,AlIn5,F-43m,0.2243869260860869,AlIn5,3223.688591666084,1955.110936274167
2800_AlNi3,AlNi3,I4/mmm,-0.4061829382830826,AlNi3,1079.724143364544,1433.56321386288
2801_Al6Sb2,Al6Sb2,I4/mmm,0.1692057428212972,Al3Sb,5384.265084307962,2441.624794022081
2802_AlGe,AlGe,Pm-3m,0.1840861531470681,AlGe,4297.890474058589,1656.243628825062
2803_Al4Cr2,Al4Cr2,P4_2/mnm,0.4176790432707804,Al2Cr,2336.077346587776,2521.226516281404
2804_W8Br,W8Br,I4/mmm,0.7470870496898164,W8Br,6809.338176114907,4433.978578946282
2805_Pb8As4,Pb8As4,Pa-3,0.0584784500907259,AsPb2,2791.867924898472,2136.849057961063
2806_K5P4,K5P4,I4/mmm,0.2907193213798378,K5P4,1816.374702168108,6385.377084823247
2807_Al2Na,Al2Na,I4/mmm,0.0959789052882354,NaAl2,1450.624308705884,850.6243087058837
2808_SnW3,SnW3,Cmmm,0.4164088525385239,SnW3,6220.679468242245,3821.780582785014
2809_NiSb,NiSb,R-3m,-0.1463381743154652,NiSb,5655.739376481684,2782.015190625391
2810_NaPd4,NaPd4,I4/m,-0.0089418085954619,NaPd4,3092.396326221232,7615.70116507583
2811_K3W,K3W,Pm-3m,1.6473001131057847,K3W,4935.59972623565,5429.577508286154
2813_InRh3,InRh3,P4/mmm,-0.0658287898524747,InRh3,3227.109479865277,6373.431208083403
2815_Na5Pd,Na5Pd,P4/mmm,-0.0216217788593574,Na5Pd,2109.545849085655,4105.520889591627
2816_Pt4As8,Pt4As8,Pa-3,-0.8481429737237084,As2Pt,4544.276473412361,6884.459097455928
2817_Ir2Ni6,Ir2Ni6,Pmmn,0.0250427970848559,Ni3Ir,3348.582883605958,5466.495536756729
2818_SbP3,SbP3,Imm2,0.2787830215630311,SbP3,5346.281426691286,4135.817216038105
2819_Sn2Ta,Sn2Ta,I4/mmm,0.0501756129162392,TaSn2,2470.247295275153,2984.028850398362
2820_Cu7In,Cu7In,Fm-3m,0.0432744772338304,InCu7,1948.778857837181,1602.582017010935
2821_V12As4,V12As4,Pnma,-0.3130499928677199,V3As,3300.0,3597.381909064524
2822_AuCu3,AuCu3,Pm-3m,1.091933621721732,Cu3Au,1345.918153766655,1245.918153766655
2823_IrRh3,IrRh3,P4/mmm,0.4006388397466267,IrRh3,4082.550478257094,8422.089359166435
2824_EuMn,EuMn,P-6m2,0.6334786883457086,EuMn,7402.338009757226,2754.81511552967
2825_Pt2Rh2,Pt2Rh2,I4_1/amd,-0.0205890368021455,PtRh,4705.734933613432,8720.134098684684
2826_BaW3,BaW3,Immm,1.4553623349381706,BaW3,6202.56893040109,3901.284465200546
2827_PtAs3,PtAs3,Pmmm,0.1837744748839611,As3Pt,4322.236576596146,6369.730245745612
2828_Ca5Ge24,Ca5Ge24,I-43m,-0.0419165539262305,Ca5Ge24,5155.667652733118,1858.762186495177
2830_Cu5W,Cu5W,F-43m,0.3803622766868185,Cu5W,3579.257132603624,2526.281476164842
2831_AuI,AuI,P-6m2,0.2614996616232603,AuI,2588.978414028554,2488.978414028554
2832_AlMo3,AlMo3,Immm,-0.0993333449440783,AlMo3,2331.432257364449,4931.448383333917
2834_Sn2W2,Sn2W2,P4/nmm,0.380831521925705,SnW,5273.59444719881,3240.614774417451
2835_PbTa3,PbTa3,I4/mmm,0.3831692982889105,Ta3Pb,2410.500237026208,3971.248222303438
2836_CaW4,CaW4,Im-3m,2.8311244584186808,CaW4,6839.778550960876,4155.283852480791
2837_CsCu,CsCu,Fm-3m,0.4745825853302812,CsCu,4576.735385278158,4544.388462216298
2838_Nb4Sn8,Nb4Sn8,Fddd,-0.3024282431053073,NbSn2,4259.412251604004,3625.045459584548
2840_Al6Ca4,Al6Ca4,Fdd2,-0.188409806197005,Ca2Al3,2744.370548085763,1248.776206105601
2841_FePb,FePb,P-6m2,0.6389923159511817,FePb,2636.309376722614,1715.079168963485
2843_In2P2,In2P2,Imma,0.0519244250414705,InP,3023.812305663745,2658.601424955684
2844_Mn3Sb,Mn3Sb,P4/mmm,0.4534544957012665,Mn3Sb,4276.752387301108,2479.810130108218
2845_Sr2W,Sr2W,Fmmm,-8.575093680456437,Sr2W,5633.530132560989,3665.567561546173
2846_Mo2Sr2,Mo2Sr2,Imma,0.6730201296964244,SrMo,3259.206798866856,4202.124645892351
2847_Ba2W2,Ba2W2,Imma,1.0372039623020664,BaW,5289.649932900952,3444.824966450476
2848_Ca3W,Ca3W,Fm-3m,0.8837096676666336,Ca3W,5774.227983977586,3192.851082302335
2849_Pd4As2,Pd4As2,Pnnm,-0.294235139561233,AsPd2,3226.03599646374,6958.560141450424
2850_Pd6Ge4,Pd6Ge4,Fdd2,-0.3925074452225566,Ge2Pd3,3856.752916863995,6092.289146252207
2854_AuK,AuK,Fm-3m,-0.2806845504909177,KAu,1199.375142516441,2026.876472669891
2855_PdP2,PdP2,I4/mmm,0.1484307155578997,P2Pd,2758.483565987464,6933.001951136372
2856_Au2W4,Au2W4,I4/mcm,0.6953492150178905,W2Au,4941.893529685115,3148.855703044217
2857_NiTa7,NiTa7,Fm-3m,0.2031672938550635,Ta7Ni,2242.428298685422,4653.856450509148
2858_FeIn,FeIn,P-6m2,0.3261709629407026,InFe,3005.498555633031,1803.665703755354
2859_Ga2In2,Ga2In2,Pmma,0.0462965949196285,InGa,4131.200654597082,1962.218152063769
2860_V3Br,V3Br,Cmmm,0.280716863032258,V3Br,3300.0,4601.67491304245
2862_EuSb,EuSb,P-6m2,-0.933677982612478,EuSb,8788.275781444083,3233.448290979235
2863_Au3As,Au3As,Pmm2,0.1371121399493331,AsAu3,1347.555189759044,1337.575258762333
2864_V4P,V4P,Im-3m,0.3322994564390953,V4P,3128.465828469231,3624.31391661716
2865_Pt2V4,Pt2V4,Cmcm,-0.3704538090648259,V2Pt,4745.227247471941,7144.452413904575
2866_Mn4Ta2,Mn4Ta2,Cmcm,-0.023585609806472,TaMn2,2035.533274647203,3666.571177059443
2867_Ba3In,Ba3In,P4/mmm,-0.2121527880530078,Ba3In,3065.386228903244,2234.613771096756
2868_InBr3,InBr3,P4/mmm,-0.2723892605766789,InBr3,3300.0,5313.087185851691
2869_AlAs,AlAs,Pm-3m,-0.1240213191225514,AlAs,2849.880246573681,3205.671023365319
2870_Al2Mo6,Al2Mo6,P6_3/mmc,0.0022474617600725,AlMo3,2331.432257364449,4931.448383333917
2871_Fe6Ga2,Fe6Ga2,Cmcm,-0.1224709915662174,GaFe3,3310.996889462104,1546.934982171307
2872_IrMn3,IrMn3,Pm-3m,-0.0410910127053369,Mn3Ir,3699.666461861932,5730.144915792848
2873_FePd4,FePd4,Im-3m,0.4780438335531506,FePd4,3107.219770520742,7234.563106796117
2874_AuNi,AuNi,Fm-3m,0.4615220181329094,NiAu,1077.042397278864,1114.788013605681
2875_FeV5,FeV5,P4/mmm,-0.0874449707715629,V5Fe,3138.157799405897,3040.350665346439
2876_K4P16,K4P16,I-43m,0.0828526557583636,KP4,1928.037001853597,5603.74098702482
2877_W5Sb,W5Sb,Cmmm,0.3221849244437298,SbW5,7105.272056563173,4194.727943436827
2878_Al2Ni4,Al2Ni4,Cmcm,-0.4666516932421451,AlNi2,1112.136243424221,1406.553130479816
2879_Ca6Nb2,Ca6Nb2,Pm-3n,0.6537715933229715,Ca3Nb,5905.107375711726,4682.018226672956
2880_SnTa3,SnTa3,P4/mmm,0.0049675381907032,Ta3Sn,2353.832369511261,4225.788058546545
2881_AuCs,AuCs,P-6m2,-0.2979903415698688,CsAu,3074.210218051264,3014.500222501289
2882_Mo2Pd26,Mo2Pd26,Fm-3c,0.4924532836956327,MoPd13,3148.119507908611,7824.903339191564
2884_W2P,W2P,I4/mmm,0.0145169775755711,PW2,6611.520510372105,4362.156718340463
2885_Ag4Ba2,Ag4Ba2,Cmcm,-0.1205356433118159,BaAg2,1900.125246627093,1750.062623313546
2886_CaNa3,CaNa3,Imm2,0.064918145731448,Na3Ca,2129.079967427098,867.5285597953923
2887_Rh4Ge2,Rh4Ge2,Cmcm,-0.2105813852974674,GeRh2,3747.830677569841,6408.682317535221
2888_AgFe2,AgFe2,Immm,0.355599325778184,Fe2Ag,1810.444064489506,1400.0
2889_BaIn2,BaIn2,Fm-3m,0.0835970481372318,BaIn2,3187.732278186084,2112.267721813916
2890_Ag6Pt5,Ag6Pt5,P1,0.0185353932401794,Ag6Pt5,3784.882609039699,6028.743276652485
2891_InMo,InMo,Fm-3m,1.1270553315005394,InMo,2890.3073667429,3502.206321942702
2893_VAs,VAs,F-43m,0.3203713993122346,VAs,3300.0,3757.157578352988
2894_Rh4W2,Rh4W2,I4_1/amd,-0.0352169931060544,Rh2W,4992.865923608562,6254.314758591663
2895_Al4Pd6,Al4Pd6,Fdd2,-0.7730897825502033,Al2Pd3,2968.661348146668,6987.893398141672
2896_Ni4Ta,Ni4Ta,Im-3m,0.8417830391894328,TaNi4,1565.840966408568,2936.365530114056
2897_AlRh3,AlRh3,P4/mmm,-0.4401970084474111,AlRh3,3071.400911545272,7437.378988010566
2898_Ga2Mn4,Ga2Mn4,Fd-3m,0.2055565894426033,Mn2Ga,3114.037181368793,1838.821466188944
2899_AgAu2,AgAu2,I4/mmm,-0.0022001097025595,AgAu2,1121.496196169967,1085.984784679869
2900_Mn4Ta3,Mn4Ta3,I4/mmm,0.0413758628793833,Ta3Mn4,2098.285642320987,3935.509895661374
2901_AlMn5,AlMn5,F-43m,0.0325080423492979,Mn5Al,1600.0,1728.447957401075
2902_Cu5Mn,Cu5Mn,Amm2,0.19009826311848,MnCu5,1600.0,1544.225454049864
2903_AlMn3,AlMn3,Pm-3m,0.0044625280412473,Mn3Al,1600.0,1687.457154403717
2904_GaP,GaP,Fm-3m,-0.0656846835186915,GaP,4423.419533589372,2884.302140718288
2905_AuCu,AuCu,R-3m,-0.0042660205172095,CuAu,1221.96340515148,1121.96340515148
2906_BaW3,BaW3,Imm2,1.471400623829652,BaW3,6202.56893040109,3901.284465200546
2907_Au5Sb,Au5Sb,Amm2,0.0529373901265829,SbAu5,1848.213766012557,1264.075446827962
2909_SrI,SrI,Pm-3m,-1.0702574194153711,SrI,4614.093222092566,4064.811142523741
2910_PtV3,PtV3,Immm,-0.305222935404382,V3Pt,4533.614010580368,6596.1817546855
2911_VBr5,VBr5,Cmmm,-0.2841827606207943,VBr5,3300.0,6504.194254114947
2912_K2Br4,K2Br4,Pnnm,-1.0890156947304026,KBr2,2985.49372242106,6958.969927046051
2913_Pb2P2,Pb2P2,P4/nmm,0.1636887776688462,PPb,2608.967162386258,2229.154805893354
2914_Ni4Ta8,Ni4Ta8,Pa-3,0.4475267590898551,Ta2Ni,2118.584435224151,4339.483566338229
2916_MoRh2,MoRh2,I4/mmm,0.0380025121836678,MoRh2,2945.64458775613,7141.55048367694
2917_Au16Sn4,Au16Sn4,I-43m,0.0582444988574188,SnAu4,1296.414802277486,1078.565920910994
2918_V4P4,V4P4,P2_13,-0.7870895311130237,VP,2808.444585088429,4042.803234884361
2919_Ag8Au4,Ag8Au4,I4_1/amd,-0.0441376497046051,Ag2Au,1152.274012111602,1209.096048446407
2920_Fe2Mo6,Fe2Mo6,I4/mmm,0.279591567029124,FeMo3,2400.0,4666.256383396622
2921_Pb2V2,Pb2V2,Imma,0.4928501595522814,VPb,2818.403666206324,2115.743109883533
2922_AuNi5,AuNi5,Amm2,0.1243812841000172,Ni5Au,1040.161722494163,1299.191387529184
2923_Ga3Pb,Ga3Pb,P4/mmm,0.0530431986566251,Ga3Pb,4106.620569735019,1850.236448919108
2925_Ag3Sr,Ag3Sr,Pm-3m,-0.0453551621271102,SrAg3,1839.212731923139,1740.913457025674
2926_Ga4In4,Ga4In4,P2_13,0.0605925755307299,InGa,4131.200654597082,1962.218152063769
2927_K2Sn2,K2Sn2,Cmcm,-0.2445203437210175,KSn,2377.017622013544,2987.44590747128
2928_CsCu,CsCu,Pm-3m,0.4399689430103484,CsCu,4576.735385278158,4544.388462216298
2929_K2Sn2,K2Sn2,Pmmn,-0.1301163509892293,KSn,2377.017622013544,2987.44590747128
2930_Mn3Nb,Mn3Nb,P4/mmm,0.0610968797625979,Mn3Nb,4087.400050399558,4323.449326492305
2931_AlMn,AlMn,Fm-3m,0.4252473515547947,MnAl,1600.0,1536.507072772767
2932_Pt8Sr16,Pt8Sr16,Fd-3m,-0.5432285759187595,Sr2Pt,4884.830580788715,6213.43580216243
2933_SbP,SbP,Pm-3m,0.3087547031735251,SbP,6703.50491334064,3744.752821579815
2935_Fe6Pd4,Fe6Pd4,Fdd2,0.0475907069499314,Fe3Pd2,2847.642458100559,5093.050279329609
2936_BaGe,BaGe,Fm-3m,-0.1820046348794206,BaGe,3795.705991893965,2161.616349235832
2937_Fe3Na,Fe3Na,P4/mmm,1.1327794966990163,NaFe3,2243.134831355823,1291.401037092493
2938_KP,KP,F-43m,0.7114022996563714,KP,1832.608179847769,6271.742741065619
2939_CuW7,CuW7,Fm-3m,0.3854280871898492,CuW7,6745.896183870867,4168.242465710819
2940_AsBr5,AsBr5,Cmmm,0.0282342964256434,AsBr5,3300.0,6442.045554184119
2941_Au3As,Au3As,Imm2,0.1334911726647583,AsAu3,1347.555189759044,1337.575258762333
2942_IrRh4,IrRh4,I4/m,-0.0017556820822136,IrRh4,3932.147310789797,8350.157409508163
2943_Mo16V4,Mo16V4,I-43m,0.7960963314866717,VMo4,2505.46858016363,5077.344108543449
2944_AlGa,AlGa,Cmmm,0.0691252028612607,AlGa,4411.860786852459,1648.890950812106
2945_Ir2Ni4,Ir2Ni4,Cmcm,0.0603663610725782,Ni2Ir,3793.817453144955,6218.447254200369
2948_Au6Ba2,Au6Ba2,Pmmn,-0.526886487717174,BaAu3,1458.296801657948,1245.150443239649
2949_Al4Cu8,Al4Cu8,Pnma,-0.1947568048805603,AlCu2,1600.0,1412.439414174654
2950_Ca6Ta2,Ca6Ta2,I4/mmm,0.7325548895312664,Ca3Ta,2938.731652780705,3482.615966139796
2951_AuW2,AuW2,I4/mmm,0.4242236213270421,W2Au,4941.893529685115,3148.855703044217
2952_AuP3,AuP3,Imm2,0.4551556780531776,P3Au,1388.487965113268,2314.222952182664
2953_MoV,MoV,Pm-3m,-0.126784531445768,VMo,2712.138356430184,4641.041247536279
2954_Mo2P2,Mo2P2,I4_1/amd,0.0616187149853217,MoP,2302.378555290166,5251.189277645083
2955_Ni3Sr,Ni3Sr,Cmmm,0.5203327610247177,SrNi3,2063.268059713265,1998.406902990593
2956_Cu3Mo,Cu3Mo,Pmmm,0.22920652430816,Cu3Mo,1867.822372966522,2772.15627159098
2957_Sm3W,Sm3W,I4/mmm,0.0631950852148808,Sm3W,8776.129276129275,3447.457947457947
2958_Na3Ge,Na3Ge,Pmmm,0.0413320232122367,Na3Ge,3254.43465301525,1218.144884338416
2960_Cu4Mn8,Cu4Mn8,Pnma,0.3612515646588257,Mn2Cu,1600.0,1690.072827515803
2962_Ta3Sb,Ta3Sb,P4/mmm,0.0115760029382396,Ta3Sb,3325.958870763934,4543.510282309016
2963_AuSb,AuSb,Fm-3m,-0.0501351230650959,SbAu,3697.737623812592,1916.848573110326
2964_GaPd,GaPd,Pm-3m,-0.6028874388474872,GaPd,4110.41313024077,5585.426045883174
2965_Ni2P4,Ni2P4,Cmcm,-0.0100394529238236,NiP2,1513.486816463707,3348.552539269345
2966_Au2Na4,Au2Na4,Fd-3m,0.0511408221620793,Na2Au,1100.0,905.370909166255
2967_V2W2,V2W2,Cmcm,0.5402600457808884,VW,6197.1959034251,4104.72332786016
2968_Fe2Pt2,Fe2Pt2,Cmcm,-0.1192493888161649,FePt,4810.085721459059,7386.341953301532
2969_Au3Nb3,Au3Nb3,Cm,-0.0151428426324133,NbAu,3471.753605749531,3499.956503357614
2970_Mo2W4,Mo2W4,I4_1/amd,0.7285978333137137,MoW2,6048.091109097969,4506.936715413485
2971_Ca5Sb4,Ca5Sb4,I4/mmm,-0.541558037310753,Ca5Sb4,6733.975822992887,2846.138515921621
2972_Ag4Br2,Ag4Br2,Cmcm,-0.1915446980856871,Ag2Br,1767.576014644818,2886.508609784049
2976_K16Sn8,K16Sn8,Fd-3m,-0.1665311182987367,K2Sn,2242.587196163054,3823.901890540998
2977_Al2Ba,Al2Ba,I4/mmm,0.0014818998829161,BaAl2,2605.058928378121,1933.269004922541
2978_Mo2P4,Mo2P4,I4/mcm,-0.3509871447025444,MoP2,2243.059103263916,5221.529551631958
2979_Ir3Pb,Ir3Pb,Immm,0.5577657850855182,Ir3Pb,4759.859335511468,7170.347553297756
2980_Al6Cu18,Al6Cu18,Pmmn,-0.1877240450960808,AlCu3,1600.0,1438.007545706652
2981_BaCu,BaCu,Pm-3m,0.0764343314651374,BaCu,2557.111209570226,2046.920691182986
2982_VW7,VW7,Fm-3m,0.4516883622280989,VW7,6859.111585514212,4265.729845125078
2984_W2As4,W2As4,Cmcm,0.3283533195803396,As2W,5338.484406766658,4165.282519467567
2985_AgMo2,AgMo2,Immm,0.4600579596531962,AgMo2,1968.164746277042,3896.535425400386
2986_Al2Ba,Al2Ba,I4/mmm,0.0014112876626869,BaAl2,2605.058928378121,1933.269004922541
2987_CuW3,CuW3,Cmmm,0.2052802225342738,CuW3,6442.094994683497,4010.71592316922
2988_Sr6Br18,Sr6Br18,Pmmn,-1.5763172728936563,SrBr3,3540.911368274412,5856.050737477545
2989_AlAs,AlAs,Fm-3m,-0.2077627777841586,AlAs,2849.880246573681,3205.671023365319
2990_MoSn4,MoSn4,Im-3m,0.1971744835279807,Sn4Mo,2566.38284452854,2221.917376222012
2991_Al4Pd4,Al4Pd4,Pnma,-0.7855255843605562,AlPd,2876.387077592522,6584.193464467283
2992_Mn2W,Mn2W,Fmmm,0.2009777584899078,Mn2W,4979.916980373802,3364.776379802686
2993_Ba8Cu4,Ba8Cu4,Pa-3,0.0528366697050458,Ba2Cu,2736.947368421052,2149.684210526316
2995_CaBr3,CaBr3,Pm-3m,-1.1215024322719191,CaBr3,3385.94588798742,6126.487008113229
2996_RbSm,RbSm,F-43m,1.5119832722711608,RbSm,8231.54352455478,4151.006793940323
2997_NaRh,NaRh,Pm-3m,0.7276111557127489,NaRh,2816.51843024677,6630.422965167035
2998_Ta3Sb5,Ta3Sb5,Cmmm,0.3737763057917291,Ta3Sb5,5260.360203091992,4059.909949227002
2999_Ta2Sb2,Ta2Sb2,I4_1/amd,0.3728647878519764,TaSb,4552.521473838078,4236.869631540481
3001_Cu8Ta4,Cu8Ta4,Pnma,0.1459014699692117,TaCu2,2011.191940472123,3438.476290797153
3002_Ir2Rh2,Ir2Rh2,P4/nmm,-0.0085060714919453,IrRh,4698.018958229211,8716.443849587882
3003_Na2P2,Na2P2,Imma,-0.3394175410175988,NaP,1616.57823605646,3140.288762066351
3004_Sn3W,Sn3W,Pmmm,0.4237881929144711,Sn3W,4098.038779932218,2519.251069503861
3005_MnSb,MnSb,Fm-3m,0.1459415094975815,MnSb,5941.23648623277,2902.536250471815
3006_FeTa3,FeTa3,Immm,-0.0214997259267128,Ta3Fe,2309.327887029892,4482.851840983654
3007_Ca2Cu4,Ca2Cu4,Pnnm,0.1830056481666944,CaCu2,2151.411138362147,1500.0
3008_AgNb,AgNb,Fm-3m,1.2152851656673,NbAg,4578.000212975168,4824.274188495376
3010_IrNi2,IrNi2,Immm,0.1371037863756683,Ni2Ir,3793.817453144955,6218.447254200369
3011_IrTa5,IrTa5,C2/m,-0.2895005288566518,Ta5Ir,2860.728211257986,5553.478533877918
3012_Sr3Sb,Sr3Sb,Immm,-0.5052053612735352,Sr3Sb,5371.31714419427,3126.628880453435
3013_Mo8V16,Mo8V16,Fd-3m,0.2939021979591227,V2Mo,2863.518903262007,4321.460093113541
3014_Ni2Ge2,Ni2Ge2,Cmcm,-0.0762614153655016,NiGe,3378.31351354644,1721.238466376413
3016_NaBr,NaBr,Fm-3m,-1.7192765439625828,NaBr,2808.449415645705,5470.034663696596
3017_K3P,K3P,Fm-3m,-0.1935027218734912,K3P,1762.670887257349,6761.303789198556
3018_Cu5Br3,Cu5Br3,Cmmm,0.2481934826088245,Cu5Br3,2331.036412756843,3822.115664051148
3019_Ir3Ta3,Ir3Ta3,Cm,-0.4363903598925691,TaIr,3948.318030356982,7014.927353292196
3020_Au4Ni3,Au4Ni3,I4/mmm,0.0763955927040973,Ni3Au4,1081.733404874235,1091.332975628825
3021_Ir2Rh6,Ir2Rh6,I4/mmm,0.0023693738483077,IrRh3,4082.550478257094,8422.089359166435
3022_Pb2P4,Pb2P4,I4/mcm,0.1152849570185339,P2Pb,2538.886621895879,2559.534496776571
3023_Ca4Sb2,Ca4Sb2,Imma,-0.5586557175776031,Ca2Sb,6312.092157134651,2645.743774638959
3024_Mo2Rh2,Mo2Rh2,I4_1/amd,-0.0590279724766471,MoRh,2814.011883598069,6697.290107143485
3026_Al4Mo12,Al4Mo12,Pnma,0.092877692840064,AlMo3,2331.432257364449,4931.448383333917
3028_Cu5W,Cu5W,Cmmm,0.3101269911022661,Cu5W,3579.257132603624,2526.281476164842
3030_PdP3,PdP3,Cmmm,0.298335614350143,P3Pd,2640.629959616092,6648.189069072224
3031_Ir2Ta,Ir2Ta,Immm,-0.4511854485078939,TaIr2,4475.854663046506,7723.804703468742
3033_Sr2As,Sr2As,I4/mmm,-0.7210184155352634,Sr2As,3930.456472935894,3299.492807849007
3034_Ba2Rh2,Ba2Rh2,P4/nmm,0.1303739087458275,BaRh,3085.671588981507,4741.640285972964
3035_Pd2Rb2,Pd2Rb2,P4/nmm,0.8660587344426816,RbPd,4447.134210721057,7109.189849484959
3036_Al4Mo4,Al4Mo4,Pnma,-0.1782901372976288,AlMo,2224.398302154022,4356.140874077865
3038_NaBr,NaBr,Pm-3m,-1.574279165099012,NaBr,2808.449415645705,5470.034663696596
3039_Mo6W18,Mo6W18,Pmmn,0.3806163891724476,MoW3,6318.376424798443,4448.179038087294
3042_In2Sn2,In2Sn2,Cmcm,0.024598304626076,InSn,2944.166866499948,1796.666780857113
3043_RhTa,RhTa,F-43m,0.6853395561039957,TaRh,2626.277425338391,5960.09751231428
3044_Mo2W2,Mo2W2,Cmcm,0.4147867774643377,MoW,5422.603474158268,4642.912288226464
3046_Al2Fe2,Al2Fe2,Pmmn,-0.1400259878698495,AlFe,2139.392334330871,1269.696167165436
3047_Sr2Br,Sr2Br,Fmmm,-0.9625135229918774,Sr2Br,3918.145047502587,4221.371460822123
3049_Ca2Sb,Ca2Sb,I4/mmm,-0.608186648123708,Ca2Sb,6312.092157134651,2645.743774638959
3052_Ag2Ir4,Ag2Ir4,Fd-3m,0.5584920547057214,AgIr2,4557.828179520628,7412.855112164846
3053_W5As,W5As,Cmmm,0.2297891868005095,AsW5,6721.150893411832,4277.390612979338
